Id,Label,topic,language,media_type,location,followers,popularity
TWI20250818061623,TWI20250818061623,Fashion,Hindi,Image,North America,174,0
TWI20250818061624,TWI20250818061624,Politics,English,Image,North America,2520,1
TWI20250818061626,TWI20250818061626,Travel,French,Text,Europe,361,0
TWI20250818061628,TWI20250818061628,Finance,English,Text,North America,4,0
TWI20250818061632,TWI20250818061632,Education,Portuguese,Text,North America,36,0
TWI20250818061635,TWI20250818061635,Food,Spanish,Text,Asia,2,0
TWI20250818061636,TWI20250818061636,AI/ML,Korean,Image,Europe,52,0
TWI20250818061641,TWI20250818061641,Entertainment,Portuguese,Image,Asia,2924,0
TWI20250818061651,TWI20250818061651,Entertainment,English,Image,North America,212464,1
TWI20250818061654,TWI20250818061654,Entertainment,Spanish,Text,Asia,6303,0
TWI20250818061661,TWI20250818061661,Education,Portuguese,Text,North America,111658,1
TWI20250818061662,TWI20250818061662,Business,English,Image,Asia,237,0
TWI20250818061663,TWI20250818061663,Science,Arabic,Video,North America,35942,1
TWI20250818061666,TWI20250818061666,Politics,Portuguese,Text,Asia,185,0
TWI20250818061667,TWI20250818061667,Sports,Japanese,Image,North America,8,0
TWI20250818061669,TWI20250818061669,Business,English,Link,Europe,1416,1
TWI20250818061672,TWI20250818061672,Politics,English,Video,Asia,67,0
TWI20250818061674,TWI20250818061674,Climate,English,Text,Europe,171,0
TWI20250818061691,TWI20250818061691,Gaming,English,Text,North America,70456,1
TWI20250818061692,TWI20250818061692,AI/ML,Spanish,Image,Asia,17,0
TWI20250818061693,TWI20250818061693,Travel,English,Link,North America,269,0
TWI20250818061695,TWI20250818061695,Politics,Japanese,Text,Asia,780,1
TWI20250818061696,TWI20250818061696,Fashion,English,Video,Europe,23,0
TWI20250818061697,TWI20250818061697,Climate,English,Text,Asia,300,0
TWI20250818061701,TWI20250818061701,Health,English,Video,Asia,245,0
TWI20250818061704,TWI20250818061704,Sports,English,Video,North America,32,0
TWI20250818061707,TWI20250818061707,Science,English,Text,Asia,3746,0
TWI20250818061709,TWI20250818061709,Education,English,Text,Europe,311,0
TWI20250818061711,TWI20250818061711,Entertainment,English,Text,North America,6847,1
TWI20250818061718,TWI20250818061718,Health,English,Link,North America,384,0
TWI20250818061719,TWI20250818061719,Science,Korean,Image,North America,55,0
TWI20250819061720,TWI20250819061720,Science,Spanish,Text,Europe,455,0
TWI20250819061722,TWI20250819061722,Food,German,Poll,North America,4174,1
TWI20250819061725,TWI20250819061725,AI/ML,English,Text,Oceania,19,0
TWI20250819061731,TWI20250819061731,Gaming,English,Video,Europe,228,0
TWI20250819061733,TWI20250819061733,Food,Portuguese,Text,Asia,3147,0
TWI20250819061744,TWI20250819061744,Science,English,Text,Europe,413,0
TWI20250819061753,TWI20250819061753,AI/ML,English,Text,Europe,412,1
TWI20250819061759,TWI20250819061759,Science,English,Image,North America,89,0
TWI20250819061761,TWI20250819061761,Climate,English,Link,Asia,203,0
TWI20250819061763,TWI20250819061763,Business,English,Text,Europe,3496,0
TWI20250819061764,TWI20250819061764,Climate,Portuguese,Image,North America,244,0
TWI20250819061765,TWI20250819061765,Health,English,Text,North America,754,1
TWI20250819061766,TWI20250819061766,Science,English,Text,North America,120,0
TWI20250819061767,TWI20250819061767,Business,English,Text,North America,262,0
TWI20250819061770,TWI20250819061770,Sports,English,Text,Europe,1205,0
TWI20250819061773,TWI20250819061773,Sports,English,Text,Europe,2590,0
TWI20250819061774,TWI20250819061774,Business,English,Image,North America,303,0
TWI20250819061775,TWI20250819061775,Science,English,Text,Europe,36254,1
TWI20250819061776,TWI20250819061776,Technology,English,Image,Asia,1525,0
TWI20250819061777,TWI20250819061777,Finance,English,Image,North America,232,0
TWI20250819061781,TWI20250819061781,Travel,Arabic,Video,Europe,3832894,1
TWI20250819061793,TWI20250819061793,Health,English,Link,Africa,562,0
TWI20250819061795,TWI20250819061795,Sports,English,Link,Asia,665,0
TWI20250819061796,TWI20250819061796,Gaming,Spanish,Text,North America,938,0
TWI20250819061802,TWI20250819061802,Climate,German,Image,Oceania,3,0
TWI20250819061807,TWI20250819061807,Science,Spanish,Image,North America,21,0
TWI20250819061810,TWI20250819061810,AI/ML,English,Link,Asia,56388,1
TWI20250819061819,TWI20250819061819,Politics,Japanese,Image,North America,53,0
TWI20250819061820,TWI20250819061820,Business,Chinese,Image,Asia,388,0
TWI20250819061825,TWI20250819061825,Travel,English,Video,Oceania,37,0
TWI20250819061826,TWI20250819061826,Finance,English,Text,North America,1713,0
TWI20250819061828,TWI20250819061828,AI/ML,English,Video,North America,337,0
TWI20250819061832,TWI20250819061832,Climate,English,Image,Africa,3551,1
TWI20250819061835,TWI20250819061835,Climate,English,Text,North America,68,0
TWI20250819061836,TWI20250819061836,Education,English,Text,Oceania,271,0
TWI20250819061839,TWI20250819061839,Finance,English,Image,Europe,608,0
TWI20250819061849,TWI20250819061849,Business,English,Text,Europe,198,0
TWI20250819061851,TWI20250819061851,Food,Portuguese,Image,Asia,5433,1
TWI20250819061853,TWI20250819061853,Health,English,Poll,Asia,14,0
TWI20250819061857,TWI20250819061857,Climate,English,Image,North America,4,0
TWI20250819061858,TWI20250819061858,Travel,French,Text,Asia,2339,0
TWI20250820061861,TWI20250820061861,Technology,English,Image,Unknown,1790,0
TWI20250820061866,TWI20250820061866,Health,English,Text,Asia,56,0
TWI20250820061868,TWI20250820061868,Sports,Hindi,Image,Unknown,2,0
TWI20250820061869,TWI20250820061869,Fashion,English,Text,North America,2085,0
TWI20250820061873,TWI20250820061873,Finance,English,Image,Asia,329,1
TWI20250820061882,TWI20250820061882,Technology,Portuguese,Video,Asia,93,0
TWI20250820061886,TWI20250820061886,Education,German,Video,Asia,1105,0
TWI20250820061890,TWI20250820061890,Gaming,English,Video,Asia,2332,0
TWI20250820061891,TWI20250820061891,Sports,English,Text,Europe,406,0
TWI20250820061893,TWI20250820061893,Finance,English,Image,North America,504,0
TWI20250820061894,TWI20250820061894,Sports,English,Text,Asia,344,0
TWI20250820061899,TWI20250820061899,Technology,Hindi,Video,North America,351,0
TWI20250820061900,TWI20250820061900,Finance,English,Image,Europe,27,0
TWI20250820061904,TWI20250820061904,Science,Spanish,Image,Europe,31,0
TWI20250820061906,TWI20250820061906,Business,English,Text,North America,0,0
TWI20250820061907,TWI20250820061907,Science,English,Video,North America,90,0
TWI20250820061908,TWI20250820061908,Entertainment,English,Link,Unknown,420,1
TWI20250820061909,TWI20250820061909,Technology,English,Image,Europe,231,0
TWI20250820061912,TWI20250820061912,Finance,English,Link,North America,2,0
TWI20250820061916,TWI20250820061916,Food,English,Text,Europe,603,0
TWI20250820061919,TWI20250820061919,Finance,German,Text,Asia,10,0
TWI20250820061922,TWI20250820061922,Technology,English,Image,South America,25,0
TWI20250820061924,TWI20250820061924,Business,English,Video,Oceania,110,0
TWI20250820061926,TWI20250820061926,Education,German,Image,Unknown,1660,0
TWI20250820061927,TWI20250820061927,Climate,English,Link,North America,1176,0
TWI20250820061929,TWI20250820061929,Politics,German,Image,Europe,12781,1
TWI20250820061934,TWI20250820061934,Politics,Chinese,Text,Asia,92,1
TWI20250820061936,TWI20250820061936,Business,Spanish,Text,Europe,62,0
TWI20250820061937,TWI20250820061937,Business,English,Image,North America,107,0
TWI20250820061938,TWI20250820061938,Politics,English,Link,North America,12,0
TWI20250820061941,TWI20250820061941,Finance,English,Text,Europe,585,0
TWI20250821061946,TWI20250821061946,Fashion,English,Image,Unknown,67,0
TWI20250821061948,TWI20250821061948,Technology,English,Text,Oceania,18,0
TWI20250821061949,TWI20250821061949,Health,English,Text,Asia,77,0
TWI20250821061952,TWI20250821061952,Entertainment,English,Video,North America,349462,1
TWI20250821061953,TWI20250821061953,Business,English,Text,Europe,54,0
TWI20250821061954,TWI20250821061954,Entertainment,English,Video,Asia,252,0
TWI20250821061955,TWI20250821061955,Education,English,Video,North America,10137,0
TWI20250821061957,TWI20250821061957,Food,English,Poll,Europe,2414,0
TWI20250821061960,TWI20250821061960,Business,Spanish,Image,North America,4755,0
TWI20250821061961,TWI20250821061961,Food,German,Text,Asia,13262,1
TWI20250821061966,TWI20250821061966,Business,Spanish,Text,Asia,313,0
TWI20250821061967,TWI20250821061967,Education,Hindi,Text,Europe,26,0
TWI20250821061968,TWI20250821061968,Technology,Japanese,Text,Europe,536,0
TWI20250821061969,TWI20250821061969,Fashion,Arabic,Image,North America,71,0
TWI20250821061978,TWI20250821061978,Fashion,Korean,Video,North America,1955,0
TWI20250821061985,TWI20250821061985,Fashion,Portuguese,Video,Asia,937,0
TWI20250821061989,TWI20250821061989,Technology,English,Image,Asia,716,0
TWI20250821061991,TWI20250821061991,Travel,English,Link,Asia,1729,0
TWI20250821061992,TWI20250821061992,Finance,Spanish,Text,Asia,133,0
TWI20250821061993,TWI20250821061993,Education,Japanese,Image,North America,194,0
TWI20250821061996,TWI20250821061996,Business,Spanish,Text,Europe,851,1
TWI20250821061999,TWI20250821061999,AI/ML,English,Image,North America,941112,1
TWI20250821062003,TWI20250821062003,Food,English,Image,North America,42,0
TWI20250821062007,TWI20250821062007,Politics,Portuguese,Text,Asia,412,0
TWI20250821062009,TWI20250821062009,Food,English,Text,North America,3219,0
TWI20250821062013,TWI20250821062013,Science,English,Video,Asia,63,0
TWI20250821062017,TWI20250821062017,Sports,English,Image,North America,542,0
TWI20250821062023,TWI20250821062023,Science,English,Text,Africa,1320,1
TWI20250821062024,TWI20250821062024,Travel,Arabic,Text,North America,7460,0
TWI20250821062026,TWI20250821062026,Fashion,English,Text,North America,26,0
TWI20250821062027,TWI20250821062027,Fashion,English,Link,North America,3913,1
TWI20250821062029,TWI20250821062029,Entertainment,English,Image,North America,1279,1
TWI20250821062034,TWI20250821062034,Health,English,Image,Asia,63171,1
TWI20250821062040,TWI20250821062040,Politics,English,Text,North America,228,0
TWI20250821062042,TWI20250821062042,Business,Spanish,Image,Europe,6,0
TWI20250821062044,TWI20250821062044,Education,English,Link,Europe,516,1
TWI20250821062051,TWI20250821062051,Food,English,Image,Europe,6,0
TWI20250821062059,TWI20250821062059,Food,Hindi,Text,Asia,1303,1
TWI20250821062060,TWI20250821062060,Gaming,Portuguese,Text,Asia,40,0
TWI20250821062064,TWI20250821062064,Technology,English,Video,Europe,0,0
TWI20250821062066,TWI20250821062066,AI/ML,English,Image,North America,269,0
TWI20250821062069,TWI20250821062069,Sports,Spanish,Text,South America,709,0
TWI20250821062071,TWI20250821062071,Health,English,Image,Asia,152,0
TWI20250821062072,TWI20250821062072,Sports,Chinese,Poll,North America,822,0
TWI20250821062078,TWI20250821062078,Fashion,Spanish,Image,Asia,221,0
TWI20250821062079,TWI20250821062079,Business,German,Text,South America,2306,1
TWI20250821062080,TWI20250821062080,Food,Hindi,Poll,Asia,40,0
TWI20250821062082,TWI20250821062082,Technology,Portuguese,Video,North America,2984,0
TWI20250821062083,TWI20250821062083,Education,English,Video,North America,126212,1
TWI20250821062085,TWI20250821062085,Climate,Spanish,Text,Europe,26,0
TWI20250821062087,TWI20250821062087,Entertainment,German,Video,Africa,51,0
TWI20250821062088,TWI20250821062088,Health,Portuguese,Image,Asia,3,0
TWI20250821062093,TWI20250821062093,Technology,English,Text,Asia,12,0
TWI20250821062094,TWI20250821062094,Sports,English,Text,North America,14735,1
TWI20250821062097,TWI20250821062097,Science,English,Video,Unknown,32,0
TWI20250821062098,TWI20250821062098,AI/ML,Hindi,Video,North America,39,0
TWI20250821062100,TWI20250821062100,Travel,Korean,Text,Unknown,6289,0
TWI20250821062103,TWI20250821062103,Health,French,Image,North America,4333,0
TWI20250821062104,TWI20250821062104,Fashion,English,Text,Asia,296,0
TWI20250821062105,TWI20250821062105,Business,French,Image,Asia,228,0
TWI20250821062113,TWI20250821062113,Sports,English,Image,North America,21,0
TWI20250821062114,TWI20250821062114,Gaming,English,Video,Asia,90,0
TWI20250821062134,TWI20250821062134,Travel,French,Link,Europe,12147,0
TWI20250821062142,TWI20250821062142,Fashion,English,Video,Asia,0,0
TWI20250821062143,TWI20250821062143,Science,Spanish,Video,Europe,322,0
TWI20250821062144,TWI20250821062144,Politics,English,Video,North America,1822,0
TWI20250821062145,TWI20250821062145,Business,French,Text,Oceania,12578,0
TWI20250821062149,TWI20250821062149,Science,Hindi,Image,Unknown,6825,1
TWI20250821062150,TWI20250821062150,Food,English,Image,Asia,13596,1
TWI20250821062154,TWI20250821062154,Education,English,Image,Europe,697,1
TWI20250821062157,TWI20250821062157,Food,Japanese,Text,Asia,15786,1
TWI20250821062159,TWI20250821062159,Climate,Spanish,Text,Unknown,5775,0
TWI20250821062161,TWI20250821062161,Travel,Spanish,Image,North America,3,0
TWI20250821062171,TWI20250821062171,Entertainment,French,Video,North America,3,0
TWI20250821062172,TWI20250821062172,Fashion,French,Image,Europe,294,0
TWI20250821062173,TWI20250821062173,Gaming,English,Link,North America,23879,1
TWI20250821062175,TWI20250821062175,Entertainment,English,Text,Unknown,823,0
TWI20250821062190,TWI20250821062190,Science,English,Video,Europe,39,0
TWI20250821062191,TWI20250821062191,Science,English,Text,North America,24,0
TWI20250821062192,TWI20250821062192,Politics,Hindi,Text,Oceania,923,0
TWI20250821062193,TWI20250821062193,Gaming,English,Text,North America,351,0
TWI20250821062194,TWI20250821062194,Entertainment,English,Image,North America,808,0
TWI20250821062195,TWI20250821062195,Politics,Portuguese,Image,North America,1420,0
TWI20250821062196,TWI20250821062196,Gaming,Arabic,Text,Asia,4037,0
TWI20250821062199,TWI20250821062199,Technology,Japanese,Poll,South America,898,0
TWI20250821062202,TWI20250821062202,Technology,Chinese,Image,North America,26,0
TWI20250821062209,TWI20250821062209,Fashion,Portuguese,Image,South America,57,0
TWI20250821062216,TWI20250821062216,Business,French,Video,North America,48,0
TWI20250821062217,TWI20250821062217,Sports,Arabic,Video,Europe,11808,0
TWI20250821062219,TWI20250821062219,Finance,English,Link,Asia,474,0
TWI20250821062221,TWI20250821062221,Climate,English,Text,Europe,2856,1
TWI20250821062225,TWI20250821062225,Science,Portuguese,Image,Europe,3753,0
TWI20250821062232,TWI20250821062232,Entertainment,Hindi,Image,Unknown,7,0
TWI20250821062234,TWI20250821062234,Entertainment,Spanish,Image,Europe,58,0
TWI20250821062240,TWI20250821062240,Politics,English,Text,North America,34015,1
TWI20250821062242,TWI20250821062242,Gaming,French,Text,North America,9,0
TWI20250821062244,TWI20250821062244,Travel,English,Video,North America,82,0
TWI20250821062250,TWI20250821062250,Food,English,Image,South America,91602,1
TWI20250821062253,TWI20250821062253,Technology,English,Text,Asia,313,0
TWI20250821062265,TWI20250821062265,Health,Chinese,Link,South America,5902,0
TWI20250821062276,TWI20250821062276,Gaming,English,Text,Asia,239,0
TWI20250821062279,TWI20250821062279,Fashion,Spanish,Text,Africa,105,0
TWI20250821062282,TWI20250821062282,Finance,Spanish,Image,Asia,65502,1
TWI20250821062286,TWI20250821062286,Health,English,Text,North America,253,0
TWI20250821062287,TWI20250821062287,AI/ML,Hindi,Image,Unknown,201,0
TWI20250821062288,TWI20250821062288,Science,French,Text,Europe,20,0
TWI20250821062291,TWI20250821062291,Business,French,Image,Asia,93,0
TWI20250821062296,TWI20250821062296,Entertainment,English,Image,Europe,157,1
TWI20250821062308,TWI20250821062308,Food,German,Video,South America,8348,0
TWI20250821062309,TWI20250821062309,Health,English,Video,North America,15627,0
TWI20250821062311,TWI20250821062311,Food,French,Image,Asia,637,0
TWI20250821062316,TWI20250821062316,Health,English,Video,Asia,565,0
TWI20250821062317,TWI20250821062317,Technology,English,Video,North America,86,0
TWI20250821062319,TWI20250821062319,Food,Chinese,Image,North America,604,0
TWI20250821062320,TWI20250821062320,Finance,English,Image,Oceania,3322,0
TWI20250821062323,TWI20250821062323,AI/ML,English,Image,Europe,103,1
TWI20250821062333,TWI20250821062333,Finance,English,Text,Oceania,1224,0
TWI20250821062335,TWI20250821062335,Entertainment,English,Image,Unknown,10,0
TWI20250821062337,TWI20250821062337,Sports,Spanish,Image,Europe,165,0
TWI20250821062339,TWI20250821062339,Food,Spanish,Video,Unknown,154,0
TWI20250821062344,TWI20250821062344,Fashion,English,Text,Unknown,132,0
TWI20250821062354,TWI20250821062354,AI/ML,English,Link,South America,34,0
TWI20250821062357,TWI20250821062357,Travel,English,Text,Asia,6643,1
TWI20250821062359,TWI20250821062359,Health,English,Poll,Asia,100,0
TWI20250821062361,TWI20250821062361,Politics,Spanish,Image,North America,15599,0
TWI20250821062363,TWI20250821062363,Finance,English,Video,Europe,2038,0
TWI20250821062374,TWI20250821062374,Education,English,Text,Asia,66,0
TWI20250821062378,TWI20250821062378,Politics,English,Link,Europe,3367,1
TWI20250821062382,TWI20250821062382,Entertainment,English,Video,Asia,391612,1
TWI20250821062383,TWI20250821062383,Sports,English,Text,Europe,154,0
TWI20250821062388,TWI20250821062388,Health,Japanese,Text,North America,61,0
TWI20250821062390,TWI20250821062390,Education,French,Video,North America,24007,1
TWI20250821062400,TWI20250821062400,Gaming,English,Text,North America,46712,1
TWI20250821062404,TWI20250821062404,Fashion,Spanish,Image,Asia,169,0
TWI20250821062405,TWI20250821062405,Business,Japanese,Text,Europe,17348,0
TWI20250821062409,TWI20250821062409,Sports,English,Image,North America,13995,1
TWI20250821062410,TWI20250821062410,Climate,French,Text,Asia,707,0
TWI20250821062414,TWI20250821062414,Food,English,Link,Oceania,2504,1
TWI20250821062415,TWI20250821062415,Education,Spanish,Image,Europe,8637,0
TWI20250821062419,TWI20250821062419,Food,English,Video,North America,1,0
TWI20250821062421,TWI20250821062421,Gaming,Portuguese,Video,North America,155,0
TWI20250821062422,TWI20250821062422,Fashion,English,Text,Asia,6,0
TWI20250821062425,TWI20250821062425,Fashion,English,Text,Asia,354,0
TWI20250821062426,TWI20250821062426,AI/ML,Portuguese,Image,North America,41,0
TWI20250821062429,TWI20250821062429,Education,English,Image,Europe,171,0
TWI20250821062430,TWI20250821062430,Education,English,Text,Europe,31366,1
TWI20250821062433,TWI20250821062433,Sports,English,Poll,North America,11077,1
TWI20250821062434,TWI20250821062434,Food,Hindi,Image,North America,240,0
TWI20250821062436,TWI20250821062436,Sports,English,Text,South America,32,0
TWI20250821062437,TWI20250821062437,Gaming,Spanish,Image,South America,122,0
TWI20250821062440,TWI20250821062440,Climate,English,Text,North America,42737,1
TWI20250821062442,TWI20250821062442,Technology,French,Image,Africa,62,0
TWI20250821062447,TWI20250821062447,Business,English,Link,Asia,52,0
TWI20250821062450,TWI20250821062450,Sports,English,Image,Unknown,1669,0
TWI20250821062453,TWI20250821062453,Finance,Chinese,Text,North America,1630,0
TWI20250821062456,TWI20250821062456,Fashion,English,Video,North America,11483,1
TWI20250821062457,TWI20250821062457,Sports,English,Image,North America,73,0
TWI20250821062459,TWI20250821062459,Finance,English,Image,Asia,9,0
TWI20250821062460,TWI20250821062460,Finance,English,Text,Asia,4615,0
TWI20250821062461,TWI20250821062461,Education,Spanish,Image,North America,40,0
TWI20250821062463,TWI20250821062463,Education,English,Text,North America,58,0
TWI20250821062467,TWI20250821062467,Gaming,English,Text,Asia,164,0
TWI20250821062479,TWI20250821062479,Technology,English,Text,North America,119,0
TWI20250821062481,TWI20250821062481,Travel,Hindi,Image,Europe,1781,0
TWI20250821062485,TWI20250821062485,Education,English,Text,North America,89,0
TWI20250821062488,TWI20250821062488,AI/ML,English,Text,North America,753,0
TWI20250821062489,TWI20250821062489,Travel,Hindi,Text,Europe,2618,0
TWI20250821062493,TWI20250821062493,Fashion,English,Image,North America,4353,1
TWI20250821062497,TWI20250821062497,Science,English,Image,North America,2235,0
TWI20250821062503,TWI20250821062503,Politics,French,Image,Africa,13,0
TWI20250821062506,TWI20250821062506,Finance,English,Text,Asia,2983,0
TWI20250821062507,TWI20250821062507,Travel,English,Video,North America,2,0
TWI20250821062508,TWI20250821062508,Education,English,Image,Europe,38,0
TWI20250821062512,TWI20250821062512,Business,English,Text,Asia,7310,0
TWI20250821062513,TWI20250821062513,Education,German,Image,North America,74,0
TWI20250821062514,TWI20250821062514,Education,English,Image,Asia,8,0
TWI20250821062516,TWI20250821062516,Politics,English,Video,North America,675,1
TWI20250821062517,TWI20250821062517,Climate,English,Image,Europe,10913,0
TWI20250821062525,TWI20250821062525,Health,English,Text,Europe,321,0
TWI20250821062528,TWI20250821062528,Sports,Portuguese,Link,Asia,8738,0
TWI20250821062535,TWI20250821062535,Science,English,Video,Asia,1480,0
TWI20250821062539,TWI20250821062539,Science,English,Text,Africa,75,0
TWI20250821062544,TWI20250821062544,Politics,Spanish,Text,North America,1373,0
TWI20250821062545,TWI20250821062545,Climate,English,Image,Asia,142,0
TWI20250821062547,TWI20250821062547,Climate,English,Text,Europe,9,0
TWI20250821062548,TWI20250821062548,Politics,English,Image,Asia,4858,1
TWI20250821062549,TWI20250821062549,Travel,English,Image,Unknown,498,0
TWI20250821062550,TWI20250821062550,Education,Hindi,Text,North America,213,0
TWI20250821062557,TWI20250821062557,Entertainment,English,Image,North America,49181,1
TWI20250821062561,TWI20250821062561,Travel,English,Image,North America,313,0
TWI20250821062562,TWI20250821062562,Business,English,Text,Asia,35,0
TWI20250821062566,TWI20250821062566,Gaming,Spanish,Link,North America,402,0
TWI20250821062571,TWI20250821062571,Health,English,Image,Oceania,448,0
TWI20250821062574,TWI20250821062574,Gaming,English,Image,Europe,366,0
TWI20250821062582,TWI20250821062582,Travel,English,Video,Asia,5516,0
TWI20250821062583,TWI20250821062583,Science,English,Video,North America,23,0
TWI20250821062588,TWI20250821062588,Gaming,Japanese,Video,Asia,88,0
TWI20250821062594,TWI20250821062594,AI/ML,English,Image,Europe,1011,0
TWI20250821062601,TWI20250821062601,Fashion,Spanish,Image,North America,64,0
TWI20250821062602,TWI20250821062602,Climate,English,Image,Asia,47,0
TWI20250821062603,TWI20250821062603,Education,Spanish,Image,Asia,1889,0
TWI20250821062607,TWI20250821062607,Food,English,Poll,North America,311,0
TWI20250821062608,TWI20250821062608,Fashion,Portuguese,Link,North America,21872,0
TWI20250821062610,TWI20250821062610,Climate,English,Image,Africa,12,0
TWI20250821062611,TWI20250821062611,Food,English,Image,Europe,93,0
TWI20250821062613,TWI20250821062613,Business,Portuguese,Link,Asia,4570,0
TWI20250821062616,TWI20250821062616,Food,English,Text,Europe,3183,0
TWI20250821062617,TWI20250821062617,Fashion,English,Image,South America,431,0
TWI20250821062620,TWI20250821062620,Health,French,Image,Asia,603,0
TWI20250821062622,TWI20250821062622,Politics,English,Text,North America,9543,1
TWI20250821062623,TWI20250821062623,Fashion,Hindi,Image,Asia,202,0
TWI20250821062627,TWI20250821062627,Education,Spanish,Poll,Africa,762,1
TWI20250821062632,TWI20250821062632,Business,Chinese,Poll,Africa,2988,0
TWI20250821062633,TWI20250821062633,Entertainment,Spanish,Image,North America,12,0
TWI20250821062636,TWI20250821062636,AI/ML,English,Image,Europe,408,0
TWI20250821062638,TWI20250821062638,Climate,English,Image,Asia,7775,1
TWI20250821062643,TWI20250821062643,Business,Spanish,Video,Asia,672,1
TWI20250821062647,TWI20250821062647,Fashion,English,Image,Asia,1019,0
TWI20250821062648,TWI20250821062648,Education,English,Link,Europe,160,0
TWI20250821062650,TWI20250821062650,Education,English,Link,North America,641,0
TWI20250821062656,TWI20250821062656,Climate,French,Image,North America,104,0
TWI20250821062659,TWI20250821062659,Health,Spanish,Video,Asia,496,0
TWI20250821062661,TWI20250821062661,Business,Spanish,Text,Europe,881,0
TWI20250821062662,TWI20250821062662,Sports,English,Video,North America,3217,1
TWI20250821062667,TWI20250821062667,Sports,English,Poll,Asia,225,0
TWI20250821062671,TWI20250821062671,Sports,Spanish,Text,Europe,999,1
TWI20250821062673,TWI20250821062673,Education,English,Text,Europe,381,0
TWI20250821062674,TWI20250821062674,Finance,English,Image,Europe,505,0
TWI20250821062675,TWI20250821062675,AI/ML,English,Link,Europe,19532,1
TWI20250821062676,TWI20250821062676,Finance,Portuguese,Video,Europe,19,0
TWI20250821062677,TWI20250821062677,Politics,Portuguese,Text,Asia,9,0
TWI20250821062678,TWI20250821062678,Entertainment,French,Text,Asia,1570,0
TWI20250821062683,TWI20250821062683,Entertainment,Arabic,Image,Europe,8641,1
TWI20250821062687,TWI20250821062687,Gaming,Spanish,Video,Asia,8004,1
TWI20250821062688,TWI20250821062688,Travel,English,Image,Europe,512,0
TWI20250821062694,TWI20250821062694,Sports,Portuguese,Image,North America,3,0
TWI20250821062699,TWI20250821062699,Finance,English,Video,Asia,174,0
TWI20250821062705,TWI20250821062705,Gaming,English,Text,North America,313,1
TWI20250821062706,TWI20250821062706,Travel,English,Text,Europe,2018,0
TWI20250821062707,TWI20250821062707,Health,Portuguese,Link,Unknown,254,0
TWI20250821062711,TWI20250821062711,Gaming,English,Text,North America,282,0
TWI20250821062714,TWI20250821062714,Education,Spanish,Image,Unknown,38,0
TWI20250821062722,TWI20250821062722,AI/ML,English,Image,North America,278,0
TWI20250821062724,TWI20250821062724,Technology,Arabic,Video,Asia,150,0
TWI20250821062725,TWI20250821062725,Finance,English,Text,South America,2504,1
TWI20250821062726,TWI20250821062726,Travel,English,Image,Europe,1917,0
TWI20250821062728,TWI20250821062728,AI/ML,Portuguese,Image,Europe,5,0
TWI20250821062732,TWI20250821062732,Politics,English,Video,Africa,6278,1
TWI20250821062733,TWI20250821062733,Fashion,English,Image,Europe,6218,0
TWI20250821062735,TWI20250821062735,Health,English,Image,North America,22,0
TWI20250821062741,TWI20250821062741,Finance,English,Text,Asia,2078,0
TWI20250821062744,TWI20250821062744,Entertainment,Arabic,Poll,South America,33,0
TWI20250821062746,TWI20250821062746,Entertainment,English,Link,North America,2486,0
TWI20250821062747,TWI20250821062747,Sports,Portuguese,Video,Asia,157,0
TWI20250821062748,TWI20250821062748,AI/ML,English,Text,North America,2,0
TWI20250821062753,TWI20250821062753,Gaming,Portuguese,Link,South America,367,0
TWI20250821062754,TWI20250821062754,Education,English,Image,Europe,741,0
TWI20250821062755,TWI20250821062755,AI/ML,English,Video,North America,3793,1
TWI20250821062760,TWI20250821062760,Business,Arabic,Poll,Asia,77,0
TWI20250821062761,TWI20250821062761,Food,English,Video,North America,865,0
TWI20250821062768,TWI20250821062768,Technology,English,Video,Europe,2522,0
TWI20250821062769,TWI20250821062769,Food,Portuguese,Image,Africa,62,0
TWI20250821062771,TWI20250821062771,Education,Portuguese,Link,North America,44,0
TWI20250821062777,TWI20250821062777,Politics,Spanish,Image,Africa,4,0
TWI20250821062787,TWI20250821062787,Food,Spanish,Image,Asia,16,0
TWI20250821062792,TWI20250821062792,Travel,Korean,Image,Europe,3385,1
TWI20250821062793,TWI20250821062793,Gaming,English,Image,Africa,6090,0
TWI20250821062796,TWI20250821062796,Climate,Portuguese,Text,North America,27,0
TWI20250821062799,TWI20250821062799,Sports,English,Text,Africa,131,0
TWI20250821062802,TWI20250821062802,Technology,English,Video,Europe,90,0
TWI20250821062804,TWI20250821062804,Entertainment,English,Text,Europe,1977,0
TWI20250821062805,TWI20250821062805,Science,English,Image,North America,627,0
TWI20250821062812,TWI20250821062812,Health,Arabic,Text,Asia,3,0
TWI20250821062815,TWI20250821062815,Food,English,Image,Europe,1309,0
TWI20250821062820,TWI20250821062820,Education,English,Video,Oceania,24980,1
TWI20250821062822,TWI20250821062822,Business,French,Video,Africa,36250,1
TWI20250821062828,TWI20250821062828,AI/ML,German,Image,Europe,211,0
TWI20250821062836,TWI20250821062836,Politics,French,Text,Africa,899,0
TWI20250821062837,TWI20250821062837,Gaming,English,Text,North America,19,0
TWI20250821062840,TWI20250821062840,Entertainment,Japanese,Text,North America,2889,0
TWI20250821062842,TWI20250821062842,Food,German,Image,North America,22,0
TWI20250821062845,TWI20250821062845,Food,Spanish,Text,North America,318,0
TWI20250821062846,TWI20250821062846,Climate,English,Image,North America,68,0
