Id,Label,topic,language,media_type,location,followers,popularity,pageranks,modularity_class,Authority,Hub,indegree,outdegree,Degree,eigencentrality
YOU20250821063429,YOU20250821063429,Technology,English,Link,South America,22420,1,0.000054,5,0.010061,0.00317,14,4,18,0.267424
YOU20250822063453,YOU20250822063453,Education,Hindi,Text,Asia,2312,0,0.000044,47,0.009118,0.005127,12,6,18,0.149237
YOU20250822063457,YOU20250822063457,Travel,English,Image,North America,204,0,0.000025,42,0.005357,0.010362,6,12,18,0.028771
YOU20250822063471,YOU20250822063471,Education,Spanish,Image,Europe,327542,1,0.000056,36,0.008629,0.005481,12,6,18,0.214831
YOU20250822063476,YOU20250822063476,Fashion,English,Text,Africa,49,0,0.000042,43,0.009688,0.005378,12,6,18,0.166597
YOU20250822063477,YOU20250822063477,AI/ML,Spanish,Image,North America,192,0,0.00004,3,0.008179,0.006362,11,7,18,0.147351
YOU20250822063481,YOU20250822063481,Science,English,Image,North America,43201,1,0.000051,16,0.007963,0.004936,12,6,18,0.23384
YOU20250822063483,YOU20250822063483,Technology,English,Video,North America,73073,1,0.00004,41,0.00827,0.005946,11,7,18,0.154515
YOU20250822063485,YOU20250822063485,Politics,Spanish,Text,Asia,5383,0,0.000043,32,0.009435,0.005101,12,6,18,0.148962
YOU20250822063486,YOU20250822063486,Sports,English,Image,Europe,18898,0,0.000057,5,0.013336,0,18,0,18,0.241352
YOU20250822063496,YOU20250822063496,Health,Arabic,Text,Asia,625309,1,0.000061,32,0.008609,0.004273,13,5,18,0.257047
YOU20250822063497,YOU20250822063497,Entertainment,English,Image,Asia,226,0,0.000043,8,0.010277,0.004417,13,5,18,0.140335
YOU20250822063498,YOU20250822063498,Business,English,Image,Asia,698,0,0.000046,18,0.006016,0.007331,9,9,18,0.180862
YOU20250822063501,YOU20250822063501,Entertainment,English,Text,Europe,144843,1,0.000045,18,0.009633,0.004034,13,5,18,0.164513
YOU20250822063513,YOU20250822063513,Education,English,Image,Europe,5809,0,0.000054,31,0.01174,0.001833,16,2,18,0.232154
YOU20250822063542,YOU20250822063542,Education,English,Text,Europe,18113,0,0.000036,26,0.007546,0.006441,10,8,18,0.110624
YOU20250822063548,YOU20250822063548,Travel,English,Image,North America,1955,0,0.00006,36,0.011053,0.001826,16,2,18,0.298032
YOU20250822063553,YOU20250822063553,Finance,English,Video,Europe,129,0,0.000067,44,0.01022,0.002206,15,3,18,0.296584
YOU20250822063564,YOU20250822063564,Business,English,Video,North America,56941,0,0.000049,30,0.009505,0.004431,13,5,18,0.207902
YOU20250822063569,YOU20250822063569,Technology,Japanese,Text,North America,546,0,0.00006,49,0.008333,0.005493,12,6,18,0.234069
YOU20250822063579,YOU20250822063579,Technology,English,Text,Europe,3,0,0.000043,20,0.010738,0.004322,13,5,18,0.170119
YOU20250822063582,YOU20250822063582,Sports,English,Text,Asia,3307,0,0.000055,0,0.010913,0.00242,15,3,18,0.235748
YOU20250822063587,YOU20250822063587,Business,English,Text,Asia,4638,0,0.000041,44,0.009991,0.004128,13,5,18,0.15002
YOU20250822063625,YOU20250822063625,Politics,English,Text,North America,6995,0,0.000058,8,0.010465,0.002731,15,3,18,0.238569
YOU20250822063626,YOU20250822063626,Health,Portuguese,Image,Europe,173,0,0.000054,45,0.009914,0.003127,14,4,18,0.230079
YOU20250822063632,YOU20250822063632,Science,English,Image,Europe,986,0,0.000051,18,0.009521,0.004378,13,5,18,0.234545
YOU20250822063633,YOU20250822063633,Entertainment,English,Image,North America,191,0,0.000046,21,0.006935,0.006677,10,8,18,0.166769
YOU20250822063638,YOU20250822063638,Sports,English,Video,North America,22702,0,0.000061,44,0.008515,0.00413,13,5,18,0.321473
YOU20250822063657,YOU20250822063657,Science,English,Text,Europe,314467,0,0.000047,9,0.008371,0.004779,12,6,18,0.192172
YOU20250822063660,YOU20250822063660,Fashion,English,Text,Asia,4736,0,0.000049,22,0.008385,0.005454,12,6,18,0.220741
YOU20250822063665,YOU20250822063665,Travel,English,Image,Asia,25290,0,0.000057,44,0.008045,0.005168,12,6,18,0.244212
YOU20250822063671,YOU20250822063671,Climate,Korean,Image,Oceania,222,0,0.000042,26,0.007536,0.007548,10,8,18,0.163782
YOU20250822063689,YOU20250822063689,Education,Portuguese,Link,North America,99151,1,0.000046,37,0.01167,0.002769,15,3,18,0.169945
YOU20250822063701,YOU20250822063701,Health,English,Text,Europe,38376,0,0.000038,4,0.008698,0.005494,11,7,18,0.130356
YOU20250822063705,YOU20250822063705,Politics,French,Image,Asia,97,0,0.000042,6,0.008233,0.005925,11,7,18,0.158833
YOU20250822063707,YOU20250822063707,Sports,Spanish,Image,Asia,4206,1,0.000048,12,0.010208,0.003114,14,4,18,0.205778
YOU20250822063710,YOU20250822063710,Sports,French,Video,Unknown,32156,1,0.000047,7,0.010828,0.003663,14,4,18,0.204576
YOU20250822063714,YOU20250822063714,Entertainment,English,Text,North America,47649,0,0.000045,44,0.010501,0.004212,13,5,18,0.149388
YOU20250822063718,YOU20250822063718,Entertainment,German,Image,North America,1972,0,0.000071,27,0.010214,0.002549,15,3,18,0.284196
YOU20250822063719,YOU20250822063719,Politics,English,Video,Europe,8457,0,0.000059,24,0.009371,0.004212,13,5,18,0.229932
YOU20250822063723,YOU20250822063723,Business,English,Text,Europe,173,0,0.000068,40,0.008325,0.0043,13,5,18,0.271392
YOU20250822063732,YOU20250822063732,Gaming,Portuguese,Video,North America,8435658,1,0.000044,48,0.010447,0.004431,13,5,18,0.132895
YOU20250822063747,YOU20250822063747,Science,English,Text,Europe,616028,1,0.000055,5,0.007654,0.005018,12,6,18,0.246338
YOU20250822063759,YOU20250822063759,Travel,English,Image,Europe,714,0,0.000047,7,0.006487,0.007192,9,9,18,0.193563
YOU20250822063760,YOU20250822063760,Food,English,Image,North America,4412,0,0.000067,22,0.00918,0.002885,14,4,18,0.288503
YOU20250822063762,YOU20250822063762,Climate,English,Text,Europe,379009,1,0.00004,16,0.008437,0.006219,11,7,18,0.152197
YOU20250822063781,YOU20250822063781,Technology,English,Video,South America,121,0,0.000039,29,0.007463,0.006277,10,8,18,0.150633
YOU20250822063782,YOU20250822063782,AI/ML,Japanese,Image,North America,6,0,0.000073,11,0.010436,0.002448,15,3,18,0.266654
YOU20250822063796,YOU20250822063796,Politics,English,Text,Asia,548,0,0.000057,43,0.011651,0.001793,16,2,18,0.241808
YOU20250822063799,YOU20250822063799,Fashion,English,Link,North America,253,0,0.000051,37,0.00916,0.004237,13,5,18,0.246528
YOU20250822063802,YOU20250822063802,Sports,English,Text,Asia,4201,0,0.000048,47,0.009821,0.004612,13,5,18,0.188965
YOU20250822063812,YOU20250822063812,Fashion,Spanish,Text,Asia,16274,0,0.000048,15,0.0096,0.004422,13,5,18,0.220481
YOU20250822063817,YOU20250822063817,AI/ML,English,Text,Europe,40104,0,0.00005,47,0.010647,0.003537,14,4,18,0.217623
YOU20250822063828,YOU20250822063828,Climate,Japanese,Image,Asia,11,0,0.000049,42,0.008217,0.005029,12,6,18,0.210452
YOU20250822063832,YOU20250822063832,Education,English,Link,North America,7980,0,0.000061,32,0.010778,0.002712,15,3,18,0.270637
YOU20250822063835,YOU20250822063835,Finance,English,Video,Asia,1,0,0.000065,20,0.008882,0.003045,14,4,18,0.321607
YOU20250822063848,YOU20250822063848,Fashion,English,Video,Africa,367,0,0.000044,35,0.008408,0.006273,11,7,18,0.177299
YOU20250822063862,YOU20250822063862,Climate,Portuguese,Text,North America,14032,1,0.00006,23,0.012134,0.001628,16,2,18,0.243864
YOU20250822063866,YOU20250822063866,Education,English,Image,Africa,81,0,0.000044,45,0.009008,0.005012,12,6,18,0.168431
YOU20250822063868,YOU20250822063868,Travel,English,Text,Europe,1101,0,0.000061,3,0.009853,0.003276,14,4,18,0.295876
YOU20250822063876,YOU20250822063876,Travel,English,Image,Europe,2555,1,0.000047,42,0.007816,0.006342,11,7,18,0.174058
YOU20250822063878,YOU20250822063878,Business,English,Text,Asia,11786,0,0.000035,47,0.00602,0.008493,8,10,18,0.096572
YOU20250822063886,YOU20250822063886,Science,English,Text,Asia,505,0,0.000037,18,0.006871,0.007613,9,9,18,0.114853
YOU20250822063887,YOU20250822063887,Travel,English,Text,North America,4383,1,0.000059,22,0.010337,0.003457,14,4,18,0.242443
YOU20250822063889,YOU20250822063889,Sports,Korean,Poll,Europe,2721,0,0.000048,15,0.011533,0.002547,15,3,18,0.18605
YOU20250822063894,YOU20250822063894,Education,English,Video,North America,943984,1,0.000048,4,0.005725,0.007214,9,9,18,0.201071
YOU20250822063918,YOU20250822063918,Health,English,Link,Europe,310,0,0.000053,16,0.008814,0.004638,12,6,18,0.209399
YOU20250822063922,YOU20250822063922,Politics,Arabic,Image,Asia,195837,1,0.000039,41,0.005595,0.008127,8,10,18,0.14216
YOU20250822063944,YOU20250822063944,Travel,English,Text,Unknown,12333,0,0.000088,25,0.008185,0.003897,13,5,18,0.317541
YOU20250822063949,YOU20250822063949,Sports,Arabic,Link,North America,16664,1,0.000057,35,0.011064,0.001615,16,2,18,0.251618
YOU20250822063968,YOU20250822063968,Science,English,Poll,North America,439,0,0.000045,5,0.009044,0.004706,12,6,18,0.178746
YOU20250822063974,YOU20250822063974,Sports,Spanish,Link,Asia,154,0,0.000048,41,0.010367,0.003504,14,4,18,0.196509
YOU20250822063990,YOU20250822063990,Entertainment,English,Text,Europe,24573,0,0.00005,3,0.010226,0.003402,14,4,18,0.231673
YOU20250822063992,YOU20250822063992,Food,Spanish,Text,North America,290,0,0.000048,35,0.007908,0.005844,11,7,18,0.189962
YOU20250822063999,YOU20250822063999,Sports,English,Text,North America,27237,0,0.000037,16,0.005939,0.008259,8,10,18,0.124473
YOU20250822064005,YOU20250822064005,Gaming,Arabic,Image,Asia,15156,1,0.000035,42,0.010057,0.005238,12,6,18,0.081266
YOU20250822064019,YOU20250822064019,AI/ML,German,Text,North America,46374,1,0.000055,45,0.008049,0.006117,11,7,18,0.195204
YOU20250822064034,YOU20250822064034,Politics,Japanese,Text,Europe,1390,0,0.000066,44,0.009432,0.004406,13,5,18,0.293341
YOU20250822064040,YOU20250822064040,Politics,Japanese,Video,Asia,350,0,0.000041,48,0.006178,0.007289,9,9,18,0.159448
YOU20250822064064,YOU20250822064064,Travel,French,Link,North America,2250,0,0.000036,30,0.008174,0.006363,10,8,18,0.099633
YOU20250822064072,YOU20250822064072,Health,Portuguese,Image,North America,416,0,0.000041,42,0.008904,0.004923,12,6,18,0.158673
YOU20250822064089,YOU20250822064089,Gaming,Arabic,Text,North America,1295,0,0.000057,30,0.007675,0.005207,12,6,18,0.268942
YOU20250822064091,YOU20250822064091,Fashion,English,Video,North America,38226,0,0.000047,32,0.010114,0.004634,13,5,18,0.172453
YOU20250822064102,YOU20250822064102,Science,French,Video,Unknown,6999,0,0.000057,28,0.008875,0.003928,13,5,18,0.233004
YOU20250822064104,YOU20250822064104,Travel,English,Video,Asia,6846,0,0.00005,38,0.010382,0.003596,14,4,18,0.239482
YOU20250822064110,YOU20250822064110,Entertainment,English,Video,Europe,121813,1,0.000058,0,0.00738,0.005709,11,7,18,0.206181
YOU20250822064115,YOU20250822064115,Sports,English,Image,North America,597,0,0.000057,44,0.011146,0.002564,15,3,18,0.238339
YOU20250822064117,YOU20250822064117,Sports,English,Image,North America,20272,0,0.000063,35,0.009457,0.003002,14,4,18,0.272519
YOU20250822064119,YOU20250822064119,Climate,English,Text,Asia,1466,0,0.00004,37,0.007389,0.006149,10,8,18,0.146515
YOU20250822064121,YOU20250822064121,Climate,English,Text,North America,5106,0,0.00006,42,0.010576,0.002379,15,3,18,0.257471
YOU20250822064137,YOU20250822064137,Gaming,English,Video,North America,4100,0,0.000047,42,0.010134,0.004569,13,5,18,0.188025
YOU20250822064143,YOU20250822064143,Education,English,Text,Europe,1203,0,0.000043,30,0.008636,0.00629,11,7,18,0.15614
YOU20250822064145,YOU20250822064145,Fashion,Portuguese,Text,Asia,12878,0,0.000062,10,0.008437,0.00403,13,5,18,0.286823
YOU20250822064178,YOU20250822064178,Sports,Korean,Video,North America,2561,0,0.000039,23,0.008671,0.006038,11,7,18,0.144617
YOU20250822064181,YOU20250822064181,Technology,English,Video,Asia,375,0,0.00004,45,0.007276,0.005916,10,8,18,0.145983
YOU20250822064201,YOU20250822064201,Gaming,Portuguese,Video,North America,231983,1,0.000036,39,0.006702,0.00639,9,9,18,0.124037
YOU20250822064208,YOU20250822064208,Gaming,English,Image,Asia,69,0,0.000054,22,0.009594,0.003298,14,4,18,0.227304
YOU20250822064209,YOU20250822064209,AI/ML,English,Image,Asia,194,0,0.000047,30,0.007692,0.006142,11,7,18,0.201118
YOU20250822064224,YOU20250822064224,Health,English,Video,North America,116,0,0.000049,27,0.007925,0.005003,12,6,18,0.237639
YOU20250822064228,YOU20250822064228,Climate,English,Text,South America,6972,1,0.000044,11,0.009489,0.005269,12,6,18,0.149294
YOU20250822064234,YOU20250822064234,Travel,Korean,Video,Asia,3531,0,0.000046,1,0.009894,0.004048,13,5,18,0.175609
YOU20250822064242,YOU20250822064242,Fashion,English,Image,North America,29277,1,0.000063,31,0.01035,0.003296,14,4,18,0.230708
YOU20250822064249,YOU20250822064249,Business,English,Image,North America,8648,1,0.000034,5,0.011156,0.00393,13,5,18,0.073127
YOU20250822064250,YOU20250822064250,Science,Spanish,Link,North America,2527,0,0.000059,5,0.009577,0.003179,14,4,18,0.282027
YOU20250822064258,YOU20250822064258,Business,Portuguese,Text,Africa,604,0,0.00004,40,0.009912,0.005215,12,6,18,0.133104
YOU20250822064278,YOU20250822064278,Fashion,English,Text,South America,390,0,0.000048,22,0.009987,0.004301,13,5,18,0.200538
YOU20250822064282,YOU20250822064282,Gaming,Japanese,Text,Oceania,5090,0,0.000047,4,0.008916,0.003698,13,5,18,0.193651
YOU20250822064284,YOU20250822064284,AI/ML,Japanese,Link,North America,25,0,0.000055,26,0.009585,0.004284,13,5,18,0.23192
YOU20250822064302,YOU20250822064302,Politics,English,Image,Unknown,6998,0,0.00005,41,0.010605,0.00348,14,4,18,0.213558
YOU20250822064303,YOU20250822064303,Politics,Portuguese,Text,Asia,994360,1,0.000056,6,0.009427,0.003154,14,4,18,0.264229
YOU20250822064304,YOU20250822064304,Science,Portuguese,Link,Africa,1638,0,0.000041,25,0.008027,0.006874,10,8,18,0.150182
YOU20250822064316,YOU20250822064316,Gaming,Korean,Image,Asia,33874,0,0.000035,18,0.005949,0.008035,8,10,18,0.113886
YOU20250822064318,YOU20250822064318,Gaming,English,Text,Unknown,499583,1,0.000059,35,0.010144,0.003733,14,4,18,0.2328
YOU20250822064326,YOU20250822064326,Finance,Arabic,Text,North America,909,0,0.000067,31,0.010024,0.003242,14,4,18,0.248303
YOU20250822064336,YOU20250822064336,Health,English,Text,Asia,249766,1,0.00005,7,0.009201,0.004373,13,5,18,0.228793
YOU20250822064341,YOU20250822064341,Travel,Hindi,Image,Europe,31550,1,0.000062,22,0.009117,0.003339,14,4,18,0.271928
YOU20250822064374,YOU20250822064374,Climate,German,Text,Asia,137,0,0.000057,21,0.009861,0.003446,14,4,18,0.274831
YOU20250822064375,YOU20250822064375,Technology,English,Video,North America,7109,0,0.000075,1,0.008998,0.003217,14,4,18,0.298987
YOU20250822064383,YOU20250822064383,Fashion,English,Text,Africa,272135,1,0.000075,34,0.008875,0.003324,14,4,18,0.379415
YOU20250823064388,YOU20250823064388,Technology,English,Text,South America,1060,0,0.000055,37,0.01252,0.001667,16,2,18,0.234984
YOU20250823064391,YOU20250823064391,Sports,English,Video,Asia,21,0,0.000036,7,0.008077,0.007221,10,8,18,0.125962
YOU20250823064402,YOU20250823064402,Fashion,Hindi,Text,North America,486,0,0.000059,37,0.012582,0.000743,17,1,18,0.24935
YOU20250823064404,YOU20250823064404,Climate,English,Image,North America,6787,0,0.000055,48,0.008226,0.004883,12,6,18,0.270406
YOU20250823064417,YOU20250823064417,Fashion,English,Image,Europe,43,0,0.000047,31,0.00814,0.006137,11,7,18,0.191308
YOU20250823064429,YOU20250823064429,Climate,Japanese,Image,North America,644,0,0.000087,41,0.009982,0.002528,15,3,18,0.292031
YOU20250823064432,YOU20250823064432,Gaming,Arabic,Video,Unknown,23233,1,0.00005,44,0.008275,0.004713,12,6,18,0.2105
YOU20250823064433,YOU20250823064433,AI/ML,English,Text,Asia,496,0,0.000048,36,0.007869,0.00534,11,7,18,0.149627
YOU20250823064441,YOU20250823064441,Gaming,English,Video,Unknown,11858,0,0.000046,30,0.007699,0.00568,11,7,18,0.173808
YOU20250823064442,YOU20250823064442,AI/ML,Korean,Link,North America,47749,1,0.00005,11,0.011157,0.002491,15,3,18,0.200936
YOU20250823064450,YOU20250823064450,Travel,English,Video,Asia,29601,1,0.00007,31,0.010712,0.001574,16,2,18,0.320896
YOU20250823064465,YOU20250823064465,Finance,English,Image,North America,177,0,0.000044,27,0.01144,0.003443,14,4,18,0.164666
YOU20250823064472,YOU20250823064472,Food,Portuguese,Image,Europe,490360,1,0.000048,48,0.01322,0.001632,16,2,18,0.155904
YOU20250823064490,YOU20250823064490,Travel,English,Text,North America,1499,0,0.000047,5,0.010509,0.003861,14,4,18,0.172934
YOU20250823064494,YOU20250823064494,Finance,English,Video,North America,405,0,0.000052,40,0.00844,0.005002,12,6,18,0.231751
YOU20250823064501,YOU20250823064501,Fashion,Portuguese,Text,South America,3638,0,0.000062,15,0.011616,0.001503,16,2,18,0.310544
YOU20250823064502,YOU20250823064502,Entertainment,Portuguese,Text,North America,9087,1,0.000062,18,0.010108,0.003345,14,4,18,0.251207
YOU20250823064507,YOU20250823064507,Finance,English,Link,South America,70510,1,0.000055,0,0.009884,0.003121,14,4,18,0.229121
YOU20250823064514,YOU20250823064514,Finance,English,Text,North America,39640,1,0.000044,1,0.009263,0.005317,12,6,18,0.188168
YOU20250823064518,YOU20250823064518,Fashion,English,Text,North America,15165,1,0.000045,15,0.009524,0.004083,13,5,18,0.175846
YOU20250823064523,YOU20250823064523,Education,English,Video,North America,6971,0,0.000055,5,0.008347,0.004915,12,6,18,0.230083
YOU20250823064528,YOU20250823064528,Entertainment,English,Poll,Europe,264,0,0.000071,40,0.010572,0.002893,15,3,18,0.285138
YOU20250823064530,YOU20250823064530,Finance,German,Text,Europe,2,0,0.000077,44,0.007936,0.005666,12,6,18,0.290803
YOU20250823064534,YOU20250823064534,Fashion,French,Text,North America,109187,0,0.000052,43,0.010828,0.003687,14,4,18,0.246869
YOU20250823064537,YOU20250823064537,Science,English,Text,Asia,7839,0,0.000049,25,0.006537,0.00693,10,8,18,0.229831
YOU20250823064547,YOU20250823064547,Fashion,English,Image,Asia,1046,0,0.000064,17,0.010478,0.002481,15,3,18,0.312987
YOU20250823064565,YOU20250823064565,Travel,French,Text,Europe,4081,0,0.000042,31,0.008886,0.005242,12,6,18,0.171997
YOU20250823064572,YOU20250823064572,Business,English,Image,Asia,45125,1,0.000051,23,0.007744,0.005123,11,6,17,0.221879
YOU20250823064581,YOU20250823064581,Sports,English,Text,Europe,1606,0,0.000049,39,0.010596,0.003638,14,4,18,0.185833
YOU20250823064583,YOU20250823064583,Business,English,Link,North America,13766,0,0.000042,42,0.007518,0.005824,11,7,18,0.162421
YOU20250823064598,YOU20250823064598,Climate,Arabic,Text,Africa,2,0,0.000045,27,0.010284,0.004608,13,5,18,0.173392
YOU20250824064611,YOU20250824064611,Finance,English,Poll,Europe,1158,0,0.000071,35,0.009586,0.002601,15,3,18,0.302415
YOU20250824064630,YOU20250824064630,Travel,English,Image,North America,2665,0,0.00006,30,0.010454,0.002802,15,3,18,0.280546
YOU20250824064633,YOU20250824064633,Food,English,Text,Europe,5237,0,0.000059,7,0.010251,0.002555,15,3,18,0.288284
YOU20250825064640,YOU20250825064640,Business,Hindi,Text,North America,323476,0,0.000043,3,0.010072,0.004475,13,5,18,0.16204
YOU20250825064649,YOU20250825064649,Finance,Arabic,Link,Asia,13794,0,0.000051,43,0.008065,0.005041,12,6,18,0.250591
YOU20250825064654,YOU20250825064654,AI/ML,English,Video,Asia,641,0,0.000056,46,0.007916,0.00441,12,6,18,0.253326
YOU20250825064661,YOU20250825064661,Education,English,Image,Europe,33262,1,0.000047,20,0.007786,0.005905,11,7,18,0.195043
YOU20250825064665,YOU20250825064665,Science,English,Link,Europe,61622,1,0.000042,22,0.011056,0.003668,14,4,18,0.129925
YOU20250825064668,YOU20250825064668,Travel,Spanish,Image,Europe,8214,0,0.00005,3,0.008547,0.004865,12,6,18,0.212477
YOU20250825064679,YOU20250825064679,AI/ML,Japanese,Link,North America,6539,0,0.000052,38,0.008395,0.005195,12,6,18,0.222898
YOU20250825064680,YOU20250825064680,AI/ML,Japanese,Image,South America,153386,1,0.000047,15,0.007624,0.005692,11,7,18,0.184556
YOU20250825064690,YOU20250825064690,Finance,English,Text,Europe,100,0,0.000037,4,0.0078,0.006232,10,8,18,0.107262
YOU20250825064693,YOU20250825064693,Science,Portuguese,Image,Europe,1983,0,0.000067,47,0.009665,0.002711,15,3,18,0.326693
YOU20250825064702,YOU20250825064702,Climate,Spanish,Video,North America,47974,0,0.000054,35,0.010071,0.003416,14,4,18,0.239416
YOU20250825064713,YOU20250825064713,Politics,English,Poll,South America,1967,0,0.000055,5,0.009966,0.003496,14,4,18,0.276321
YOU20250825064717,YOU20250825064717,Climate,English,Text,Asia,15160,0,0.000059,38,0.009807,0.003012,14,4,18,0.231207
YOU20250825064728,YOU20250825064728,Health,Hindi,Text,Africa,1442,0,0.000046,30,0.010875,0.003764,14,4,18,0.173865
YOU20250825064746,YOU20250825064746,Entertainment,English,Video,Asia,104,0,0.000058,40,0.009535,0.003315,14,4,18,0.293635
YOU20250825064748,YOU20250825064748,AI/ML,English,Text,Europe,67971,1,0.000062,41,0.009615,0.004196,13,5,18,0.221534
YOU20250825064749,YOU20250825064749,Business,English,Video,South America,99852,1,0.000038,0,0.008265,0.006433,11,7,18,0.13863
YOU20250825064758,YOU20250825064758,Finance,Portuguese,Text,Asia,43,0,0.000046,49,0.010773,0.003202,14,4,18,0.182677
YOU20250825064760,YOU20250825064760,Business,Portuguese,Video,Unknown,69920790,1,0.00005,31,0.008503,0.005414,12,6,18,0.200652
YOU20250825064768,YOU20250825064768,Science,Hindi,Video,North America,200,0,0.000045,1,0.009565,0.005376,12,6,18,0.161508
YOU20250825064773,YOU20250825064773,Fashion,Portuguese,Video,Asia,165258,1,0.000072,41,0.009642,0.003131,14,4,18,0.268784
YOU20250825064781,YOU20250825064781,Business,Spanish,Link,Europe,8,0,0.000044,32,0.007751,0.005901,11,7,18,0.167958
YOU20250825064783,YOU20250825064783,Science,English,Image,Africa,3185,0,0.000041,43,0.009389,0.00518,12,6,18,0.148038
YOU20250825064793,YOU20250825064793,AI/ML,Hindi,Image,North America,353,0,0.000033,41,0.009288,0.00671,11,7,18,0.070541
YOU20250825064810,YOU20250825064810,Gaming,English,Text,Asia,45183,0,0.000047,11,0.010892,0.003451,14,4,18,0.169567
YOU20250825064813,YOU20250825064813,Gaming,French,Text,North America,7631,0,0.000051,20,0.011444,0.002298,15,3,18,0.22853
YOU20250825064819,YOU20250825064819,Politics,English,Text,Asia,1130,0,0.000056,13,0.006908,0.005373,11,7,18,0.255334
YOU20250825064825,YOU20250825064825,Business,Korean,Text,Europe,686,0,0.000037,45,0.009627,0.004961,12,6,18,0.124177
YOU20250825064838,YOU20250825064838,Technology,Portuguese,Video,Asia,157008,1,0.00007,48,0.009985,0.002429,15,3,18,0.344504
YOU20250825064840,YOU20250825064840,Technology,Arabic,Image,Asia,1521,0,0.000065,32,0.011002,0.00257,15,3,18,0.272645
YOU20250825064841,YOU20250825064841,AI/ML,English,Image,Asia,342678,0,0.000043,6,0.009365,0.00527,12,6,18,0.160451
YOU20250825064851,YOU20250825064851,Sports,Spanish,Video,North America,8,0,0.000054,39,0.008885,0.003894,13,5,18,0.235386
YOU20250825064855,YOU20250825064855,Entertainment,Arabic,Link,Europe,28299,0,0.000049,2,0.007762,0.005688,11,7,18,0.185798
YOU20250825064856,YOU20250825064856,Politics,Hindi,Image,Europe,47557,1,0.000046,16,0.010029,0.004462,13,5,18,0.184863
YOU20250825064870,YOU20250825064870,Gaming,English,Image,Asia,2706,0,0.000044,23,0.006392,0.007568,9,9,18,0.156277
YOU20250825064882,YOU20250825064882,Finance,Spanish,Image,North America,2712,0,0.000049,10,0.011408,0.002854,15,3,18,0.196516
YOU20250825064888,YOU20250825064888,Technology,English,Text,North America,1160,0,0.000054,22,0.009462,0.004755,13,5,18,0.217055
YOU20250825064904,YOU20250825064904,Business,English,Text,Unknown,137,0,0.000045,44,0.008851,0.00515,12,6,18,0.19352
YOU20250825064911,YOU20250825064911,Food,English,Image,Asia,26387,1,0.00005,4,0.005242,0.00849,8,10,18,0.180202
YOU20250825064914,YOU20250825064914,AI/ML,German,Image,Europe,4206,0,0.000049,46,0.008679,0.005111,12,6,18,0.209032
YOU20250825064917,YOU20250825064917,Finance,English,Text,Oceania,100722,0,0.000051,20,0.008492,0.005174,12,6,18,0.232254
YOU20250825064921,YOU20250825064921,Health,English,Video,North America,10261,1,0.000047,12,0.00963,0.004638,13,5,18,0.222388
YOU20250825064924,YOU20250825064924,Health,Chinese,Image,North America,1,0,0.000051,20,0.011212,0.002565,15,3,18,0.215654
YOU20250825064933,YOU20250825064933,Business,English,Image,Asia,4522,0,0.000027,44,0.005175,0.010362,6,12,18,0.052792
YOU20250825064947,YOU20250825064947,Climate,English,Video,Europe,56,0,0.000042,31,0.011157,0.003571,14,4,18,0.143184
YOU20250825064949,YOU20250825064949,Politics,Spanish,Text,North America,27465,1,0.000054,21,0.008957,0.004111,13,5,18,0.20216
YOU20250825064954,YOU20250825064954,Climate,Spanish,Text,Asia,147371,1,0.000062,38,0.010066,0.003501,14,4,18,0.247633
YOU20250825064955,YOU20250825064955,Finance,Spanish,Text,Asia,3224,0,0.000062,43,0.009607,0.003149,14,4,18,0.281248
YOU20250825064976,YOU20250825064976,Food,French,Text,Asia,26202,0,0.00004,0,0.008361,0.005923,11,7,18,0.155643
YOU20250825065008,YOU20250825065008,Entertainment,Japanese,Link,North America,551,0,0.000046,42,0.011128,0.003374,14,4,18,0.186851
YOU20250825065022,YOU20250825065022,Health,English,Image,North America,353441,0,0.000071,35,0.012152,0.000893,17,1,18,0.332481
YOU20250825065038,YOU20250825065038,Travel,Portuguese,Poll,North America,3754,0,0.000048,7,0.009466,0.004209,13,5,18,0.211791
YOU20250825065039,YOU20250825065039,Finance,Korean,Poll,Africa,8,0,0.00006,38,0.009063,0.004123,13,5,18,0.248847
YOU20250825065040,YOU20250825065040,Fashion,Portuguese,Image,North America,67508,1,0.000067,34,0.008838,0.004178,13,5,18,0.249673
YOU20250825065046,YOU20250825065046,Politics,English,Text,Asia,7307,0,0.000053,6,0.00906,0.003988,13,5,18,0.239029
YOU20250825065051,YOU20250825065051,Finance,English,Video,North America,33,0,0.000046,32,0.008087,0.005751,11,7,18,0.222716
YOU20250825065055,YOU20250825065055,Travel,German,Image,North America,219,0,0.000057,0,0.01308,0.000839,17,1,18,0.271872
YOU20250825065056,YOU20250825065056,Sports,English,Text,Asia,277,0,0.000053,37,0.01026,0.003306,14,4,18,0.219506
YOU20250825065057,YOU20250825065057,Finance,English,Image,Asia,31,0,0.000055,10,0.010657,0.003887,14,4,18,0.212781
YOU20250825065073,YOU20250825065073,Politics,English,Image,South America,124865,1,0.00005,12,0.006887,0.006594,10,8,18,0.22835
YOU20250825065074,YOU20250825065074,Climate,Portuguese,Video,Asia,14907,0,0.000055,3,0.011717,0.001577,16,2,18,0.253446
YOU20250825065084,YOU20250825065084,Food,English,Video,Asia,5045,1,0.000063,16,0.010298,0.002259,15,3,18,0.29446
