post_id,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity,Authority,Hub,pageranks,modularity_class,eigencentrality
TIK20251004145205,9,5,1,user_239083,495917,1759,0,279,2,0.686,0.094,10.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1,0,1,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.050247,0.050247,8.1e-05,8,0.412323
TIK20250915139263,18,0,0,user_127704,3577,143,0,106,0,0.279,0.239,21.0,-1.0,-1.8369701987210294e-16,0.0,1.0,0,0,0,0.482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,8.3e-05,16,0.349571
TIK20250910073439,14,2,0,user_379541,5645,3225,0,37,2,0.162,0.178,10.5,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1e-06,1e-06,7.3e-05,24,0.255531
TIK20250912138271,18,4,0,user_471244,10452,2881,0,23,1,0.612,0.068,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,0,0,0.612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,8.4e-05,3,0.339943
TIK20250630114402,15,0,0,user_125128,4358,1264,0,105,3,0.209,0.259,14.2,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0.532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,7.3e-05,26,0.261258
TIK20250523102301,20,4,0,user_11091,2535,562,0,69,0,0.147,0.608,45.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1,0,0,0.608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1e-06,1e-06,8.5e-05,10,0.310454
TIK20250619034139,20,3,0,user_382274,8,1034,0,126,0,0.252,0.117,15.0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0,0,0,0.631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,7.5e-05,31,0.223091
TIK20250521017413,16,2,0,user_79819,624,2870,0,55,0,0.084,0.755,47.3,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,1,0,0,0.755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.2e-05,25,0.355596
TIK20250722048968,19,1,0,user_239117,916,744,0,140,1,0.827,0.101,5.1,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,0,0,0.827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1e-06,1e-06,7.2e-05,7,0.27501
TIK20250520016764,22,1,0,user_316769,2,3345,0,85,0,0.871,0.033,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1,0,0,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000147,0.000147,8.7e-05,17,0.290407
TIK20250506096949,20,1,0,user_491243,146,394,0,214,6,0.244,0.191,48.1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,1,1,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5e-05,2.5e-05,8.7e-05,27,0.267306
TIK20251001086152,21,2,0,user_188872,14,3624,0,92,1,0.744,0.077,2.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143,1,0,0,0.744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.4e-05,31,0.162936
TIK20250821062825,18,3,0,user_377248,6339,3179,0,23,4,0.888,0.041,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,1,0,0,0.888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1e-06,1e-06,8.5e-05,24,0.303224
TIK20250805053911,21,1,0,user_492769,352,2971,0,146,2,0.06,0.296,20.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1,0,1,0.644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2e-06,2e-06,8.4e-05,9,0.365484
TIK20250805053976,22,1,0,user_40957,1942,3302,0,88,4,0.86,0.107,0.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1e-06,1e-06,8.4e-05,12,0.330486
TIK20250826065512,17,1,0,user_450948,9,742,0,68,1,0.09,0.086,22.6,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,0,0,0.823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,8.6e-05,31,0.292822
TIK20251001144404,18,2,0,user_278590,21467,3528,0,172,0,0.053,0.152,35.4,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,1,0,1,0.795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4e-06,4e-06,8e-05,19,0.449997
TIK20250926083627,9,4,0,user_369289,1019,164,0,95,0,0.714,0.087,0.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1,0,0,0.714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,6.4e-05,15,0.158427
TIK20250512010362,11,0,0,user_85069,1886,3471,0,27,0,0.937,0.093,2.3,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,0,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1e-06,1e-06,6e-05,23,0.220302
TIK20250629114252,20,6,1,user_59379,145863,3162,0,199,2,0.189,0.12,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.006971,0.006971,9.3e-05,32,0.445297
TIK20250624034981,13,1,0,user_392252,118,177,0,22,4,0.055,0.855,79.3,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1,0,0,0.855,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8e-06,8e-06,8.4e-05,22,0.320838
TIK20250425003605,15,4,0,user_36685,5,747,0,143,1,0.816,0.116,19.9,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,1,0,0,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.7e-05,3.7e-05,7.5e-05,17,0.222879
TIK20250806126488,22,2,0,user_289853,1487,2477,0,283,1,0.051,0.811,81.5,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0,0,1,0.811,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.2e-05,7.2e-05,8.5e-05,0,0.312536
TIK20250915075785,16,0,0,user_437006,34,1963,0,25,0,0.775,0.066,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1e-06,1e-06,8.6e-05,11,0.301102
TIK20250907072917,22,6,1,user_191406,2525,481,0,24,2,0.677,0.025,0.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1,0,0,0.677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3e-06,3e-06,8.4e-05,10,0.342274
TIK20251006087632,15,0,0,user_350593,250,1049,0,127,0,0.831,0.103,22.3,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0.831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,7.6e-05,5,0.212582
TIK20251018090917,19,5,1,user_420040,9008,2974,0,75,4,0.682,0.013,21.7,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,0,0.682,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,9.5e-05,3,0.413907
TIK20250826065793,21,1,0,user_342039,867,2059,0,107,1,0.756,0.013,1.9,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1,0,0,0.756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,8.2e-05,7,0.385062
TIK20251018090943,20,5,1,user_369868,155,268,0,42,2,0.658,0.101,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,0,0.658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.8e-05,2.8e-05,8.8e-05,27,0.279966
TIK20250630037923,15,0,0,user_414928,33,2448,0,58,1,0.056,0.691,61.9,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1e-06,1e-06,8.6e-05,11,0.299524
TIK20250508008546,10,3,0,user_395220,17430,1164,0,43,2,0.134,0.15,0.0,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,1,0,0,0.716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,9.1e-05,30,0.258335
TIK20251005145685,19,6,1,user_325029,15646,196,0,242,3,0.934,0.125,19.4,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,1,0,1,0.934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.00011,18,0.406986
TIK20250711044219,14,4,0,user_299965,2670,3642,0,14,2,0.628,0.105,36.2,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1,0,0,0.628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,7.2e-05,10,0.285362
TIK20250814058128,20,3,0,user_116726,255,1982,0,68,0,0.823,0.036,36.0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0,0,0,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,8.6e-05,5,0.310045
TIK20250520016683,20,1,0,user_99001,1540,857,0,138,1,0.148,0.037,13.8,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,0.815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.1e-05,1.1e-05,6.2e-05,0,0.203441
TIK20251005087145,12,6,1,user_91885,1823,942,0,41,5,0.866,0.072,8.1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,1,0,0.866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2e-06,2e-06,0.000111,23,0.401537
TIK20250429004801,13,1,0,user_246717,11939,3502,0,112,2,0.847,0.113,40.8,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0,0,0,0.847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,8.6e-05,18,0.296466
TIK20251009088854,9,3,0,user_311936,153319,505,0,133,4,0.073,0.822,55.7,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0,0,0,0.822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.005338,0.005338,7.1e-05,32,0.290645
TIK20250531104803,18,5,1,user_389938,4,572,0,36,1,0.298,0.12,28.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,0.582,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4e-05,2.4e-05,9.6e-05,17,0.419191
TIK20250922080663,18,0,0,user_45012,4853,2447,0,132,2,0.726,0.029,3.6,-1.0,-1.8369701987210294e-16,0.0,1.0,0,0,0,0.726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,8.6e-05,26,0.298198
TIK20250815058955,19,4,0,user_225005,5731,1961,0,137,2,0.214,0.0,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1,0,0,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,8.6e-05,24,0.276086
TIK20250912074343,14,4,0,user_105679,78,2963,0,123,1,0.041,0.833,63.1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,0,0.833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1e-06,1e-06,7.3e-05,29,0.256364
TIK20250828133334,13,3,0,user_137043,23,2944,0,293,4,0.909,0.017,0.0,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,1,0,1,0.909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,8.5e-05,31,0.302186
TIK20250920078117,14,5,1,user_450601,3,3172,0,86,6,0.186,0.148,15.8,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,1,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5e-05,4.5e-05,0.000107,17,0.481337
TIK20250826065733,20,1,0,user_347134,74798,1054,0,101,4,0.73,0.089,0.8,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.000237,0.000237,8.1e-05,32,0.414032
TIK20250627036671,16,4,0,user_278199,1205,411,0,32,3,0.288,0.044,16.7,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,0.668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1e-06,1e-06,6.6e-05,2,0.146168
TIK20250812128180,10,1,0,user_51960,2396,2464,0,56,4,0.901,0.144,12.0,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,0,0.901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.4e-05,1.4e-05,7.3e-05,1,0.262152
TIK20250724122247,20,3,0,user_402437,30,1764,0,120,0,0.094,0.846,61.9,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,0,0,0.846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,7.6e-05,11,0.206042
TIK20250726122830,18,5,1,user_356233,9895,1980,0,187,2,0.883,0.134,4.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,1,0,1,0.883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1e-06,1e-06,0.000107,3,0.494992
TIK20250613031077,21,4,0,user_481085,28639,200,0,42,3,0.135,0.072,7.6,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,0,0,0.792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.9e-05,3.9e-05,8.5e-05,19,0.310493
TIK20250810127796,22,6,1,user_301865,14127,2395,0,19,1,0.907,0.06,6.3,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,1,0,0,0.907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1e-06,1e-06,8.4e-05,18,0.354793
TIK20250612029908,20,3,0,user_378145,57191,462,1,48,4,0.767,0.127,48.9,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8e-05,8e-05,7.8e-05,6,0.495732
TIK20250722048886,15,1,0,user_123468,9425,1225,0,37,2,0.128,0.881,58.4,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,0.881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3e-06,3e-06,8.4e-05,3,0.343523
TIK20250825064893,17,0,0,user_249014,1,3372,0,138,2,0.23,0.064,1.1,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.000169,0.000169,9e-05,17,0.251384
TIK20250601024793,21,6,1,user_300154,70658,2619,0,80,4,0.063,0.198,21.4,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1,0,0,0.739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.000157,0.000157,0.000106,6,0.504786
TIK20250717119868,14,3,0,user_303660,1646,201,0,194,3,0.066,0.657,24.3,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,1,0,1,0.657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2e-06,2e-06,8.6e-05,23,0.301856
TIK20250429005525,21,1,0,user_80947,269356,1894,1,56,1,0.015,0.718,78.3,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1,0,0,0.718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.079576,0.079576,0.0001,8,0.631173
TIK20250511010222,13,6,1,user_119608,65,2326,0,14,3,0.136,0.15,24.1,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,9.5e-05,28,0.433027
TIK20250909073262,22,1,0,user_397147,625,1675,0,108,4,0.624,0.081,41.6,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1,0,0,0.624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.3e-05,25,0.349208
TIK20250911074138,20,3,0,user_279138,698,2482,0,11,1,0.63,0.028,30.2,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,0,0,0.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,8.8e-05,25,0.269423
TIK20250919140567,19,4,0,user_369579,6086,2407,0,91,1,0.28,0.093,0.0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,0,0,0.627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,8.7e-05,24,0.280047
TIK20250825132479,17,0,0,user_328836,397,2650,0,76,3,0.086,0.261,13.7,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1,0,0,0.652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,7.3e-05,21,0.260673
TIK20250617032032,4,1,0,user_229340,2707,3561,0,22,3,0.605,0.088,0.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,0.605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.3e-05,10,0.381498
TIK20250719120643,19,5,1,user_175625,17934,1355,0,270,2,0.277,0.238,1.4,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,1,0,1,0.485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1e-06,1e-06,8.4e-05,30,0.333743
TIK20250518100526,9,6,1,user_31608,954,2605,0,143,3,0.238,0.113,0.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,0,0,0.649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1e-06,1e-06,9.5e-05,15,0.421686
TIK20250419000091,14,5,1,user_106605,62085,151,0,144,2,0.169,0.157,19.5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,0,0.674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,8.5e-05,8.5e-05,0.000102,6,0.598024
TIK20250703115376,15,3,0,user_279497,335,2071,0,213,1,0.103,0.825,53.4,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,0,0,1,0.825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4e-06,4e-06,6.2e-05,9,0.178736
TIK20250815129385,22,4,0,user_463894,163,2820,0,258,3,0.282,0.173,9.1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,0,1,0.545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.8e-05,5.8e-05,8.5e-05,27,0.318907
TIK20250817061178,20,6,1,user_468656,244,609,0,88,3,0.731,0.128,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,0.731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1e-06,1e-06,0.00011,5,0.412025
TIK20250422002917,21,1,0,user_122590,235,892,0,33,2,0.05,0.74,67.6,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1e-06,1e-06,7.5e-05,5,0.209755
TIK20251010147358,20,4,0,user_159409,1310,1048,0,187,0,0.899,0.081,6.7,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,1,0.899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1e-06,1e-06,8.4e-05,2,0.325727
TIK20250910073315,10,2,0,user_165344,724,452,0,30,1,0.053,0.79,56.5,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,1,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,8.6e-05,25,0.290269
TIK20250828067027,20,3,0,user_188904,417,461,0,127,1,0.627,0.131,11.2,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,1,0,0,0.627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2e-06,2e-06,8.3e-05,21,0.341877
TIK20250831067569,15,6,1,user_49693,12839,3421,0,31,1,0.146,0.629,52.7,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1,0,0,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.000109,18,0.427877
