Id,Label,platform,hour_of_day,day_of_week,is_weekend,user_id,followers,account_age_days,verified,topic,language,content_length,media_type,num_hashtags,sentiment_category,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity_score,location,hour_sin,hour_cos,day_sin,day_cos,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,popularity,Degree,Weighted Degree,Authority,Hub,pageranks,componentnumber,modularity_class,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
TIK20250827065949,TIK20250827065949,TikTok,9,2,0,user_193702,1062,1365,0,Climate,Spanish,52,Image,4,Positive,0.741,0.087,0.171,10.7,Europe,0.707107,-0.707107,0.974928,-0.222521,1,0,0,0.741,0,0,6,6.8,0.000003,0.000003,0.000088,0,15,0.066667,1,0.264199,0,0,0,12414.858181
TIK20250827065951,TIK20250827065951,TikTok,10,2,0,user_28689,198,3071,0,Business,Japanese,83,Image,2,Negative,0.145,0.692,0.164,46.5,Europe,0.5,-0.866025,0.974928,-0.222521,1,0,0,0.692,0,0,5,6.8,0.000134,0.000134,0.000074,0,13,0,0,0.22731,0,0,0,17552.130933
TIK20250827065963,TIK20250827065963,TikTok,10,2,0,user_473828,8,3181,0,Entertainment,English,138,Image,1,Neutral,0.133,0.184,0.683,26.2,Europe,0.5,-0.866025,0.974928,-0.222521,1,0,0,0.683,0,0,4,6.8,0,0,0.000062,0,17,0,0,0.194622,0,0,0,885.776621
TIK20250827065971,TIK20250827065971,TikTok,10,2,0,user_319137,61,787,0,AI/ML,Arabic,114,Text,0,Positive,0.705,0.027,0.268,0,Europe,0.5,-0.866025,0.974928,-0.222521,0,0,0,0.705,0,0,6,6.8,0,0,0.000085,0,28,0,0,0.310413,0,0,0,75026.461949
TIK20250827065974,TIK20250827065974,TikTok,10,2,0,user_72135,1026,2087,0,Business,Spanish,21,Video,1,Negative,0.024,0.859,0.117,62,Asia,0.5,-0.866025,0.974928,-0.222521,1,0,0,0.859,0,0,6,6.8,0.000001,0.000001,0.000085,0,15,0.133333,2,0.322347,0,0,0,11381.569047
TIK20250827065976,TIK20250827065976,TikTok,10,2,0,user_307433,165,3156,0,AI/ML,English,137,Link,1,Negative,0.114,0.701,0.185,58.5,Asia,0.5,-0.866025,0.974928,-0.222521,1,0,0,0.701,0,0,4,6.8,0.000047,0.000047,0.000061,0,27,0,0,0.201185,0,0,0,21494.162708
TIK20250827065980,TIK20250827065980,TikTok,11,2,0,user_256263,114,3333,0,Health,English,103,Text,1,Neutral,0.16,0.232,0.608,16.3,Asia,0.258819,-0.965926,0.974928,-0.222521,0,0,0,0.608,0,0,6,6.8,0.000005,0.000005,0.000085,0,22,0,0,0.316992,0,0,0,3912.875979
TIK20250827066000,TIK20250827066000,TikTok,11,2,0,user_100439,18,175,0,Politics,English,64,Image,2,Negative,0.087,0.838,0.075,87.4,Unknown,0.258819,-0.965926,0.974928,-0.222521,1,0,0,0.838,1,0,6,6.8,0,0,0.000084,0,31,0.066667,1,0.317707,0,0,0,2974.145871
TIK20250827066028,TIK20250827066028,TikTok,12,2,0,user_263311,141,754,0,Health,Japanese,12,Video,0,Negative,0.088,0.736,0.176,69.7,Unknown,0,-1,0.974928,-0.222521,1,0,0,0.736,0,0,6,6.8,0.000148,0.000148,0.000084,0,22,0.133333,2,0.351348,0,0,0,22131.74652
TIK20250827066061,TIK20250827066061,TikTok,13,2,0,user_235708,13701,464,0,Gaming,English,25,Video,1,Negative,0.069,0.744,0.188,58.1,North America,-0.258819,-0.965926,0.974928,-0.222521,1,0,0,0.744,0,0,6,6.8,0.000001,0.000001,0.000083,0,18,0.133333,2,0.370638,0,0,0,27004.511211
TIK20250827066062,TIK20250827066062,TikTok,13,2,0,user_235511,2098,35,0,Climate,English,128,Image,4,Negative,0.024,0.642,0.334,29.1,Asia,-0.258819,-0.965926,0.974928,-0.222521,1,0,0,0.642,0,0,6,6.8,0.000007,0.000007,0.000085,0,12,0,0,0.322345,0,0,0,7746.155203
TIK20250827066063,TIK20250827066063,TikTok,13,2,0,user_7145,19799,2066,0,Health,Spanish,103,Text,0,Negative,0.059,0.937,0.004,61,Asia,-0.258819,-0.965926,0.974928,-0.222521,0,0,0,0.937,0,0,6,6.8,0.000002,0.000002,0.000085,0,30,0.133333,2,0.302221,0,0,0,1328.369828
TIK20250827066068,TIK20250827066068,TikTok,13,2,0,user_54930,8,343,0,AI/ML,Portuguese,144,Image,0,Positive,0.893,0.044,0.063,0,Europe,-0.258819,-0.965926,0.974928,-0.222521,1,0,0,0.893,0,0,6,6.8,0.000001,0.000001,0.000084,0,17,0,0,0.345132,0,0,0,15598.908857
TIK20250827066098,TIK20250827066098,TikTok,14,2,0,user_466355,732,331,0,Science,French,98,Image,0,Positive,0.751,0.04,0.208,23.7,Europe,-0.5,-0.866025,0.974928,-0.222521,1,0,0,0.751,0,0,6,8,0,0,0.000086,0,25,0.266667,4,0.328332,0,0,0,1394.003816
TIK20250827066105,TIK20250827066105,TikTok,14,2,0,user_370750,5303,3566,0,Health,Portuguese,121,Video,3,Positive,0.768,0.086,0.146,0,Europe,-0.5,-0.866025,0.974928,-0.222521,1,0,0,0.768,0,1,6,6.8,0.000001,0.000001,0.000085,0,26,0.066667,1,0.311597,0,0,0,11385.87673
TIK20250827066122,TIK20250827066122,TikTok,14,2,0,user_439288,8180,2114,0,Science,English,106,Text,3,Positive,0.899,0.139,0,1.5,Asia,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0.899,0,0,5,8,0.000001,0.000001,0.000073,0,14,0.1,1,0.263063,0,0,0,1371.759578
TIK20250827066129,TIK20250827066129,TikTok,14,2,0,user_398585,8047,2285,0,Technology,Spanish,20,Image,1,Positive,0.651,0.136,0.212,0,Asia,-0.5,-0.866025,0.974928,-0.222521,1,0,0,0.651,0,1,5,6.8,0.000002,0.000002,0.000075,0,14,0.1,1,0.217326,0,0,0,2680.352764
TIK20250827066130,TIK20250827066130,TikTok,14,2,0,user_371462,1094,56,0,Sports,Japanese,141,Text,1,Negative,0.134,0.812,0.054,86.7,Asia,-0.5,-0.866025,0.974928,-0.222521,0,0,0,0.812,1,0,6,8,0.000001,0.000001,0.000087,0,15,0,0,0.277319,0,0,0,24803.332035
TIK20250827066131,TIK20250827066131,TikTok,14,2,0,user_341764,66173,3224,0,Entertainment,English,117,Image,1,Positive,0.606,0.113,0.281,8.6,Africa,-0.5,-0.866025,0.974928,-0.222521,1,0,0,0.606,0,1,6,6.8,0.000077,0.000077,0.00008,0,6,0.2,3,0.446913,0,0,0,124695.6101
TIK20250827066157,TIK20250827066157,TikTok,15,2,0,user_162631,56,1532,0,Travel,Spanish,116,Text,1,Positive,0.923,0.058,0.019,0,Asia,-0.707107,-0.707107,0.974928,-0.222521,0,0,0,0.923,0,0,6,6.8,0.000001,0.000001,0.000083,0,20,0.133333,2,0.345484,0,0,0,11653.788872
TIK20250827066169,TIK20250827066169,TikTok,15,2,0,user_343893,30404,2387,0,Travel,English,129,Video,0,Positive,0.656,0.085,0.259,4.6,Europe,-0.707107,-0.707107,0.974928,-0.222521,1,0,0,0.656,0,0,6,6.8,0.000009,0.000009,0.000084,0,19,0,0,0.32512,0,0,0,2430.283485
TIK20250827066170,TIK20250827066170,TikTok,15,2,0,user_278561,4029,585,0,Health,Portuguese,66,Text,3,Neutral,0.242,0,0.772,0,North America,-0.707107,-0.707107,0.974928,-0.222521,0,0,0,0.772,0,0,6,6.8,0.000001,0.000001,0.000088,0,16,0.266667,4,0.27728,0,0,0,1072.112119
TIK20250827066174,TIK20250827066174,TikTok,15,2,0,user_203707,707,327,0,Travel,English,52,Poll,0,Neutral,0.207,0.154,0.638,0,North America,-0.707107,-0.707107,0.974928,-0.222521,1,0,0,0.638,0,0,6,6.8,0,0,0.000086,0,25,0,0,0.292172,0,0,0,462.607485
TIK20250827066184,TIK20250827066184,TikTok,15,2,0,user_136514,2319,2987,0,Gaming,English,74,Image,1,Negative,0.077,0.728,0.195,59.2,Oceania,-0.707107,-0.707107,0.974928,-0.222521,1,0,0,0.728,0,0,5,6.8,0.000084,0.000084,0.000075,0,1,0.2,2,0.256058,0,0,0,853.237688
TIK20250827066195,TIK20250827066195,TikTok,16,2,0,user_300523,210,3425,0,Climate,German,114,Text,0,Positive,0.745,0.1,0.155,12.2,North America,-0.866025,-0.5,0.974928,-0.222521,0,0,0,0.745,0,0,6,6.8,0.000043,0.000043,0.000084,0,13,0.2,3,0.346551,0,0,0,21987.245403
TIK20250827066196,TIK20250827066196,TikTok,16,2,0,user_274991,8668,479,0,Finance,French,82,Video,1,Negative,0.055,0.842,0.103,60.9,Asia,-0.866025,-0.5,0.974928,-0.222521,1,0,0,0.842,0,0,5,8,0,0,0.000074,0,3,0,0,0.243385,0,0,0,3985.880797
TIK20250827066259,TIK20250827066259,TikTok,16,2,0,user_168920,33089,1938,0,Fashion,English,33,Image,1,Positive,0.846,0.134,0.02,10.7,Europe,-0.866025,-0.5,0.974928,-0.222521,1,0,0,0.846,0,0,5,6.8,0.000011,0.000011,0.000073,0,33,0.1,1,0.245172,0,0,0,9366.25438
TIK20250827066269,TIK20250827066269,TikTok,17,2,0,user_142639,14,1281,0,Finance,English,100,Image,1,Positive,0.644,0.011,0.345,11.1,Asia,-0.965926,-0.258819,0.974928,-0.222521,1,0,0,0.644,0,0,6,8,0,0,0.000085,0,31,0.066667,1,0.305091,0,0,0,6980.972564
TIK20250827066301,TIK20250827066301,TikTok,17,2,0,user_385543,2160,2592,0,Finance,Spanish,36,Video,4,Negative,0.136,0.694,0.17,50.4,North America,-0.965926,-0.258819,0.974928,-0.222521,1,0,0,0.694,0,0,6,8,0.00001,0.00001,0.000083,0,12,0,0,0.364597,0,0,0,13485.615092
TIK20250827066302,TIK20250827066302,TikTok,17,2,0,user_439678,0,3001,0,Technology,Spanish,148,Image,5,Positive,0.706,0.08,0.215,4.5,North America,-0.965926,-0.258819,0.974928,-0.222521,1,1,1,0.706,0,0,4,5.6,0.000029,0.000029,0.000067,0,17,0.166667,1,0.145976,0,0,0,1977.572348
TIK20250827066327,TIK20250827066327,TikTok,17,2,0,user_402753,190031,1075,0,Business,English,139,Video,1,Neutral,0.226,0.15,0.623,25.6,North America,-0.965926,-0.258819,0.974928,-0.222521,1,0,0,0.623,0,1,6,6.8,0.015541,0.015541,0.000082,0,8,0.2,3,0.396557,0,0,0,7380.178969
TIK20250827066333,TIK20250827066333,TikTok,17,2,0,user_421264,96,809,0,Climate,Spanish,54,Video,1,Negative,0.019,0.751,0.23,48.2,North America,-0.965926,-0.258819,0.974928,-0.222521,1,0,0,0.751,0,0,5,6.8,0.000002,0.000002,0.000073,0,29,0,0,0.262405,0,0,0,2062.608149
TIK20250827066359,TIK20250827066359,TikTok,18,2,0,user_385874,331,586,0,Fashion,English,110,Text,4,Neutral,0.231,0.101,0.669,31.7,North America,-1,-0,0.974928,-0.222521,0,0,0,0.669,0,0,5,6.8,0.000048,0.000048,0.000072,0,9,0.2,2,0.273144,0,0,0,30013.076273
TIK20250827066361,TIK20250827066361,TikTok,18,2,0,user_303935,344,932,0,AI/ML,Spanish,16,Video,2,Positive,0.663,0.015,0.323,9.3,Asia,-1,-0,0.974928,-0.222521,1,0,0,0.663,0,0,6,6.8,0.000005,0.000005,0.000084,0,9,0,0,0.360802,0,0,0,4722.19482
TIK20250827066363,TIK20250827066363,TikTok,18,2,0,user_435566,878,2271,0,Finance,English,131,Text,2,Positive,0.608,0.129,0.263,9.6,Europe,-1,-0,0.974928,-0.222521,0,0,0,0.608,0,1,6,8,0,0,0.000084,0,7,0.066667,1,0.352287,0,0,0,1542.142019
TIK20250827066387,TIK20250827066387,TikTok,18,2,0,user_344612,68660,2057,1,Fashion,English,115,Image,3,Positive,0.671,0.102,0.227,49,Europe,-1,-0,0.974928,-0.222521,1,0,0,0.671,0,1,6,12.3,0.000076,0.000076,0.000082,0,6,0.2,3,0.390885,0,0,0,194644.278158
TIK20250827066395,TIK20250827066395,TikTok,18,2,0,user_277094,22,1324,0,Entertainment,English,130,Image,2,Negative,0.093,0.931,0,69.2,Oceania,-1,-0,0.974928,-0.222521,1,0,0,0.931,0,0,5,6.8,0,0,0.000074,0,31,0.1,1,0.229976,0,0,0,2426.545112
TIK20250827066409,TIK20250827066409,TikTok,19,2,0,user_240744,221,1979,0,Climate,Spanish,22,Text,2,Positive,0.626,0.072,0.302,8.4,Africa,-0.965926,0.258819,0.974928,-0.222521,0,0,0,0.626,0,0,6,6.8,0.000019,0.000019,0.000085,0,5,0.066667,1,0.312969,0,0,0,26127.027397
TIK20250827066426,TIK20250827066426,TikTok,19,2,0,user_249657,843,931,0,Fashion,English,91,Image,4,Neutral,0.225,0.062,0.714,0,Asia,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.714,0,0,6,6.8,0,0,0.000084,0,7,0.066667,1,0.324804,0,0,0,3431.648892
TIK20250827066430,TIK20250827066430,TikTok,19,2,0,user_217187,7211,1496,0,Gaming,Portuguese,93,Video,0,Positive,0.93,0.071,0,5.6,Asia,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.93,0,0,6,6.8,0,0,0.000085,0,14,0.066667,1,0.314685,0,0,0,803.891975
TIK20250827066435,TIK20250827066435,TikTok,19,2,0,user_491132,844,3343,0,Technology,English,10,Video,4,Neutral,0.059,0.3,0.641,9.8,Asia,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.641,0,0,6,6.8,0,0,0.000086,0,7,0.066667,1,0.291832,0,0,0,2919.917815
TIK20250827066443,TIK20250827066443,TikTok,19,2,0,user_466603,981,2451,0,Finance,English,124,Poll,1,Negative,0.02,0.629,0.351,44.8,North America,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.629,0,0,6,8,0,0,0.000083,0,15,0,0,0.339532,0,0,0,15929.941788
TIK20250827066452,TIK20250827066452,TikTok,19,2,0,user_126163,668,2384,0,Technology,English,25,Text,2,Positive,0.739,0.014,0.247,39.2,Asia,-0.965926,0.258819,0.974928,-0.222521,0,0,0,0.739,0,1,5,6.8,0.000001,0.000001,0.000072,0,25,0,0,0.275444,0,0,0,13405.813466
TIK20250827066463,TIK20250827066463,TikTok,19,2,0,user_63362,46052,3196,0,Entertainment,French,46,Link,3,Positive,0.761,0.089,0.15,0,South America,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.761,0,1,5,6.8,0.00011,0.00011,0.000074,0,6,0,0,0.23906,0,0,0,6462.070032
TIK20250827066464,TIK20250827066464,TikTok,19,2,0,user_26701,10,3027,0,Sports,English,46,Image,4,Negative,0.088,0.625,0.287,52.3,North America,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.625,0,0,6,8,0,0,0.000084,0,31,0.066667,1,0.345932,0,0,0,1179.331977
TIK20250827066467,TIK20250827066467,TikTok,19,2,0,user_255291,147,557,0,Business,English,112,Image,1,Positive,0.827,0.021,0.151,11.3,Asia,-0.965926,0.258819,0.974928,-0.222521,1,0,0,0.827,0,0,6,6.8,0.000017,0.000017,0.000088,0,27,0,0,0.251254,0,0,0,1826.092535
TIK20250827066471,TIK20250827066471,TikTok,19,2,0,user_95847,42625,119,0,Entertainment,English,81,Text,3,Negative,0.116,0.89,0,84.1,Europe,-0.965926,0.258819,0.974928,-0.222521,0,0,0,0.89,1,1,4,6.8,0.000331,0.000331,0.00006,0,33,0.166667,1,0.246149,0,0,0,5900.227841
TIK20250827066489,TIK20250827066489,TikTok,20,2,0,user_405995,1818,2009,0,Travel,English,48,Video,4,Positive,0.806,0.149,0.045,6.6,Europe,-0.866025,0.5,0.974928,-0.222521,1,0,0,0.806,0,0,5,6.8,0.000002,0.000002,0.000075,0,23,0,0,0.213771,0,0,0,4092.511255
TIK20250827066493,TIK20250827066493,TikTok,20,2,0,user_52115,729,1288,0,Technology,English,78,Text,1,Negative,0.054,0.8,0.146,55.2,North America,-0.866025,0.5,0.974928,-0.222521,0,0,0,0.8,0,0,6,6.8,0,0,0.000086,0,25,0,0,0.314354,0,0,0,1214.561516
TIK20250827066526,TIK20250827066526,TikTok,20,2,0,user_412980,43,978,0,Health,Hindi,63,Image,4,Neutral,0.211,0.136,0.653,0,Europe,-0.866025,0.5,0.974928,-0.222521,1,0,0,0.653,0,0,6,8,0,0,0.000086,0,20,0,0,0.297521,0,0,0,3777.547613
TIK20250827066533,TIK20250827066533,TikTok,20,2,0,user_174048,936,2096,0,Travel,Hindi,79,Video,0,Negative,0.046,0.877,0.078,50.8,Asia,-0.866025,0.5,0.974928,-0.222521,1,0,0,0.877,0,0,5,8,0.000001,0.000001,0.000073,0,15,0,0,0.251127,0,0,0,4443.25672
TIK20250827066542,TIK20250827066542,TikTok,20,2,0,user_225901,678,1314,0,Food,English,24,Video,2,Negative,0.087,0.718,0.194,66.8,Europe,-0.866025,0.5,0.974928,-0.222521,1,0,0,0.718,0,0,6,6.8,0,0,0.000085,0,25,0.2,3,0.310062,0,0,0,705.55988
TIK20250827066556,TIK20250827066556,TikTok,20,2,0,user_248423,1395,3115,0,Fashion,English,39,Image,1,Negative,0.137,0.792,0.071,63.6,Europe,-0.866025,0.5,0.974928,-0.222521,1,0,0,0.792,0,0,6,6.8,0.000007,0.000007,0.000083,0,2,0.066667,1,0.342318,0,0,0,19261.914961
TIK20250827066575,TIK20250827066575,TikTok,21,2,0,user_182494,14,2263,0,Fashion,Spanish,133,Video,0,Negative,0.024,0.922,0.054,77.4,Asia,-0.707107,0.707107,0.974928,-0.222521,1,0,0,0.922,1,0,6,6.8,0,0,0.000085,0,31,0.066667,1,0.311998,0,0,0,33834.851043
TIK20250827066580,TIK20250827066580,TikTok,21,2,0,user_309613,53,1090,0,Entertainment,English,17,Text,4,Negative,0.085,0.913,0.002,48.9,Europe,-0.707107,0.707107,0.974928,-0.222521,0,0,0,0.913,0,0,5,6.8,0,0,0.000074,0,20,0,0,0.244702,0,0,0,937.016472
TIK20250827066597,TIK20250827066597,TikTok,21,2,0,user_234921,167,3176,0,Finance,English,121,Link,2,Neutral,0.295,0.072,0.633,6.7,Europe,-0.707107,0.707107,0.974928,-0.222521,1,0,0,0.633,0,0,6,8,0.000067,0.000067,0.000084,0,27,0,0,0.333994,0,0,0,15341.868977
TIK20250827066612,TIK20250827066612,TikTok,21,2,0,user_299226,5102,1600,0,Climate,English,102,Video,1,Negative,0.051,0.621,0.328,52.2,North America,-0.707107,0.707107,0.974928,-0.222521,1,0,0,0.621,0,0,5,6.8,0.000001,0.000001,0.000073,0,26,0.1,1,0.254248,0,0,0,7625.503405
TIK20250827066613,TIK20250827066613,TikTok,21,2,0,user_384734,889,2132,0,Climate,English,131,Text,0,Negative,0.021,0.811,0.169,62.7,North America,-0.707107,0.707107,0.974928,-0.222521,0,0,0,0.811,0,0,5,6.8,0,0,0.000074,0,7,0.1,1,0.249266,0,0,0,120.289106
TIK20250827066615,TIK20250827066615,TikTok,21,2,0,user_257131,5,2152,0,Entertainment,English,109,Text,1,Positive,0.797,0.022,0.181,0,Europe,-0.707107,0.707107,0.974928,-0.222521,0,0,0,0.797,0,0,6,6.8,0.00001,0.00001,0.000087,0,17,0.066667,1,0.286657,0,0,0,26702.863845
TIK20250827066628,TIK20250827066628,TikTok,22,2,0,user_230938,155239,530,1,Politics,English,125,Image,2,Negative,0.1,0.772,0.128,50.1,North America,-0.5,0.866025,0.974928,-0.222521,1,0,0,0.772,0,1,6,9.8,0.008895,0.008895,0.000082,0,32,0.266667,4,0.374248,0,0,0,4329.904668
TIK20250827066629,TIK20250827066629,TikTok,22,2,0,user_315976,2,3428,0,Food,English,101,Video,4,Neutral,0.225,0.046,0.728,16.4,North America,-0.5,0.866025,0.974928,-0.222521,1,0,0,0.728,0,0,5,6.8,0.000054,0.000054,0.000075,0,17,0,0,0.219322,0,0,0,2873.10126
TIK20250827066636,TIK20250827066636,TikTok,22,2,0,user_322263,28428,1127,0,Entertainment,English,111,Image,3,Positive,0.9,0.022,0.077,0,North America,-0.5,0.866025,0.974928,-0.222521,1,0,0,0.9,0,1,5,6.8,0.000034,0.000034,0.000072,0,19,0.1,1,0.281119,0,0,0,44399.242286
TIK20250827066637,TIK20250827066637,TikTok,22,2,0,user_21684,115,572,0,Education,English,106,Poll,0,Positive,0.699,0.047,0.255,2.3,Asia,-0.5,0.866025,0.974928,-0.222521,1,0,0,0.699,0,0,5,6.8,0.000002,0.000002,0.000075,0,22,0.1,1,0.212319,0,0,0,873.662853
TIK20250827066642,TIK20250827066642,TikTok,22,2,0,user_77872,0,229,0,Entertainment,Hindi,148,Image,1,Positive,0.884,0.127,0,0,Europe,-0.5,0.866025,0.974928,-0.222521,1,0,1,0.884,0,0,4,6.2,0.000071,0.000071,0.000065,0,17,0,0,0.168678,0,0,0,3285.424535
TIK20250827066645,TIK20250827066645,TikTok,22,2,0,user_172040,786,703,0,Food,English,90,Image,5,Positive,0.702,0.064,0.234,0,North America,-0.5,0.866025,0.974928,-0.222521,1,1,0,0.702,0,0,4,6.8,0,0,0.000061,0,7,0,0,0.20534,0,0,0,20358.275387
TIK20250827066687,TIK20250827066687,TikTok,23,2,0,user_50166,2234,1906,0,Politics,Portuguese,17,Text,1,Positive,0.816,0.019,0.165,0,Oceania,-0.258819,0.965926,0.974928,-0.222521,0,0,0,0.816,0,1,4,6.8,0.000013,0.000013,0.000064,0,1,0,0,0.162418,0,0,0,1405.634845
TIK20250828066693,TIK20250828066693,TikTok,4,3,0,user_69718,3447,2055,0,Business,Spanish,132,Video,1,Positive,0.705,0.135,0.161,0,North America,0.866025,0.5,0.433884,-0.900969,1,0,0,0.705,0,0,5,6.8,0,0,0.000076,0,16,0,0,0.221438,0,0,0,12782.937607
TIK20250828066701,TIK20250828066701,TikTok,8,3,0,user_178171,7154,1909,0,Education,English,34,Text,4,Positive,0.706,0.017,0.278,11.1,South America,0.866025,-0.5,0.433884,-0.900969,0,0,0,0.706,0,0,6,6.8,0,0,0.000086,0,14,0.066667,1,0.295419,0,0,0,27109.575087
TIK20250828066707,TIK20250828066707,TikTok,9,3,0,user_494294,7096,993,0,Technology,Portuguese,114,Link,2,Positive,0.898,0.136,0,4.2,Europe,0.707107,-0.707107,0.433884,-0.900969,1,0,0,0.898,0,1,6,6.8,0,0,0.000087,0,14,0,0,0.278937,0,0,0,4008.037475
TIK20250828066720,TIK20250828066720,TikTok,11,3,0,user_44269,267,250,0,Technology,English,63,Image,5,Neutral,0.113,0.14,0.748,0,Unknown,0.258819,-0.965926,0.433884,-0.900969,1,1,0,0.748,0,0,5,6.8,0.000005,0.000005,0.000072,0,5,0.1,1,0.285712,0,0,0,146760.681399
TIK20250828066723,TIK20250828066723,TikTok,11,3,0,user_210532,497579,2670,0,Climate,Portuguese,22,Link,1,Positive,0.645,0.133,0.222,17.6,Asia,0.258819,-0.965926,0.433884,-0.900969,1,0,0,0.645,0,0,4,6.8,0.029499,0.029499,0.000059,0,8,0,0,0.240402,0,0,0,4579.924267
TIK20250828066753,TIK20250828066753,TikTok,13,3,0,user_358619,1121,874,0,AI/ML,Japanese,83,Poll,2,Neutral,0.058,0.143,0.799,0,Europe,-0.258819,-0.965926,0.433884,-0.900969,1,0,0,0.799,0,0,6,6.8,0.000002,0.000002,0.000086,0,15,0.066667,1,0.296373,0,0,0,10055.592781
TIK20250828066757,TIK20250828066757,TikTok,14,3,0,user_385491,143,1506,0,Climate,Hindi,148,Poll,6,Neutral,0.216,0,0.796,0,North America,-0.5,-0.866025,0.433884,-0.900969,1,1,1,0.796,0,0,6,8,0.000103,0.000103,0.000084,0,27,0,0,0.345151,0,0,0,52019.237667
TIK20250828066760,TIK20250828066760,TikTok,14,3,0,user_243650,47885,516,0,Education,Spanish,88,Text,1,Negative,0.088,0.658,0.254,49,North America,-0.5,-0.866025,0.433884,-0.900969,0,0,0,0.658,0,0,5,6.8,0.000073,0.000073,0.000074,0,6,0.3,3,0.251632,0,0,0,494.799107
TIK20250828066766,TIK20250828066766,TikTok,14,3,0,user_449598,1050711,631,0,Health,Hindi,132,Video,1,Positive,0.808,0.065,0.127,17,North America,-0.5,-0.866025,0.433884,-0.900969,1,0,0,0.808,0,1,5,8,0.037056,0.037056,0.00007,0,8,0.1,1,0.376957,0,0,0,6233.614501
TIK20250828066795,TIK20250828066795,TikTok,15,3,0,user_418188,763,3443,0,Gaming,English,78,Image,0,Positive,0.673,0.111,0.216,7.5,North America,-0.707107,-0.707107,0.433884,-0.900969,1,0,0,0.673,0,1,6,6.8,0,0,0.000085,0,7,0.066667,1,0.333065,0,0,0,11804.53897
TIK20250828066803,TIK20250828066803,TikTok,15,3,0,user_343518,425,246,0,Entertainment,Portuguese,94,Text,4,Positive,0.633,0.091,0.276,31.4,Unknown,-0.707107,-0.707107,0.433884,-0.900969,0,0,0,0.633,0,0,6,6.8,0.000004,0.000004,0.000085,0,21,0,0,0.295032,0,0,0,1642.945063
TIK20250828066830,TIK20250828066830,TikTok,16,3,0,user_112268,7063,2767,0,Health,English,103,Link,2,Neutral,0.234,0,0.768,0,North America,-0.866025,-0.5,0.433884,-0.900969,1,0,0,0.768,0,0,5,6.8,0,0,0.000076,0,24,0,0,0.214941,0,0,0,1063.423276
TIK20250828066856,TIK20250828066856,TikTok,16,3,0,user_460819,2817,1931,0,Sports,English,115,Link,3,Positive,0.864,0.079,0.057,3.2,Asia,-0.866025,-0.5,0.433884,-0.900969,1,0,0,0.864,0,0,5,8,0,0,0.000074,0,10,0.1,1,0.254995,0,0,0,2154.800039
TIK20250828066858,TIK20250828066858,TikTok,16,3,0,user_177965,157546,623,0,Politics,German,29,Text,3,Positive,0.93,0.079,0,0,Europe,-0.866025,-0.5,0.433884,-0.900969,0,0,0,0.93,0,0,6,6.8,0.007606,0.007606,0.000082,0,32,0.133333,2,0.374405,0,0,0,19714.332477
TIK20250828066868,TIK20250828066868,TikTok,17,3,0,user_87488,887,2255,0,Science,Portuguese,90,Video,3,Negative,0.138,0.762,0.1,62.1,North America,-0.965926,-0.258819,0.433884,-0.900969,1,0,0,0.762,0,1,6,8,0,0,0.000082,0,7,0.2,3,0.41898,0,0,0,8901.495887
TIK20250828066873,TIK20250828066873,TikTok,17,3,0,user_195004,255,3109,0,Education,Spanish,146,Video,2,Negative,0.113,0.735,0.151,45.6,North America,-0.965926,-0.258819,0.433884,-0.900969,1,0,1,0.735,0,1,6,6.8,0,0,0.000088,0,5,0,0,0.260054,0,0,0,1448.186113
TIK20250828066875,TIK20250828066875,TikTok,17,3,0,user_443459,19456,3618,0,Business,Japanese,42,Image,1,Negative,0.115,0.744,0.141,25.7,Africa,-0.965926,-0.258819,0.433884,-0.900969,1,0,0,0.744,0,0,5,6.8,0.000001,0.000001,0.000072,0,30,0,0,0.262821,0,0,0,2813.847179
TIK20250828066890,TIK20250828066890,TikTok,17,3,0,user_212567,34,2842,0,AI/ML,English,60,Link,2,Neutral,0.286,0,0.767,20.2,Asia,-0.965926,-0.258819,0.433884,-0.900969,1,0,0,0.767,0,0,6,6.8,0.000001,0.000001,0.000083,0,11,0.266667,4,0.386344,0,0,0,799.334396
TIK20250828066916,TIK20250828066916,TikTok,18,3,0,user_324308,200,2702,0,Entertainment,Spanish,96,Link,0,Neutral,0.092,0.076,0.832,9.6,Asia,-1,-0,0.433884,-0.900969,1,0,0,0.832,0,0,6,6.8,0.000337,0.000337,0.000084,0,13,0.133333,2,0.330963,0,0,0,8723.165047
TIK20250828066926,TIK20250828066926,TikTok,18,3,0,user_416053,2272,670,0,Entertainment,Spanish,116,Text,3,Negative,0.096,0.804,0.1,52.1,Asia,-1,-0,0.433884,-0.900969,0,0,0,0.804,0,0,6,6.8,0.000054,0.000054,0.000084,0,1,0,0,0.336711,0,0,0,4355.496005
