post_id,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
TIK20250813057555,-1.0362033,1.0514789,-0.06587596,1.1705921,-0.063617125,-2.2501693,-0.6564492,-2.3360186,-2.137839,-1.3413881,-1.2772177,0.44641575,-0.09399583,-0.9051028,-0.1162014,1.1546923
TIK20250813057564,-0.68104875,0.38488564,0.17075051,-0.6461727,0.5227061,-0.52443206,-2.2418938,-0.38601503,-2.4037738,-0.8062484,0.91165584,1.8256512,-1.6019157,-2.1841662,-0.5613439,1.4809865
TIK20250813057570,1.768501,-1.0381452,1.0583354,0.83259165,-0.85380715,-0.26286086,-2.5351877,-1.490309,-0.36419293,-0.9303363,-1.0966213,1.5218177,0.054776337,-1.7133172,0.6832641,1.09413
TIK20250813057574,-0.81062317,1.2709818,1.6422292,-0.90920854,1.389243,-0.02465967,-0.87127566,-0.26187986,-1.9582884,-0.37351742,-2.0719388,1.4583946,-1.846094,-1.0761902,-1.0849104,-0.33039987
TIK20250813057578,2.6594524,0.6293965,0.3365331,0.59613293,0.6670061,-0.36173362,-1.7231141,-2.1459956,-1.8767128,-0.4697372,0.079398125,0.5160697,-0.57886773,0.2923537,-1.7474988,1.369475
TIK20250813057591,0.28604266,0.7909604,-0.0020252923,0.94055647,2.463718,-0.28383905,-2.0044718,-0.14303295,-2.2822704,0.050728407,-0.61672616,0.60197943,-1.4135197,-0.8085208,0.8917023,-1.189727
TIK20250813057593,-1.0781841,-0.6652666,1.4665066,0.7817923,0.90533054,-0.081075005,0.17244175,-2.1871707,-0.68593985,-0.4487708,0.81877726,1.9290925,-2.1704395,-1.2950828,0.83962405,1.3846519
TIK20250813057595,-0.5280523,0.053014334,2.810195,-1.2002422,1.4968466,0.19316253,-1.3683485,-1.5961976,-1.2581465,1.4144031,0.3984107,0.12169276,0.49881878,-1.1987628,-1.3190733,0.44257927
TIK20250813057634,-0.23027264,0.02044404,0.8447318,0.9197463,1.5310363,-0.34876537,-1.2128342,-0.3074958,0.060888655,0.60401344,-0.03720982,-0.35150534,-2.4065676,-2.2723536,0.66634065,1.4546132
TIK20250813057684,-0.6689658,-0.79176116,1.2308205,0.97296417,1.4653242,-1.3718932,-1.5844756,-1.4805549,-2.0367277,-0.3714008,1.1308296,0.6677103,0.7352343,-0.1349681,0.2571517,-1.6415998
TIK20250813057697,-0.58749014,0.15809819,1.0553837,1.053223,0.3034755,-2.209481,-0.34564722,-2.3810756,-2.3260617,-2.0588398,-0.7334625,-0.3793804,0.32240942,-0.5245701,-0.010709209,2.171672
TIK20250813057698,1.5415931,-0.14529346,2.112549,1.0968214,0.6603807,0.48637053,-0.774027,-0.45075494,-1.7356476,-0.58875966,-3.5578816,0.9095357,-1.4211766,0.036851406,-0.32717186,0.1159326
TIK20250813057704,-1.2208055,0.71566695,2.1029444,1.8901919,1.4099488,-0.86229557,-0.3051689,-1.3654444,-1.1931138,-2.0186133,0.8461517,0.052644324,0.6352776,-0.3203895,-0.46701765,1.8502617
TIK20250813057709,0.30000564,-0.38187534,-0.3219089,2.1502204,1.6485925,-1.059494,-1.2093549,-0.84987456,-1.6008556,0.4519029,-3.1492467,1.6774482,0.02218273,-0.6613611,-0.7218745,0.31974834
TIK20250813057736,0.7226677,0.3018029,1.192405,0.8734957,0.9272793,-1.0394607,0.093783945,-2.4706552,-1.1916872,1.2201015,-0.38121367,1.2363263,-0.29220548,-2.0434844,-1.2778007,-2.1412525
TIK20250813057752,-0.65525454,0.6458035,-0.9628516,2.9956694,1.8611541,-0.29117727,-1.7574183,-2.388338,-0.4972036,-0.5672079,-0.12596326,1.03178,0.4706115,-0.32742348,0.15460232,0.4445761
TIK20250813057762,-0.9718735,-2.091804,2.6430056,1.74295,0.52457225,0.83516896,-1.6214744,-0.6154688,-0.7229332,-0.9116724,1.132984,-0.3276107,-1.4962002,-1.030253,0.89493984,1.6495308
TIK20250813057776,1.849337,0.049311664,1.1927961,1.2540087,0.6081867,-1.482489,-0.10709293,-2.6494098,-0.15564866,0.25560313,-1.3082824,0.8087831,-1.4234552,-1.2316219,1.1295025,-0.29659396
TIK20250813057777,1.8155303,0.2987963,1.2195586,1.2396888,0.6446533,-1.5546975,-0.072574005,-3.137277,-1.0316259,-0.4554045,0.04784095,1.9386972,0.11076627,-0.7231493,1.3499811,0.4802254
TIK20250813057784,-1.6697294,0.47655934,-0.26784566,0.722923,-0.1266107,-1.9496137,-1.2043525,-1.1787251,-1.3755242,1.4567661,-0.44496638,0.9306295,-1.4033546,-1.744508,-1.315676,-0.25792798
TIK20250813057794,0.29199806,-0.32729885,2.9850147,0.6049148,0.99224764,0.29035807,-0.79204094,-0.4975793,-0.731545,-0.25850445,-3.1895733,-1.0522761,-0.32700008,-0.93599796,-0.3951384,0.76802504
TIK20250813057795,-1.0637745,0.31832898,1.6494583,1.1548752,2.791487,0.054943774,-1.5750916,-0.1306825,-0.7524969,-0.26082888,1.3656952,1.00556,-1.5458007,0.7748964,-1.7630774,-0.52770394
TIK20250813057803,-0.5194488,0.6577427,0.9362553,-0.105728485,0.1759582,-2.692301,-1.590274,-1.5676364,-2.3849921,-0.8740039,-0.6802072,-0.082289934,-0.6574596,0.739102,-1.524509,-0.7763733
TIK20250813057812,0.32447165,-1.7687596,0.47633055,0.646634,1.0578297,-0.998025,-2.2182074,-0.1922861,-0.6263743,0.518026,-0.40636933,0.1913881,-2.7138398,-0.8310978,-2.1290252,0.5128911
TIK20250813057824,0.7009593,-0.19053388,1.5831589,0.88958436,0.7644686,1.7301085,-2.6320202,0.30399197,-0.6906499,-0.6202006,-0.17042707,0.047191516,-0.86103004,-1.1687212,-1.9047364,0.78108805
TIK20250813057827,2.4645507,1.0815098,1.2754457,0.3981981,0.5058352,0.028961362,-2.0858448,-2.6290696,-0.82059276,-0.38875276,0.23556568,0.12660813,-0.19415706,0.6836234,-1.8348558,0.6144595
TIK20250813057837,-0.3475323,-0.2799422,3.0984435,-0.07483836,1.7808908,-0.30467945,-0.6323307,0.18289839,-2.4143693,-1.5156878,-0.18172504,0.35384384,0.39289832,-1.3357688,-1.3644618,-0.14415278
TIK20250813057841,-1.1453294,-0.85781276,-0.26840752,1.3239342,0.07506658,-1.6005849,-1.875192,-2.1214647,-1.6457603,2.219314,-0.40348867,0.69261026,-0.46815348,-0.7267878,-0.56368077,-0.061919384
TIK20250813057870,-1.1364925,-0.5925322,2.0593028,1.7310455,-0.5252488,-0.86254656,-0.09693666,-3.0333915,-0.3885838,0.27517068,-0.45753664,-0.386324,-0.6220711,-2.042755,1.1246244,-0.5532026
TIK20250814057879,0.6527069,-0.61558706,1.8463986,0.41177076,0.7761059,1.9047458,-2.6449866,-0.06787624,-0.4227411,-1.1757579,-0.56294227,-0.067355745,-1.0814629,-1.6144428,-1.9363818,1.3029424
TIK20250814057896,-0.1517014,-0.5924767,0.3954835,-0.99725115,0.3456174,-0.9081502,-2.6092722,-3.1421208,-1.1843057,-0.11800017,-1.1828686,1.4389064,0.82897437,0.23415403,-0.9813304,0.94372547
TIK20250814057943,0.6993769,-0.4862049,-0.1865991,0.4522772,0.71563923,-0.34609127,-2.6809354,-2.5094225,1.0539757,0.6590358,-0.47566482,2.1587565,-2.024779,-0.5392379,-0.18180797,0.90427876
TIK20250814057955,0.86887866,-0.3239699,1.800026,1.129736,-0.73823833,0.27813214,-0.810615,-1.7205108,-3.6762915,0.2720054,0.3459424,0.7104567,-1.0077899,-0.25591743,-0.06394302,-0.82327443
TIK20250814057987,-0.8618256,0.6929991,2.4529061,0.8688028,0.5068085,-0.83268815,-0.5308298,-2.599811,0.2751388,0.17673457,-2.9804196,0.1648807,1.3735793,-1.1285974,-0.8783113,0.36208677
TIK20250814057996,0.18506125,1.3215078,0.5025739,0.11361799,3.1781092,-0.3680572,-1.201772,-1.4846716,-1.7519017,1.1736053,-0.69961685,-0.2403187,-1.0559862,-0.69953674,0.13052325,1.6742164
TIK20250814058007,0.80408496,0.3597699,1.708237,-0.05061418,1.5265427,1.126081,-2.0103428,-1.2754666,-1.5695103,0.57308334,1.2815284,2.3230762,-0.43433404,-0.18026964,0.3600738,1.142774
TIK20250814058009,0.17244923,-1.0632526,1.5460852,-0.29478973,1.2038223,0.75378036,-2.8894794,-0.070348516,-0.8702201,-1.3372632,-1.3731978,-0.6036792,-1.7470374,-0.6230427,-1.3746458,1.4737694
TIK20250814058029,1.1985412,1.5155795,0.9823184,-0.655266,0.22852272,-1.71574,-3.1829693,-1.6273398,-0.48345768,0.79043543,-0.7488371,-0.3396106,-1.1421015,-1.729021,-0.0141688455,-0.9585751
TIK20250814058039,-0.06387651,-0.5767218,2.8159568,2.0422864,1.0474261,-0.9664838,-0.38241506,-0.35648397,-2.3095593,0.39076105,-0.72342056,-0.055634256,-1.1897346,1.1055909,0.09681796,-0.4649276
TIK20250814058041,-0.35774782,1.1626331,1.1277357,0.0042628264,1.8969499,-2.1101294,-2.7467468,-0.5042118,-1.0362871,0.021455983,-0.43563387,0.04995648,0.08366775,0.6403956,-2.399544,0.23515475
TIK20250814058045,-0.77384377,1.3377627,1.2529265,-0.74464,2.0224667,-1.4429317,-2.4639301,-2.0137568,0.27903032,-1.1997956,0.38342848,-0.82228106,-1.3194026,-0.5209301,0.05833533,0.3489146
TIK20250814058075,0.8725761,-0.38526174,1.3538592,1.999429,0.1925793,-2.9486072,-0.46793163,-2.0130448,-1.0196427,0.22912908,-0.5784355,0.43148616,1.140526,-1.5412426,-1.6110746,-0.87542105
TIK20250814058080,0.25070888,1.4328048,-0.6506972,3.3465133,1.2328482,-0.74299085,-1.4357295,-1.8624883,-0.6531092,-1.4159604,0.025032172,0.9992794,-0.27656472,-0.14209975,-0.38742593,-0.800513
TIK20250814058084,-0.90191925,0.7007872,0.2588007,1.6011219,1.2632663,-0.30177698,-2.7821448,0.17969623,-1.981547,0.557984,-0.12432472,1.8037974,-0.18037368,0.5008575,-2.3858492,-0.20448996
TIK20250814058085,-0.811896,-0.8328667,1.6637553,1.942338,1.9020077,1.0359068,-1.5601015,-1.3678524,-1.3545051,-0.07611092,-0.12678473,0.8641861,1.0318207,-0.8096467,1.7092316,0.27916577
TIK20250814058092,1.2432513,1.094713,-0.4996723,0.728041,1.1178383,-0.8785444,-2.634311,-1.6569248,-0.071396105,-1.5336181,-0.28608948,0.009652411,0.42531437,-1.3412944,-0.8045678,1.1966105
TIK20250814058128,-0.6599558,1.3753812,2.4791005,1.137508,-0.02082803,-1.5348096,-0.9684563,-2.3583755,1.3025068,0.58219624,-2.039276,1.0982585,0.12275459,-0.5419509,-0.4049582,0.5625842
TIK20250814058129,0.37201512,-1.8498677,0.46130338,0.096848786,1.2064536,-1.0230476,-2.1924033,-0.51766473,-0.6885689,-0.24535151,-0.4899895,0.082755506,-2.6939201,-0.37802488,-1.8637296,0.76705873
TIK20250814058139,0.8500549,1.4723362,0.9815086,1.5978991,0.4864606,-1.5864727,0.025329938,-1.410288,-0.91826105,1.9048039,-1.7187004,1.2142223,-1.5153463,-1.8842831,-0.9435563,1.001306
TIK20250814058142,-1.015499,1.6959299,1.8692739,1.2084479,1.3715442,-0.35701436,-1.1387683,-1.4772276,-1.5315807,1.0814679,-0.9271668,-1.9561516,-0.77913684,0.053305455,-0.4138883,-0.1842671
TIK20250814058144,-2.6730993,-0.06366431,0.35975894,0.26607668,0.23175472,-0.8867687,-1.3959386,-1.3242203,-1.5444111,0.82856727,-1.1395363,0.63259333,-0.7500842,-1.5898587,-2.3222978,0.117461264
TIK20250814058150,1.3956752,-0.17381339,0.34621993,1.0626853,0.40053293,-0.5203221,-0.9551257,-0.6717851,-2.2482169,-0.51620716,-2.380831,1.5976939,-1.6933644,0.03425137,-1.0163885,-0.8431442
TIK20250814058151,-0.13385718,-1.3987017,0.7130126,2.0501828,1.0799592,-1.00925,-0.58263767,-0.9515063,-2.4535463,0.07801771,-2.48183,1.3288118,0.17127319,-0.31761217,0.045229793,1.6733737
TIK20250815058185,0.27450252,-0.032025367,0.12850311,1.3390657,1.5180228,-1.1655986,-1.2364764,-0.4586774,-2.0952775,-0.25658587,-0.1272952,1.5034379,-1.6896341,-1.4308136,1.8900702,0.116319224
TIK20250815058190,-0.18237463,0.99870336,0.80167633,0.856869,1.174182,-0.44325864,-1.8783785,-0.69545805,0.40977353,0.28593758,-0.22101156,-0.7535227,-2.8350065,-2.4394531,0.36512688,0.003576642
TIK20250815058237,-0.3834223,0.86071813,1.8340099,0.27174002,1.1706722,-1.8233844,-0.5639774,-1.3855454,0.56954116,0.2544788,1.1752269,0.46523973,-1.1072716,-2.5213466,-1.7884811,1.02623
TIK20250815058260,0.478992,-0.033908274,2.7914202,0.58755344,1.8076164,-0.07110423,-0.77262163,0.38180992,-2.5118058,-1.5008616,-0.047532495,0.09181703,0.28374436,-1.6333349,-1.6209294,-0.84379363
TIK20250815058305,0.32699895,-1.8208922,2.0447917,1.209566,-0.3059443,-0.2790498,-0.94492304,-0.6623548,-1.2317041,0.054350566,1.0736356,1.0715553,-2.0590422,-1.3309528,-1.7655015,-1.0052478
TIK20250815058338,0.8258737,1.0465554,0.38310415,1.2443929,0.94521713,-0.6361524,-1.8701531,-1.0589938,0.08861283,-2.2974734,-0.9114043,-0.056179937,0.3914252,-2.3896763,-1.5541825,1.7088993
TIK20250815058342,-1.2022797,0.103962116,1.8418908,-0.05012111,1.2227131,-0.79517025,-0.10630805,-2.5801933,-1.8463948,0.13299966,-1.4793853,-1.7519852,-0.2019903,-1.2780368,-1.2023635,1.5050727
TIK20250815058368,-0.44880682,2.18135,2.2104416,1.9545417,2.9412124,0.4099566,-0.79065233,-0.5767937,-0.8684919,-0.030147037,0.36577103,-0.7886024,-0.8528994,-0.5280676,-0.5301095,0.22410847
TIK20250815058450,-1.0099173,-0.13295743,2.318332,1.4743663,-0.57359767,0.7827018,-0.41812423,-2.4333656,-0.39424753,-2.123167,-0.85110205,-1.700969,-1.5068189,-0.08788835,-1.4194877,-0.71726215
TIK20250815058454,0.511029,-0.9247738,1.3236223,1.7233064,0.21703622,-2.7418387,-0.9669624,-1.785306,-1.0156173,-0.085981734,-0.8121729,0.30444142,1.5766968,-0.7292616,-1.7434759,0.5683808
TIK20250815058460,0.6225676,-0.16277988,1.3417342,3.2370327,0.46202064,-0.6563333,-1.9751073,-0.23021577,0.3193254,-0.4780724,-1.4358919,1.0078582,-0.42497978,0.070691,0.45517525,-1.066734
TIK20250815058467,-1.377725,2.158048,1.6921402,1.7622788,2.0916812,0.06811263,-1.1349173,-0.43607,-1.4987482,0.3595829,-0.49413016,-0.74327105,-0.18588182,-0.14349653,-0.5774571,-0.11146519
TIK20250815058480,0.9898624,-0.14055659,1.4167281,1.3500794,0.02844419,1.5434694,-1.9333606,-1.5040087,-0.57209945,-0.76964736,-0.87509674,-0.34160182,-1.6842953,-0.7700885,0.11810767,-2.034343
TIK20250815058510,0.3221417,0.45109147,1.5005955,1.3756908,1.8176427,-0.44532025,-1.9344932,-2.3614974,-0.0204571,-0.1359882,-1.7906697,-0.09285191,0.010907234,1.3405427,1.3040628,0.27751717
TIK20250815058547,0.39322603,-0.6735296,1.0495565,1.8108493,0.46920678,-2.7694027,-0.78636837,-1.9504565,-0.8864178,-0.17293008,-0.09117913,0.20597148,1.2729217,-1.3005922,-1.0832436,-0.9394753
TIK20250815058549,-0.900323,1.0282303,0.5039719,0.9272597,-1.1853296,-0.5373961,-1.5195916,-2.8392897,-0.32190433,0.64855796,0.15147716,0.49426347,-0.61624664,-2.2398767,-1.004266,2.025987
TIK20250815058551,0.23300682,-0.87979245,2.246452,0.22027177,-0.43983668,-1.3213675,-0.5885975,-2.2545345,-2.0310445,-1.4378407,0.21618539,-0.2150227,-1.2047684,0.2407895,-0.48215297,2.0269053
TIK20250815058552,0.0015058888,0.18707931,1.0447459,0.32199633,-0.63835377,-0.23846748,-2.3938947,-1.3128083,-0.5401386,-1.9788474,-0.01343207,0.074498974,-3.027672,-0.718688,0.3266298,-0.43289596
TIK20250815058574,0.8556978,-0.1977174,3.304948,1.1680081,0.68317205,-0.4204159,-0.7737919,-1.475936,-2.0109496,0.76173943,0.26781744,0.015470379,-0.9153946,0.9112152,0.83068454,-0.49498913
TIK20250815058581,-0.6484382,-0.8222326,1.0265436,1.5296363,0.7777911,-2.1076891,-1.3994079,-1.64285,-1.384871,-0.7548692,0.3674105,1.3731875,1.7541295,-1.4339708,0.033391338,-1.1541171
TIK20250815058586,-0.26256967,-0.019134587,1.8761301,-0.32373172,1.3020303,1.1216551,-1.718242,-1.714195,0.044003095,1.4530902,0.22688268,-0.31539366,-0.65682477,-2.2482517,-1.9075407,-0.014001373
TIK20250815058606,-0.2873755,0.5287293,2.3561354,0.7396227,-0.9992849,-2.115246,-1.3544326,-1.8370649,0.37823305,0.976629,-2.297083,1.2251359,-0.22089563,-0.58975214,0.07192638,0.27407655
TIK20250815058648,1.0703765,-1.8548814,2.5463412,-0.2525091,-0.4404843,-0.16565295,-1.3496077,-2.3670712,-0.48777613,-0.733308,-0.5842044,-0.4920822,-0.8027199,-0.35744673,-1.0036744,2.0349383
TIK20250815058657,-0.90892124,0.99857134,1.1738007,-0.66443306,2.004294,-1.2860256,-2.1973515,-2.1070626,0.44503096,-0.87812096,0.29055336,-0.8004304,-1.3048301,-0.8474497,0.48695958,0.51423246
TIK20250815058668,-0.7850415,1.2266239,1.0929339,0.39410156,1.1673096,0.8519523,-1.084014,-2.0429645,-1.5654008,1.3030527,1.1196222,2.3001702,-0.6489539,0.30502832,-1.0604451,0.5313538
TIK20250815058669,2.0820317,0.7174322,2.112815,-1.3649957,-0.06347384,-0.73763597,-2.3074503,-1.8071349,-0.6588883,0.51632077,-0.15592816,0.11917201,-1.0904803,-1.0842049,-0.44838756,-0.06305034
TIK20250815058673,-1.9698728,1.3996915,-0.13679531,0.7359427,1.0341406,1.1936742,-1.1018075,-2.5938926,-1.1632042,-0.07369855,-1.3975143,1.4348524,-0.95278674,-0.69095874,-0.5387318,-0.7373394
TIK20250815058689,0.26795748,-1.5675087,1.1188241,2.1212113,0.2916651,1.1051507,-2.4565,-0.90516585,-0.89725834,0.37125432,1.4367193,-0.070394345,-1.3489742,-0.8833837,0.5086506,1.1242261
TIK20250815058694,0.22714278,0.016903475,-0.15942666,1.0869429,-0.71966934,-0.48456186,-1.4866416,-2.1838412,-0.45212552,-0.16961859,-2.516457,-0.07177426,-0.69961214,-1.8636675,-1.2844955,-0.5879195
TIK20250815058727,-1.2116272,-0.84138477,-0.3595888,1.5437647,0.20009558,-1.9891353,-1.7471714,-1.977745,-1.5655749,1.8869379,-0.371209,0.3982147,-0.6405877,-0.62007195,-0.43481213,0.24523853
TIK20250815058734,1.4906265,-0.70610213,0.85931396,-0.09862157,1.8977401,-1.3525188,-2.6962836,-0.5266196,-1.2469867,0.031786814,-0.96920186,0.45135012,1.3606495,-1.6130594,-0.5368934,-0.37328616
TIK20250815058740,0.38371596,-1.7201723,2.7994044,1.3995785,-0.64998335,-0.71494764,-0.32606593,-1.052688,-2.0709658,0.2955355,0.94820154,0.6250463,-1.5348935,0.04894512,-1.0207707,-0.540515
TIK20250815058771,0.88041776,0.58609784,1.6637156,-0.6383013,1.8428301,0.838636,-0.27234238,-1.2247123,-1.3067795,-1.2073662,-1.0165628,0.5598158,-0.57045144,-2.0342135,-1.9020816,-0.4103352
TIK20250815058779,0.39667425,-0.92061,1.9942505,0.9029242,-0.86845684,0.29084837,-0.42880988,-1.865218,-3.377353,0.6525328,0.29363203,0.358206,-1.3256115,-0.32170036,-0.56880105,-0.7728825
TIK20250815058838,0.08119814,-0.94783187,-0.33081263,1.7440193,0.050819788,-0.0062266914,-0.55582577,-2.431864,-1.027807,0.030049188,-1.8037442,0.14073296,-0.37902224,-1.6528143,-1.7982324,-1.1701343
TIK20250815058844,1.2530404,1.2758896,-0.4509693,1.0436212,1.3408668,-0.65351844,-2.3175323,-1.6048299,-0.2017031,-1.6574516,-0.43687308,-0.35418445,0.437028,-2.2347026,-0.9584911,1.4869925
TIK20250815058866,0.6419346,0.832791,1.3954953,1.5343983,0.042688362,1.4308696,-1.6584635,-1.9576036,-0.23484607,-1.0974121,-0.6341221,0.5035648,-1.4194509,-0.55262756,-0.7242734,-2.4606853
TIK20250815058877,1.8973426,-1.3936298,1.0027469,1.1845778,1.8243691,-1.2539111,-2.0852246,-0.43880197,-0.7981835,0.7207219,-0.57384336,-0.6604406,-0.12532723,-1.0215061,-0.09805514,0.27381882
TIK20250815058892,0.19419283,1.017241,1.1879143,2.6053572,2.4943557,-0.8139227,-0.07178609,-2.2892592,-0.14473507,-0.8504457,0.43278438,0.7411419,-0.21030004,0.9236831,-0.64641064,-0.2203225
TIK20250815058955,-1.6185684,0.20270498,0.70862657,0.601989,0.08509113,-1.2434297,-2.6979249,-0.81394744,-0.011780774,0.17098035,-2.1759102,1.1140972,-1.3663894,0.26530957,0.24455789,0.55339587
TIK20250815058962,-1.6465402,0.7969636,1.4798827,2.2514,0.21541525,0.18949507,-1.3249002,-0.40297332,-0.26001424,-0.5487855,-1.1433774,2.0255125,0.6337748,-1.2938045,-0.035290744,1.6027148
TIK20250815058963,0.21815242,-1.4180828,-0.01637681,1.0920982,2.2986896,1.3617169,-1.8348508,-1.0295428,-1.4950825,-0.7179797,-0.64549506,1.8077977,-1.5254756,0.3900386,-0.5623585,-0.3048208
TIK20250815058995,1.3594798,0.9991766,0.425119,0.47336057,2.6403625,0.198649,-1.7035027,-0.90124047,-1.6729971,0.17799951,-0.21042114,0.049266566,-1.5918671,-0.07406253,0.83318555,-0.5503528
TIK20250815058997,0.8670398,0.39081794,1.6514807,-0.21170138,1.3722234,1.0524493,-2.3427217,-1.0526673,-1.4089749,0.5149628,1.1848903,1.9476942,-0.1988194,-0.33936915,0.48773333,1.2660178
TIK20250815059010,-0.69818944,-1.4676707,1.8559266,0.62722063,1.4663987,-0.84367317,0.62643397,-2.2526293,-0.5235587,-0.6142525,0.36926538,1.4356192,-2.056664,-1.3167715,0.71013784,1.4048285
TIK20250815059021,2.3539128,-0.021562,1.5994565,1.9316355,1.3969485,-1.4525423,-1.3817031,-2.3993552,0.1779564,0.11404555,0.1827336,0.9600571,-0.46728653,-1.310794,2.1706774,0.6493836
TIK20250815059024,-0.08844946,-1.5333047,0.8606553,1.5611354,1.176063,-1.3082913,-0.9566187,-0.9356568,-2.3265364,0.048972916,-1.860188,0.5859833,-0.25014338,0.23648962,0.45984977,2.0017505
TIK20250815059043,2.1817021,0.49869707,1.016231,1.7675841,0.9406109,-1.9724402,-1.107063,-2.7810407,-0.45638636,-0.33914074,0.29764414,1.0430665,-0.23447517,-0.3980367,1.6025702,0.9707895
TIK20250815059077,-1.7625439,0.29214352,1.5317774,-0.33485863,1.5760232,0.43272898,-1.7291684,-0.7489233,-0.36302555,-0.42651737,-1.0201935,2.0347981,-1.4480045,-1.0847548,1.3544745,-0.45914924
TIK20250815059083,-0.22243617,-1.1553813,1.4740081,-0.43525338,1.4439684,0.48718846,-2.8502102,-0.38360986,-1.0757182,-1.338717,-1.0523437,-0.71594906,-2.1215243,0.05593293,-0.75353044,0.9907608
TIK20250815059101,-0.5432579,0.658642,2.6099844,0.44645515,1.5834088,-0.04543999,-2.4061644,-0.025386456,0.6226095,-1.3661107,-1.3290024,1.0110689,-1.223834,-0.39247593,1.2644395,-0.09076602
TIK20250815059102,0.15902299,1.1562675,1.5891886,-0.1130586,2.221775,0.9685834,-1.6049757,-0.9574532,-1.57142,0.8165816,1.245981,2.3974335,-0.41498032,-0.32652977,-0.1682555,0.91602755
TIK20250815059103,1.7719152,0.3535859,-0.011176444,0.678532,0.9740223,-0.9970572,-1.2441119,-1.5978321,-2.2395072,-0.26166686,0.53745186,0.5923123,-0.69332397,0.5049141,-1.5818343,1.3852901
TIK20250815059106,0.5939236,-0.20791927,1.2510604,1.6895857,-0.18398814,-2.6530857,-0.7510917,-1.7510189,-1.2480541,-0.3905942,-0.7028508,0.23327975,1.5234511,-1.0318391,-1.2409863,-0.20549601
TIK20250815059108,1.7255458,-1.3538588,2.3114376,1.0048501,1.0706782,0.9511983,-2.0503676,-1.2711874,-0.58773375,0.27906117,1.4142841,1.4480317,-0.108509995,0.11017719,-0.5518673,0.41516098
TIK20250815059111,2.392552,0.91116554,2.3528996,-1.084519,0.335569,-0.53551775,-1.8870678,-1.8288603,-0.475923,0.7614967,-0.59911096,0.83965576,-1.0070552,-0.44387805,-1.325148,-0.6867384
TIK20250815059134,-1.379166,1.3106804,1.1873677,2.1027057,1.170216,-0.6408126,-1.8521955,-0.8418868,0.98003995,-0.67001754,0.082925566,-0.6429225,-1.4597346,-2.2296019,0.6474872,0.7916894
TIK20250815059164,-0.04341345,-0.113434725,2.1254265,2.1558347,1.7797575,0.6856222,0.36126065,-1.0233654,-1.6699686,1.8193653,0.39748922,1.5924431,-0.42941922,-1.130314,-1.0655544,-0.34446356
TIK20250815059185,0.9988713,1.4018333,1.2727432,-0.95018935,0.48428416,-0.44198728,-3.4761682,-0.4992539,-0.6469014,0.8958344,-1.1820912,1.2774923,-0.14380866,-0.72343224,-1.1897405,-0.85044694
TIK20250815059206,-0.33441246,1.3839531,-0.01925862,0.33381936,1.734684,-1.58699,-2.7160952,-0.7038574,-1.5166982,-1.0028646,-0.11458097,0.55773336,0.0065196482,0.19552958,-2.4116654,-0.48795998
TIK20250815059220,-0.42308775,-0.91717935,2.0135,0.39139408,0.8262435,-0.70529217,0.54585314,-2.2499182,-0.78716147,-0.6732376,0.3372876,1.6385503,-2.0753353,-1.3307934,0.7945784,1.5890776
TIK20250815059238,2.3756473,0.91540575,1.061735,0.4121226,0.43412393,-0.089131914,-1.9871244,-2.4568775,-0.8451213,-0.16908681,0.13573684,0.059466023,-0.26516095,0.6926822,-1.7922496,0.5929936
TIK20250815059247,0.8042888,-1.6690968,2.0174956,0.9994678,-0.24010973,-1.4075264,-0.070456184,-2.410597,-2.2122712,-1.9622843,-0.17083076,-0.025618058,-0.013708353,-0.43815443,-0.39086714,0.9511758
TIK20250815059262,-0.5110198,0.7519219,1.5421591,0.21574843,1.0977943,-1.9634448,-0.6477435,-1.4124721,0.96436876,0.09351942,0.72464776,0.6916213,-1.0904894,-2.453129,-1.8227257,0.93605095
TIK20250815059274,0.42028382,0.6518577,0.7035109,1.571301,1.0980289,0.021416346,-0.97052395,-0.32124126,-0.42730266,0.20131524,0.21888086,0.17364557,-3.0258386,-2.9106169,-0.5658812,-0.39846295
TIK20250815059280,0.7103851,-0.97416615,0.9203463,1.2730963,0.6603876,0.96034545,-2.7430556,-1.499702,-1.6154952,0.59373444,1.8356031,-0.43374947,-0.939456,-0.8348076,-0.005095475,1.5271573
TIK20250815059292,0.045557898,0.750583,0.7941911,2.1414752,-0.23228799,1.1254683,-2.370876,-2.4149573,0.9149462,-0.89453846,-0.24689263,0.41601425,-1.0545492,-0.2860691,-1.821086,-1.1003143
TIK20250816059335,1.0108842,-1.0021085,1.1566322,1.1292478,2.567863,1.0156621,-1.2087461,-1.5115384,-1.5598414,-1.6973829,-0.8718826,0.42494783,0.6653785,-1.8202829,0.37042427,-1.2685105
TIK20250816059349,1.031692,0.34212244,1.9209698,-0.14258052,1.0768907,-0.5738766,-2.7319567,-0.68870616,-0.8603951,-0.072742306,-1.7413924,0.43434972,1.7182795,-0.79628474,-1.0061386,-1.1227612
TIK20250816059389,-0.7609614,-1.9749917,0.9712717,1.7275296,1.0172162,-0.6496448,-1.4385252,-2.8457243,1.0276465,-0.7154807,-0.8546634,1.066095,-0.60323346,-0.06922698,-0.011826769,-0.93415624
