hour_of_day,day_of_week,is_weekend,followers,account_age_days,verified,content_length,num_hashtags,sentiment_positive,sentiment_negative,toxicity_score,hour_sin,hour_cos,day_sin,day_cos,followers_log,has_media,many_hashtags,long_content,sentiment_intensity,high_toxicity,large_account,topic_Business,topic_Climate,topic_Education,topic_Entertainment,topic_Fashion,topic_Finance,topic_Food,topic_Gaming,topic_Health,topic_Politics,topic_Science,topic_Sports,topic_Technology,topic_Travel,language_Chinese,language_English,language_French,language_German,language_Hindi,language_Japanese,language_Korean,language_Portuguese,language_Spanish,media_type_Link,media_type_Poll,media_type_Text,media_type_Video,location_Asia,location_Europe,location_North America,location_Oceania,location_South America,location_Unknown,popularity
15,4,0,64805,2985,0,57,0,0.812,0.138,19.5,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,11.07915347064653,0,0,0,0.812,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
16,6,1,930,264,0,151,1,0.053,0.221,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6.836259277277067,0,0,1,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,5,1,65,2251,0,271,1,0.072,0.246,33.5,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,4.189654742026425,0,0,1,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18,3,0,1157,276,0,387,2,0.27,0.062,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,7.05444965813294,1,0,1,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
16,1,0,34816,497,0,124,0,0.195,0.106,2.7,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,10.457861052229605,0,0,0,0.699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18,0,0,11418,2994,0,271,0,0.166,0.222,35.2,-1.0,-1.8369701987210297e-16,0.0,1.0,9.343033913701648,1,0,1,0.613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,0,0,2801,1240,0,143,2,0.75,0.015,8.2,-0.5000000000000004,0.8660254037844384,0.0,1.0,7.938088726896952,0,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16,6,1,799,392,0,225,4,0.194,0.141,2.3,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6.684611727667927,0,0,1,0.665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21,2,0,136,213,0,138,2,0.676,0.019,0.0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,4.919980925828125,0,0,0,0.676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13,1,0,133,2182,0,344,2,0.829,0.063,0.0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,4.897839799950911,1,0,1,0.829,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,5,1,651,1501,0,282,0,0.704,0.122,21.4,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,6.480044561926653,1,0,1,0.704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,5,1,1444,169,0,65,0,0.013,0.909,76.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,7.275864600546533,0,0,0,0.909,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
15,5,1,25273,3284,0,204,3,0.853,0.015,15.6,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,10.137531478318627,1,0,1,0.853,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,1,0,10,2984,0,311,3,0.69,0.11,30.7,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.3978952727983707,1,0,1,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,6,1,109,856,0,104,2,0.201,0.0,11.6,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,4.700480365792417,1,0,0,0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,0,912,2003,0,83,2,0.061,0.28,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,6.816735880594968,1,0,0,0.659,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
13,2,0,639,153,0,221,1,0.717,0.148,4.0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,6.461468176353717,1,0,1,0.717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,2,0,7927,1035,0,327,0,0.878,0.102,9.9,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,8.978156076009824,0,0,1,0.878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,0,0,1979,581,0,94,4,0.216,0.113,0.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7.590852123688581,1,0,0,0.671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22,1,0,509,1612,0,132,0,0.846,0.051,18.1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,6.234410725718371,1,0,0,0.846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10,3,0,2536,1673,0,189,2,0.229,0.164,37.6,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,7.838737559599282,1,0,1,0.607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
17,0,0,275,1246,0,114,2,0.087,0.129,17.8,-0.9659258262890683,-0.25881904510252063,0.0,1.0,5.62040086571715,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19,1,0,120926,2808,0,194,0,0.204,0.103,41.5,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,11.702942336731589,1,0,1,0.693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
21,1,0,4553,948,0,323,3,0.06,0.817,52.5,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,8.423761246623686,0,0,1,0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20,5,1,442,200,0,210,0,0.657,0.014,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6.093569770045136,1,0,1,0.657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21,0,0,13789,1816,0,323,1,0.635,0.011,18.5,-0.7071067811865477,0.7071067811865474,0.0,1.0,9.531698970787348,1,0,1,0.635,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19,2,0,228,1163,0,361,1,0.102,0.804,30.5,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,5.43372200355424,0,0,1,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10,3,0,7743,166,0,210,1,0.261,0.128,0.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,8.954673628956414,1,0,1,0.611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,2,0,33,1586,0,212,5,0.864,0.078,6.4,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3.5263605246161616,1,1,1,0.864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20,3,0,1310,1601,0,26,2,0.089,0.935,81.9,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,7.1785454837637,1,0,0,0.935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,0,0,121,37,0,34,1,0.203,0.228,12.9,-0.7071067811865477,0.7071067811865474,0.0,1.0,4.804021044733257,1,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,5,1,9175,2269,0,258,2,0.758,0.1,0.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,9.124346658809207,0,0,1,0.758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10,3,0,225,1940,0,377,2,0.096,0.95,79.1,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,5.420534999272286,0,0,1,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21,5,1,686,3600,0,362,2,0.859,0.066,9.7,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,6.532334292222349,1,0,1,0.859,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,0,16074,947,0,20,0,0.022,0.654,72.6,-0.7071067811865477,0.7071067811865474,0.0,1.0,9.68502054910582,1,0,0,0.654,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
15,5,1,1609,855,0,84,3,0.712,0.039,33.5,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,7.383989457978509,1,0,0,0.712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16,6,1,475,725,0,161,2,0.824,0.043,5.7,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,6.16541785423142,1,0,1,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,3,0,2251,3353,0,139,3,0.838,0.106,6.7,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,7.719573989259581,0,0,0,0.838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,6,1,306,3552,0,268,3,0.287,0.212,0.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,5.726847747587197,1,0,1,0.501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18,0,0,422,268,0,90,4,0.122,0.812,55.2,-1.0,-1.8369701987210297e-16,0.0,1.0,6.0473721790462776,0,0,0,0.812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
17,4,0,8451,926,0,352,3,0.741,0.144,17.8,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,9.042158378735948,0,0,1,0.741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19,0,0,1886,862,0,73,4,0.106,0.27,45.8,-0.9659258262890684,0.2588190451025203,0.0,1.0,7.54274354536855,1,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,0,0,130,2815,0,24,2,0.945,0.041,46.5,-0.8660254037844386,0.5000000000000001,0.0,1.0,4.875197323201151,1,0,0,0.945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19,4,0,267,2739,0,114,2,0.058,0.642,32.7,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,5.5909869805108565,1,0,0,0.642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,1,0,431,269,0,192,1,0.206,0.182,14.2,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6.068425588244111,0,0,1,0.612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,0,0,3799,1791,0,280,1,0.255,0.112,5.7,0.7071067811865476,-0.7071067811865475,0.0,1.0,8.242756345714477,1,0,1,0.634,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,5,1,203,3502,0,306,3,0.636,0.054,0.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,5.318119993844216,1,0,1,0.636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,4,0,20,2357,0,105,3,0.629,0.13,15.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3.044522437723423,0,0,0,0.629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11,2,0,16,2603,0,92,0,0.231,0.021,0.0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,2.833213344056216,1,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22,4,0,17563,2915,0,37,2,0.654,0.084,12.3,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,9.773606631681607,0,0,0,0.654,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15,4,0,583,2442,0,132,1,0.733,0.04,27.5,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,6.369900982828227,1,0,0,0.733,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22,1,0,563,555,0,230,2,0.064,0.81,73.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,6.335054251498059,0,0,1,0.81,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
19,0,0,16,2119,0,137,3,0.717,0.044,2.9,-0.9659258262890684,0.2588190451025203,0.0,1.0,2.833213344056216,1,0,0,0.717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
19,2,0,49,1901,0,24,1,0.653,0.025,0.0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,3.912023005428146,1,0,0,0.653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,2,0,914,2713,0,144,1,0.704,0.012,0.6,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,6.818924065275521,0,0,0,0.704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17,0,0,56792,3473,0,231,0,0.061,0.212,15.7,-0.9659258262890683,-0.25881904510252063,0.0,1.0,10.94716835767802,0,0,1,0.727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11,1,0,130,1683,0,137,3,0.759,0.053,0.0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4.875197323201151,1,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
18,2,0,38810,775,0,113,2,0.784,0.033,1.1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,10.566458990586012,0,0,0,0.784,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
19,6,1,37,225,0,108,0,0.745,0.012,9.5,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,3.6375861597263857,1,0,0,0.745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
17,0,0,44,3253,0,60,2,0.144,0.602,32.2,-0.9659258262890683,-0.25881904510252063,0.0,1.0,3.8066624897703196,0,0,0,0.602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
17,2,0,411,1620,0,381,0,0.025,0.746,98.9,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,6.021023349349527,0,0,1,0.746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
18,3,0,36,3355,0,16,1,0.703,0.068,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,3.6109179126442243,0,0,0,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19,0,0,822,2716,0,194,1,0.88,0.054,0.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6.71295620067707,1,0,1,0.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19,3,0,226,1222,0,166,4,0.073,0.155,43.3,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,5.424950017481403,1,0,1,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11,3,0,2929,2545,0,193,3,0.724,0.106,2.7,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,7.982757702011113,1,0,1,0.724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19,1,0,1634,769,0,289,1,0.742,0.097,0.2,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,7.399398083331354,1,0,1,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
9,4,0,4020,3542,0,159,3,0.937,0.121,0.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,8.299285906897275,0,0,1,0.937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22,2,0,241,979,0,73,0,0.803,0.029,5.3,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5.488937726156687,0,0,0,0.803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
22,0,0,11514,1313,0,261,3,0.802,0.023,6.2,-0.5000000000000004,0.8660254037844384,0.0,1.0,9.351405812254786,1,0,1,0.802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,3,0,3252,748,0,81,3,0.119,0.235,15.4,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,8.087332926473351,1,0,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21,4,0,59,204,0,99,2,0.185,0.047,7.9,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,4.0943445622221,1,0,0,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,4,0,120539,636,0,278,0,0.122,0.79,81.3,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,11.699736927037035,0,0,1,0.79,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
14,4,0,219,353,0,229,2,0.128,0.702,30.6,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,5.393627546352362,1,0,1,0.702,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,4,0,1388,2480,0,262,1,0.708,0.01,35.2,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,7.236339342754344,1,0,1,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,6,1,80,2796,0,97,2,0.852,0.016,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,4.394449154672439,1,0,0,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,6,1,161,3246,0,180,6,0.109,0.139,9.2,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,5.087596335232384,1,1,1,0.752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21,0,0,262,812,0,55,2,0.015,0.685,35.9,-0.7071067811865477,0.7071067811865474,0.0,1.0,5.572154032177765,0,0,0,0.685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13,4,0,1194,2992,0,207,3,0.074,0.142,15.1,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,7.085901464365611,1,0,1,0.784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20,2,0,1591,1386,0,388,5,0.609,0.062,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,7.3727463664043285,1,1,1,0.609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
12,0,0,255,918,0,338,0,0.688,0.094,6.0,1.2246467991473532e-16,-1.0,0.0,1.0,5.545177444479562,0,0,1,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,6,1,1056,293,0,325,1,0.124,0.637,47.1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,6.963189985870238,0,0,1,0.637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,0,0,431,936,0,270,2,0.625,0.015,0.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,6.068425588244111,1,0,1,0.625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,1,0,7322,286,0,53,1,0.279,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,8.89877535906107,0,0,0,0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
16,5,1,1657,1655,0,198,3,0.099,0.294,27.4,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,7.4133673356952405,1,0,1,0.607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17,5,1,47168,3151,0,171,2,0.23,0.085,7.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,10.761492176138386,0,0,1,0.685,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,2,0,1437,3114,0,134,2,0.921,0.028,2.8,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,7.271008538280992,1,0,0,0.921,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19,6,1,1656,1512,0,241,1,0.846,0.14,5.2,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,7.4127640174265625,0,0,1,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15,5,1,100,1550,0,209,2,0.855,0.045,0.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,4.61512051684126,0,0,1,0.855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
