Id,topic,verified,followers,sentiment_positive,popularity,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,eigencentrality
INS20250904070238,AI/ML,0,1577,0.059,0,5,20,18,0.118067,0.153966,37.887304,0,0,0.000019,10,17,0.087909
INS20250904070249,Health,0,4914,0.139,0,5,20,23,0.097832,0.138677,177.672028,0,0,0.000019,4,3,0.067176
INS20250904070251,Finance,0,1087,0.287,0,5,20,17,0.104634,0.139896,0.428571,0,0,0.00002,8,0,0.03818
INS20250904070252,Gaming,1,62729,0.604,1,6,26,18,0.130449,0.152303,420.093164,0,0,0.000028,13,53,0.010339
INS20250904070253,Gaming,0,27045,0.039,1,5,20,21,0.090363,0.106741,0.333333,0,0,0.000021,13,53,0.016668
INS20250904070258,Health,0,906,0.062,0,5,20,22,0.106759,0.149954,2783.823391,0,0,0.000019,4,52,0.072698
INS20250904070269,Climate,0,37614,0.125,1,5,20,15,0.118986,0.135509,6495.975708,0,0,0.00002,12,42,0.022738
INS20250904070287,Business,0,131,0.219,0,5,20,12,0.142616,0.173271,43.230862,0,0,0.000019,2,29,0.087227
INS20250904070291,Education,0,5611,0.857,0,5,20,14,0.120902,0.149513,852.68384,0,0,0.00002,1,2,0.021106
INS20250904070301,Finance,0,5606,0.139,0,5,20,14,0.128749,0.163782,466.486488,0,0,0.000019,8,20,0.058715
INS20250904070302,Health,0,54,0.297,0,5,20,21,0.115455,0.153296,578.000887,0,0,0.000021,4,52,0.016996
INS20250904070304,Education,0,515,0.245,0,5,20,13,0.132638,0.162799,297.045584,0,0,0.000019,1,34,0.074638
INS20250904070307,Science,0,2854,0.021,0,5,20,13,0.143096,0.181744,1083.883588,0,0,0.000019,6,26,0.151695
INS20250904070317,Business,0,7188,0.647,1,5,20,15,0.128413,0.152602,636.507942,0,0,0.000019,2,41,0.038483
INS20250904070323,Sports,0,258,0.1,0,5,20,14,0.126891,0.161439,13.371639,0,0,0.000019,0,32,0.092577
INS20250904070324,Technology,0,182,0.853,0,5,20,17,0.110962,0.144724,24.571892,0,0,0.000019,9,27,0.035724
INS20250904070340,AI/ML,0,3,0.652,0,5,19,15,0.139574,0.171812,522.04917,0,0,0.000025,10,51,0.020776
INS20250904070341,Sports,0,369,0.641,0,5,20,15,0.114473,0.146527,0.55028,0,0,0.000019,0,16,0.060008
INS20250904070344,Entertainment,0,6933,0.111,1,5,20,18,0.098838,0.127604,390.520708,0,0,0.000019,11,23,0.047123
INS20250904070346,Business,0,246,0.748,0,5,20,15,0.124226,0.150402,94.356571,0,0,0.000019,2,41,0.034608
INS20250904070349,Entertainment,0,89,0.095,0,5,20,13,0.151471,0.182132,639.138245,0,0,0.000019,11,6,0.043965
INS20250904070351,Fashion,0,193976,0.667,1,5,18,12,0.158021,0.193188,112766.058212,0,0,0.000022,3,12,0.028761
INS20250904070360,Science,0,6721,0.144,0,5,20,13,0.144808,0.180304,1222.77504,0,0,0.00002,6,26,0.049762
INS20250904070364,Food,0,3328,0.892,0,5,20,15,0.1107,0.136386,329.054126,0,0,0.000019,14,50,0.029022
INS20250904070367,Entertainment,0,420,0.645,0,5,20,12,0.1503,0.179702,16650.448873,0,0,0.000019,11,45,0.072122
INS20250904070377,Finance,0,25892,0.144,0,5,20,15,0.122544,0.154918,2222.880199,0,0,0.00002,8,20,0.026889
INS20250904070379,Gaming,0,18658,0.02,1,5,20,22,0.08168,0.101629,0,0,0,0.00002,13,1,0.021577
INS20250904070394,Politics,0,35370,0.204,0,8,32,16,0.107197,0.12573,2231.514059,0,0,0.000032,7,44,0.022104
INS20250904070403,Finance,0,633,0.097,0,5,20,15,0.122326,0.165906,172.957071,0,0,0.000019,8,0,0.115611
INS20250904070412,Education,0,85,0.221,0,6,24,15,0.106212,0.129253,12.414041,0,0,0.000022,1,34,0.050295
INS20250904070422,Travel,0,3384,0.161,0,5,20,11,0.158311,0.193929,2954.390655,0.002837,0.002837,0.000019,5,9,0.088915
INS20250904070424,Science,0,1217,0.191,0,5,20,14,0.140573,0.175898,385.508016,0,0,0.000019,6,18,0.093812
INS20250904070428,Fashion,0,712,0.7,0,5,20,15,0.121592,0.162921,352.300476,0,0,0.000019,3,54,0.056514
INS20250904070429,AI/ML,0,1969,0.906,0,5,20,16,0.121714,0.157364,49.459566,0,0,0.000019,10,51,0.046509
INS20250904070431,Science,0,3494,0.251,0,5,20,14,0.127637,0.165252,82.815621,0,0,0.000019,6,26,0.108305
INS20250904070434,Food,0,105,0.916,0,5,20,15,0.10879,0.128339,111.39303,0,0,0.00002,14,48,0.021314
INS20250904070438,Fashion,0,1587,0.048,0,5,20,17,0.115848,0.156245,8.209263,0,0,0.000019,3,33,0.095691
INS20250904070439,Entertainment,0,1378,0.704,0,5,20,19,0.084437,0.117124,0,0,0,0.000019,11,45,0.070891
INS20250904070452,Sports,0,4536,0.061,1,5,20,15,0.112376,0.140352,0,0,0,0.000018,0,4,0.081066
INS20250904070459,AI/ML,0,274,0.669,0,5,20,17,0.118719,0.146367,2359.895166,0,0,0.000019,10,47,0.040811
INS20250904070466,Food,0,156,0.156,0,5,20,13,0.126939,0.150566,137.906601,0,0,0.000019,14,36,0.048124
INS20250904070468,Food,0,2,0.701,0,5,15,12,0.163393,0.209017,54905.332523,0,0,0.00002,14,48,0.052511
INS20250904070486,Travel,0,121876,0.284,0,5,16,10,0.19163,0.217106,458871.463175,0.001017,0.001017,0.000021,5,38,0.02546
INS20250904070489,Food,0,7769,0.912,1,5,20,14,0.118963,0.142934,860.679183,0,0,0.00002,14,50,0.030747
INS20250904070497,Technology,0,389,0.929,0,5,20,19,0.093684,0.125325,2.574091,0,0,0.000019,9,27,0.036343
INS20250904070499,AI/ML,0,23258,0.653,1,5,20,17,0.110516,0.130679,621.259798,0,0,0.000021,10,51,0.015091
INS20250904070501,Gaming,0,123,0.059,0,5,20,18,0.087527,0.117976,1303.845842,0,0,0.000019,13,5,0.047865
INS20250904070531,Food,0,713,0.646,0,5,20,13,0.137621,0.16747,195.823911,0,0,0.000019,14,48,0.058963
INS20250904070532,Travel,0,98,0.849,0,5,20,14,0.133316,0.155487,4630.376689,0,0,0.00002,5,21,0.02529
INS20250904070537,Travel,0,701,0.295,0,5,20,12,0.146709,0.177747,315.759548,0.014411,0.014411,0.00002,5,9,0.050475
INS20250904070546,Travel,0,380,0.242,1,5,20,14,0.13091,0.165231,592.803422,0.003067,0.003067,0.000019,5,9,0.067921
INS20250904070547,Technology,0,468,0.83,0,5,20,17,0.108398,0.14314,280.122615,0,0,0.000019,9,27,0.082574
INS20250904070549,Health,0,998820,0.113,1,5,16,18,0.151757,0.209772,167963.719118,0,0,0.00002,4,52,0.067996
INS20250904070550,Finance,0,389,0.053,0,5,20,13,0.142551,0.182296,2560.43961,0,0,0.000019,8,0,0.104844
INS20250904070552,Fashion,0,173,0.925,0,5,20,16,0.108659,0.138596,3.701044,0,0,0.000019,3,54,0.045286
INS20250904070556,Finance,0,320,0.17,0,5,20,14,0.127085,0.163786,122.239787,0,0,0.000019,8,0,0.089966
INS20250904070559,Gaming,0,325,0.608,0,5,20,20,0.112987,0.144725,38.623318,0,0,0.00002,13,37,0.022309
INS20250904070560,Entertainment,0,11556,0.075,0,5,20,19,0.089247,0.117394,46.039783,0,0,0.000019,11,23,0.048823
INS20250904070565,Technology,0,677,0.017,1,5,20,16,0.107951,0.145501,1469.020006,0,0,0.000019,9,35,0.077507
INS20250904070570,Climate,0,88,0.708,0,5,20,17,0.101903,0.120017,2682.965986,0,0,0.00002,12,14,0.031129
INS20250904070571,Technology,0,47976,0.092,0,5,20,12,0.143444,0.161289,429.290055,0,0,0.00002,9,35,0.020006
INS20250904070572,Climate,0,10366,0.263,1,5,20,17,0.102173,0.12501,0.166667,0,0,0.00002,12,42,0.044476
INS20250904070593,Technology,0,157,0.115,0,5,20,14,0.118541,0.147414,5097.258382,0,0,0.000019,9,49,0.06141
INS20250905070612,Food,0,511,0.883,0,5,20,13,0.145185,0.172725,222.140999,0,0,0.000019,14,48,0.044629
INS20250905070613,Fashion,0,12,0.735,0,10,40,15,0.121,0.153425,16253.233169,0,0,0.000043,3,54,0.01628
INS20250905070617,Fashion,0,7255,0.766,0,5,20,15,0.12564,0.160964,22.883916,0,0,0.000019,3,54,0.03865
INS20250905070624,Climate,0,424,0.122,0,5,20,14,0.13901,0.170578,130.29979,0,0,0.000019,12,7,0.078508
INS20250905070629,Fashion,0,4378,0.615,0,5,20,16,0.11425,0.145785,16.357087,0,0,0.00002,3,54,0.021946
INS20250905070630,Food,0,41,0.106,0,5,20,14,0.113085,0.127699,3.512735,0,0,0.000021,14,36,0.018062
INS20250905070638,Gaming,0,16267,0.892,1,5,20,22,0.095528,0.121736,643.0566,0,0,0.00002,13,37,0.025058
INS20250905070645,Health,0,36,0.932,0,6,24,20,0.073279,0.090153,7932.620256,0,0,0.000026,4,8,0.011358
INS20250905070646,Health,0,36,0.275,0,5,20,20,0.114433,0.141503,85.677838,0,0,0.00002,4,52,0.019307
INS20250905070647,Fashion,0,323,0.696,0,5,20,14,0.132269,0.170583,537.974497,0,0,0.000019,3,54,0.052987
INS20250905070648,Science,0,516,0.017,0,5,20,12,0.145248,0.179687,152.471749,0,0,0.000019,6,18,0.08545
INS20250905070650,Science,0,364,0.144,0,5,20,13,0.133754,0.167217,5008.926965,0,0,0.000019,6,18,0.060395
INS20250905070656,Travel,0,5799,0.091,0,5,20,14,0.114902,0.144817,594.511733,0.000164,0.000164,0.000019,5,9,0.059328
INS20250905070657,Science,0,25232,0.12,0,5,20,18,0.093351,0.110978,18.016851,0,0,0.00002,6,26,0.026635
INS20250905070664,Education,0,1547,0.731,0,5,20,11,0.162303,0.194399,1126.630327,0,0,0.000019,1,15,0.081749
INS20250905070668,Finance,0,90,0.139,0,5,20,14,0.132563,0.168669,2.273181,0,0,0.000019,8,0,0.056542
INS20250905070671,Science,0,58385,0.02,0,8,32,15,0.128138,0.14675,5044.56058,0,0,0.000033,6,26,0.017556
INS20250905070672,Politics,0,1358,0.186,1,5,20,13,0.136891,0.171716,224.487449,0,0,0.000019,7,44,0.088221
INS20250905070675,Fashion,0,1187,0.237,0,5,20,16,0.127662,0.170992,0.130952,0,0,0.000019,3,33,0.07138
INS20250905070679,Climate,0,1357,0.203,0,5,20,14,0.136627,0.16739,34.898043,0,0,0.000019,12,7,0.103804
INS20250905070693,Politics,0,40,0.89,0,5,20,21,0.076861,0.091859,26.201615,0,0,0.000021,7,55,0.013466
INS20250905070694,Gaming,0,329,0.151,0,5,20,13,0.132988,0.170386,10220.870948,0,0,0.000019,13,5,0.076629
INS20250905070695,Politics,0,5939,0.212,0,5,20,14,0.131386,0.163039,168.594617,0,0,0.00002,7,44,0.041796
INS20250905070696,Finance,0,7886,0.775,0,5,20,20,0.092635,0.120881,1.536461,0,0,0.000019,8,31,0.03452
INS20250905070702,AI/ML,0,79,0.08,0,5,20,24,0.072899,0.096904,0.813138,0,0,0.000019,10,11,0.040767
INS20250905070705,Climate,0,798,0.098,0,5,20,13,0.162578,0.196883,57.792536,0,0,0.000019,12,7,0.096358
INS20250905070708,Entertainment,0,1562,0.192,0,5,20,14,0.14609,0.181862,223.522099,0,0,0.000019,11,6,0.114856
INS20250905070710,Politics,0,265,0.126,0,5,20,15,0.12245,0.152304,4274.124286,0,0,0.000019,7,44,0.056162
INS20250905070718,Gaming,0,12,0.177,0,8,32,14,0.107666,0.122688,37727.081991,0,0,0.000035,13,5,0.014424
INS20250905070727,Health,0,461,0.805,0,5,20,15,0.107133,0.143036,4508.245431,0,0,0.000019,4,8,0.057349
INS20250905070731,Business,0,2218,0.895,0,5,20,17,0.111872,0.139492,1.176151,0,0,0.000019,2,41,0.05313
INS20250905070734,Politics,0,1085,0.943,1,5,20,16,0.120169,0.14741,1611.639284,0,0,0.000019,7,24,0.042032
INS20250905070737,Business,0,278,0.857,0,7,28,16,0.116234,0.141801,228.213286,0,0,0.000027,2,41,0.025218
INS20250905070740,Climate,0,25,0.265,0,7,28,14,0.117297,0.131783,3.136212,0,0,0.000029,12,7,0.014318
INS20250905070741,Gaming,0,276,0.747,0,5,20,19,0.123155,0.160582,643.64211,0,0,0.000019,13,37,0.051071
INS20250905070742,Business,0,31313,0.038,0,5,20,14,0.111527,0.126686,5526.889908,0,0,0.000021,2,13,0.017977
INS20250905070747,Technology,0,251,0.137,0,5,20,16,0.101531,0.136761,3414.403997,0,0,0.000019,9,49,0.081123
INS20250905070750,Business,0,2545,0.067,0,5,20,11,0.160733,0.190303,1.150492,0,0,0.000019,2,13,0.087459
INS20250905070753,Travel,0,984,0.059,0,5,20,12,0.156438,0.190118,58.216511,0.067466,0.067466,0.000018,5,9,0.177581
INS20250905070757,Entertainment,0,1073,0.16,0,5,20,16,0.120986,0.160221,671.87154,0,0,0.000019,11,6,0.12001
INS20250905070758,Gaming,0,2944,0.947,1,5,20,22,0.096805,0.125683,14.678757,0,0,0.000019,13,37,0.037209
INS20250905070760,Science,0,2492,0.117,0,5,20,14,0.128812,0.167578,521.597722,0,0,0.000019,6,26,0.131921
INS20250905070762,Finance,0,12240,0.166,1,5,20,17,0.097224,0.125065,487.850964,0,0,0.000019,8,20,0.035555
INS20250905070767,Fashion,0,145,0.149,0,5,20,15,0.138085,0.173482,385.437669,0,0,0.000019,3,33,0.072163
INS20250905070773,Education,0,658,0.126,0,5,20,12,0.148942,0.183491,1939.979197,0,0,0.000019,1,34,0.115777
INS20250905070778,Gaming,0,426,0.803,0,5,20,19,0.127287,0.171825,288.092582,0,0,0.000019,13,37,0.069636
INS20250905070782,Sports,0,2461,0.703,0,5,20,18,0.091855,0.122952,0,0,0,0.000019,0,16,0.060753
INS20250905070788,Education,0,1007,0.109,0,5,20,14,0.125497,0.163087,514.543042,0,0,0.000019,1,34,0.122188
INS20250905070792,Politics,0,2098,0.601,0,5,20,14,0.145794,0.173613,57.584923,0,0,0.00002,7,24,0.039037
INS20250905070801,Business,0,5393,0.225,0,5,20,13,0.129158,0.15554,0,0,0,0.000019,2,13,0.064445
INS20250905070802,Finance,0,8338,0.214,0,5,20,16,0.105053,0.134578,102.376665,0,0,0.000019,8,20,0.047584
INS20250905070807,Climate,0,5,0.083,0,5,18,12,0.156459,0.186876,1265.886098,0,0,0.000023,12,7,0.028663
INS20250905070808,Finance,0,4372,0.126,1,5,20,13,0.144449,0.183898,97.928447,0,0,0.000019,8,20,0.079051
INS20250905070812,Gaming,0,50754,0.027,0,5,20,18,0.113001,0.12832,0.125,0,0,0.000021,13,53,0.013311
INS20250905070813,Politics,1,80156,0.915,1,5,22,14,0.145826,0.168493,6919.347988,0,0,0.000022,7,24,0.011812
INS20250905070820,Gaming,0,2213,0.857,0,5,20,21,0.106541,0.143894,908.251299,0,0,0.000019,13,37,0.041828
INS20250905070822,AI/ML,0,5456,0.055,1,5,20,18,0.120796,0.154713,4798.490038,0,0,0.000019,10,17,0.084866
INS20250905070824,Entertainment,0,47,0.259,0,5,20,14,0.133919,0.155419,1.834524,0,0,0.00002,11,6,0.021043
INS20250905070840,Food,0,3827,0.9,0,5,20,16,0.100881,0.123819,32.555164,0,0,0.00002,14,50,0.019549
INS20250905070842,Technology,0,90,0.067,0,5,20,12,0.146057,0.174765,0,0,0,0.000019,9,49,0.06157
INS20250905070847,Gaming,0,363,0.15,0,5,20,13,0.131806,0.168796,19.86657,0,0,0.000019,13,5,0.076239
INS20250905070850,Food,0,132,0.737,0,5,20,16,0.10029,0.124388,543.105438,0,0,0.000019,14,48,0.038948
INS20250905070859,Education,0,8884,0.037,0,5,20,12,0.140591,0.166311,793.894015,0,0,0.00002,1,10,0.037053
INS20250905070863,Travel,0,2751,0.176,0,5,20,11,0.15696,0.193215,2415.898904,0.003583,0.003583,0.000019,5,9,0.094185
INS20250905070864,Science,0,5185,0.826,0,5,20,18,0.11238,0.14401,145.304495,0,0,0.000019,6,30,0.037724
INS20250905070869,Climate,0,25782,0.089,0,5,20,17,0.099268,0.116405,942.799092,0,0,0.00002,12,42,0.019979
INS20250905070875,Food,0,249,0.287,0,5,20,11,0.161044,0.189488,0,0,0,0.000019,14,19,0.104952
INS20250905070878,Sports,0,16516,0.653,1,5,20,14,0.121889,0.147989,29.819258,0,0,0.00002,0,16,0.02586
INS20250905070879,Entertainment,0,2040,0.915,1,5,20,20,0.08136,0.116775,1370.998267,0,0,0.000019,11,45,0.054522
INS20250905070881,Health,0,648,0.178,0,5,20,24,0.09137,0.132107,99.388042,0,0,0.000019,4,52,0.071905
INS20250905070883,Sports,0,691,0.716,0,5,20,14,0.124907,0.156966,1482.862368,0,0,0.000019,0,16,0.040712
INS20250905070886,Entertainment,0,2894,0.082,0,5,20,15,0.129908,0.1624,2.869989,0,0,0.000019,11,23,0.068053
INS20250905070888,Education,0,902,0.158,0,5,20,14,0.123142,0.157091,79.961663,0,0,0.000019,1,34,0.113725
INS20250905070893,Education,0,9431,0.873,0,5,20,15,0.108434,0.133107,66.21958,0,0,0.00002,1,2,0.030669
INS20250905070898,Food,0,1596,0.04,0,5,20,14,0.123811,0.162367,303.850471,0,0,0.000019,14,19,0.107077
INS20250905070899,Technology,0,7566,0.795,1,6,24,14,0.146433,0.175432,908.794479,0,0,0.000023,9,27,0.051962
INS20250905070902,Fashion,0,71,0.632,0,5,20,16,0.107899,0.134339,10280.977008,0,0,0.00002,3,54,0.020875
INS20250905070904,AI/ML,0,2037,0.762,0,5,20,16,0.124932,0.162647,400.342152,0,0,0.000019,10,51,0.068698
INS20250905070913,Fashion,0,15866,0.824,1,5,20,14,0.130767,0.16426,550.840725,0,0,0.00002,3,12,0.035295
INS20250905070920,AI/ML,0,1192,0.066,1,5,20,16,0.142581,0.181082,202.373181,0,0,0.000019,10,11,0.101764
INS20250905070921,Sports,0,13954,0.206,1,5,20,15,0.108858,0.134489,504.334785,0,0,0.00002,0,4,0.029469
INS20250905070923,Science,0,111409,0.153,1,6,24,12,0.16578,0.18704,1884.473088,0,0,0.000028,6,26,0.012344
INS20250905070927,Travel,0,119,0.262,0,5,20,15,0.108467,0.130196,3.432263,0.000006,0.000006,0.00002,5,9,0.030566
INS20250905070928,Entertainment,0,2904,0.848,1,5,20,18,0.090863,0.120768,1109.164793,0,0,0.000019,11,45,0.050971
INS20250905070938,Business,0,243,0.114,0,5,20,13,0.138032,0.16529,13.481823,0,0,0.000019,2,29,0.061918
INS20250905070939,Gaming,0,9449,0.073,1,5,20,19,0.094442,0.122613,577.739968,0,0,0.000019,13,1,0.038039
INS20250905070941,Travel,0,257,0.066,0,5,20,14,0.121103,0.150042,0.21978,0.000881,0.000881,0.000019,5,9,0.086211
INS20250905070945,Business,0,35,0.092,0,5,20,17,0.091093,0.105432,0.125,0,0,0.00002,2,29,0.020746
INS20250905070970,Gaming,0,594,0.149,0,5,20,15,0.108889,0.148098,473.720281,0,0,0.000019,13,5,0.072912
INS20250905070971,Sports,0,2849,0.184,0,5,20,13,0.142352,0.1816,6034.523953,0,0,0.000019,0,4,0.07932
INS20250905070978,Technology,0,20,0.079,0,5,20,17,0.084027,0.097685,1191.823479,0,0,0.000021,9,49,0.015926
INS20250905070982,Technology,1,65454,0.178,1,13,59,11,0.15137,0.173987,1718.970795,0,0,0.000049,9,35,0.034195
INS20250905070986,Politics,0,10,0.051,0,5,19,12,0.156769,0.187905,1627.92841,0,0,0.000024,7,44,0.025674
INS20250905070990,Health,0,3389,0.059,0,5,20,23,0.097163,0.13895,211.531728,0,0,0.000019,4,3,0.071697
INS20250905070991,Finance,0,2525,0.072,0,5,20,15,0.118902,0.157305,2365.422025,0,0,0.000018,8,20,0.116586
INS20250905070998,Finance,0,8932,0.01,0,5,20,16,0.10497,0.133451,289.290544,0,0,0.000019,8,20,0.047137
INS20250905071000,Climate,0,2988,0.195,1,5,20,14,0.151262,0.182991,54.219892,0,0,0.000019,12,42,0.085457
INS20250905071004,Gaming,0,253,0.226,0,5,20,15,0.111047,0.145277,3150.46947,0,0,0.000019,13,5,0.061946
INS20250905071007,Education,0,42033,0.765,1,5,20,11,0.138843,0.155106,4584.164957,0,0,0.000022,1,2,0.010356
INS20250905071019,Sports,0,4531,0.849,0,5,20,15,0.117637,0.148973,100.754107,0,0,0.000019,0,16,0.037272
INS20250905071024,Health,0,575,0.674,0,5,20,14,0.115601,0.151208,1495.226483,0,0,0.000019,4,8,0.063345
INS20250905071025,Entertainment,0,6,0.885,0,5,18,13,0.132204,0.158744,56.033376,0,0,0.000023,11,39,0.017766
INS20250905071051,Health,0,182,0.069,0,5,20,19,0.134127,0.17827,0.153214,0,0,0.000019,4,52,0.087426
INS20250905071061,AI/ML,0,1374,0.108,0,5,20,17,0.127698,0.164039,66.469657,0,0,0.000019,10,17,0.092445
INS20250905071074,Business,0,22556,0.621,1,5,20,13,0.147848,0.168309,5123.872807,0,0,0.000022,2,41,0.01258
INS20250905071077,Fashion,0,411,0.065,0,5,20,17,0.119911,0.163834,2503.969645,0,0,0.000019,3,33,0.100446
INS20250905071080,Science,0,268793,0.129,1,5,19,11,0.159717,0.19141,4411.273856,0,0,0.000023,6,18,0.037461
INS20250905071083,Politics,0,273,0.054,0,5,20,15,0.121473,0.149189,205.937078,0,0,0.000019,7,44,0.045513
INS20250905071085,AI/ML,0,1705,0.015,0,5,20,18,0.118054,0.153804,41.456251,0,0,0.000019,10,17,0.10006
INS20250905071086,Health,0,584,0.139,1,5,20,23,0.095195,0.135647,274.705892,0,0,0.000019,4,52,0.074876
INS20250905071093,Science,0,1410,0.134,0,5,20,15,0.127447,0.164931,938.301237,0,0,0.000019,6,18,0.089568
INS20250905071106,Gaming,0,1686,0.144,0,5,20,14,0.147618,0.185174,140.352604,0,0,0.000019,13,1,0.112919
INS20250905071119,Entertainment,0,6494,0.115,1,5,20,17,0.107864,0.137825,0.176638,0,0,0.000019,11,23,0.080463
INS20250905071123,Finance,0,1463,0.27,0,5,20,18,0.096893,0.134791,261.654334,0,0,0.00002,8,0,0.039229
INS20250905071139,Science,1,199148,0.068,1,10,40,14,0.154152,0.173198,25565.744004,0,0,0.000047,6,26,0.015026
INS20250905071151,Travel,0,362,0.852,0,5,20,15,0.136951,0.171889,215.237108,0,0,0.000019,5,21,0.058338
INS20250905071153,Education,0,1394,0.715,0,5,20,11,0.164376,0.198047,318.541245,0,0,0.000019,1,15,0.096132
INS20250905071160,Technology,0,540,0.021,0,5,20,17,0.099915,0.138143,1142.808914,0,0,0.000019,9,35,0.071575
INS20250905071163,Education,0,630,0.899,0,5,20,13,0.12411,0.146432,0,0,0,0.000019,1,15,0.034132
INS20250905071165,Travel,0,19423,0.754,0,5,20,16,0.110601,0.130273,3543.655936,0,0,0.00002,5,38,0.02698
INS20250905071175,Health,0,665,0.117,0,5,20,24,0.09137,0.132107,100.325862,0,0,0.000019,4,52,0.069646
INS20250905071180,Health,0,1296,0.687,0,5,20,15,0.103537,0.13717,126.661717,0,0,0.000019,4,46,0.069583
INS20250905071190,Entertainment,0,2758,0.144,0,5,20,14,0.144915,0.181601,604.736064,0,0,0.000019,11,23,0.08925
INS20250905071191,AI/ML,0,48,0.71,0,7,28,23,0.070538,0.091297,4771.751976,0,0,0.000027,10,47,0.023535
INS20250905071197,Science,0,8744,0.613,0,5,20,18,0.112472,0.141441,16.967005,0,0,0.00002,6,30,0.029945
INS20250905071200,Finance,0,69,0.848,0,5,20,16,0.124867,0.15117,6455.607672,0,0,0.000021,8,25,0.01705
INS20250905071203,Politics,0,9377,0.152,0,5,20,13,0.138672,0.170471,16.725963,0,0,0.000019,7,44,0.07476
INS20250905071205,Finance,0,35785,0.187,1,5,20,14,0.114785,0.131067,0,0,0,0.00002,8,20,0.023884
INS20250905071207,Entertainment,0,1031,0.732,0,5,20,17,0.097329,0.129877,203.636569,0,0,0.000019,11,45,0.0435
INS20250905071215,Business,0,754,0.108,0,5,20,15,0.106988,0.140201,0.05,0,0,0.000019,2,29,0.092954
INS20250905071217,Technology,0,3680,0.775,1,5,20,15,0.132494,0.169826,563.943771,0,0,0.000019,9,27,0.040424
INS20250905071218,Health,0,208,0.899,0,5,20,19,0.079853,0.107619,4409.164993,0,0,0.00002,4,8,0.026718
INS20250905071220,Fashion,0,77551,0.13,0,9,36,13,0.135722,0.14962,1089.832129,0,0,0.000037,3,12,0.018233
INS20250905071221,Politics,0,428,0.24,0,5,20,13,0.146782,0.178547,0.161429,0,0,0.000019,7,44,0.079973
INS20250905071224,Business,0,554,0.197,0,5,20,13,0.13857,0.169845,8164.245635,0,0,0.000019,2,29,0.051281
INS20250905071230,Travel,0,125,0.091,0,5,20,14,0.120247,0.144926,2968.839986,0.00002,0.00002,0.000019,5,9,0.053038
INS20250905071231,Climate,0,15547,0.619,1,5,20,13,0.137384,0.160027,0.882673,0,0,0.00002,12,56,0.020752
INS20250905071232,Business,0,431,0.666,0,5,20,15,0.127637,0.154783,582.735656,0,0,0.00002,2,41,0.028842
INS20250905071235,Entertainment,0,2906,0.14,0,5,20,14,0.144461,0.178439,54.35313,0,0,0.000019,11,23,0.086987
INS20250905071244,Fashion,0,2034,0.09,0,5,20,15,0.13711,0.179258,1959.513104,0,0,0.000019,3,33,0.087797
INS20250905071246,Travel,0,9162,0.272,1,5,20,16,0.094921,0.119009,708.088503,0.000007,0.000007,0.00002,5,9,0.027809
INS20250905071252,Climate,0,1208,0.153,0,5,20,15,0.127371,0.158998,19.233436,0,0,0.000019,12,7,0.115473
INS20250905071258,Technology,0,45976,0.105,1,5,20,12,0.143589,0.162186,2438.839483,0,0,0.00002,9,35,0.021139
INS20250905071269,Food,0,31632,0.121,1,5,20,15,0.106785,0.1224,1654.03648,0,0,0.00002,14,28,0.018319
INS20250905071270,Climate,0,2740,0.106,0,5,20,14,0.152979,0.188984,162.508155,0,0,0.000019,12,42,0.101749
INS20250905071274,Science,0,7606,0.845,1,5,20,18,0.112954,0.144521,51.487133,0,0,0.000019,6,30,0.041175
INS20250905071275,Entertainment,0,339,0.815,0,5,20,12,0.148721,0.177829,4624.154456,0,0,0.000019,11,45,0.056684
INS20250905071279,AI/ML,0,48,0.141,0,5,20,23,0.078493,0.098754,0.916738,0,0,0.000019,10,11,0.02913
INS20250905071285,Sports,0,463,0.071,0,5,20,17,0.10939,0.143823,4.548985,0,0,0.000019,0,32,0.084398
INS20250905071286,Politics,0,622,0.857,0,5,20,19,0.092771,0.118658,0.080515,0,0,0.000019,7,24,0.03939
INS20250905071289,Politics,0,390,0.281,0,5,20,14,0.132699,0.162421,0.504286,0,0,0.000019,7,44,0.069573
INS20250905071290,Food,0,325,0.08,0,5,20,11,0.16107,0.189654,0,0,0,0.000019,14,19,0.136827
INS20250905071291,Travel,0,526,0.815,0,5,20,14,0.14854,0.181911,1588.407464,0.000001,0.000001,0.000019,5,21,0.081226
INS20250905071295,Entertainment,0,10282,0.689,1,5,20,12,0.146392,0.170084,0.306312,0,0,0.00002,11,39,0.038314
INS20250905071303,Food,0,454,0.904,0,5,20,13,0.144546,0.169741,0.504223,0,0,0.000019,14,48,0.037575
INS20250905071304,Gaming,0,304,0.221,0,5,20,13,0.133117,0.171346,25688.61151,0,0,0.000019,13,5,0.070509
INS20250905071308,Climate,0,24,0.077,0,5,20,12,0.150887,0.173154,1686.346005,0,0,0.000021,12,7,0.016443
INS20250905071311,Technology,0,4099,0.082,0,5,20,12,0.141697,0.175803,1086.890786,0,0,0.000019,9,35,0.072738
INS20250905071312,Climate,0,1011,0.032,0,5,20,14,0.142401,0.173913,122.778732,0,0,0.000019,12,7,0.078386
INS20250905071317,Health,0,133,0.189,0,5,20,21,0.108243,0.14025,190.343803,0,0,0.000019,4,52,0.052438
