Id,Label,topic,verified,followers,sentiment_positive,popularity
INS20250804053031,INS20250804053031,Gaming,0,15,0.027,0
INS20250804053040,INS20250804053040,Finance,0,16,0.04,0
INS20250804053044,INS20250804053044,Finance,0,439,0.09,0
INS20250804053048,INS20250804053048,Education,0,2224,0.685,0
INS20250804053053,INS20250804053053,Technology,0,39612,0.871,1
INS20250804053057,INS20250804053057,Gaming,0,1088,0.616,0
INS20250804053058,INS20250804053058,Travel,0,830,0.689,0
INS20250804053059,INS20250804053059,Food,0,347,0.659,0
INS20250804053062,INS20250804053062,Business,0,1043,0.697,0
INS20250804053063,INS20250804053063,Politics,0,5393,0.095,0
INS20250804053069,INS20250804053069,Climate,0,638795,0.77,1
INS20250804053074,INS20250804053074,Food,0,3099,0.15,0
INS20250804053088,INS20250804053088,Science,0,70,0.218,0
INS20250804053093,INS20250804053093,Politics,0,468,0.639,0
INS20250804053095,INS20250804053095,Science,0,3620,0.052,0
INS20250804053098,INS20250804053098,Sports,0,4022,0.079,0
INS20250804053099,INS20250804053099,Climate,0,3043,0.146,0
INS20250804053101,INS20250804053101,Sports,0,5483,0.685,0
INS20250804053107,INS20250804053107,Finance,0,195,0.063,0
INS20250804053110,INS20250804053110,Sports,0,7063,0.014,0
INS20250804053114,INS20250804053114,Entertainment,0,2881,0.288,0
INS20250804053115,INS20250804053115,Politics,0,430,0.686,0
INS20250804053118,INS20250804053118,Finance,0,825,0.902,1
INS20250804053125,INS20250804053125,Science,0,2375,0.938,1
INS20250804053128,INS20250804053128,Science,0,15154,0.715,0
INS20250804053134,INS20250804053134,Gaming,0,29584,0.6,1
INS20250804053139,INS20250804053139,Finance,0,3732,0.203,1
INS20250804053148,INS20250804053148,Business,0,18032,0.196,0
INS20250804053156,INS20250804053156,Gaming,0,161,0.66,0
INS20250804053159,INS20250804053159,Travel,0,2056,0.8,1
INS20250804053161,INS20250804053161,Education,0,113,0.709,0
INS20250804053162,INS20250804053162,Sports,0,4098,0.859,0
INS20250804053167,INS20250804053167,Climate,0,760,0.019,0
INS20250804053170,INS20250804053170,Travel,0,774,0.019,0
INS20250804053171,INS20250804053171,Sports,0,341,0.796,0
INS20250804053176,INS20250804053176,Travel,0,45,0.086,0
INS20250804053184,INS20250804053184,Business,0,33115,0.156,0
INS20250804053194,INS20250804053194,Technology,0,14069,0.708,0
INS20250804053196,INS20250804053196,Science,0,1043,0.025,0
INS20250804053197,INS20250804053197,Sports,0,1541,0.035,0
INS20250804053202,INS20250804053202,Sports,0,125,0.823,0
INS20250804053207,INS20250804053207,AI/ML,0,1002,0.117,0
INS20250804053208,INS20250804053208,Food,0,254,0.091,0
INS20250804053216,INS20250804053216,Food,0,144,0.236,0
INS20250804053217,INS20250804053217,AI/ML,0,999,0.037,0
INS20250804053218,INS20250804053218,Business,0,25,0.71,0
INS20250804053221,INS20250804053221,Technology,0,353,0.09,0
INS20250804053226,INS20250804053226,Education,0,1257,0.072,1
INS20250804053235,INS20250804053235,Education,0,4646,0.759,0
INS20250804053242,INS20250804053242,Sports,0,3763,0.945,0
INS20250805053248,INS20250805053248,Science,0,808,0.929,0
INS20250805053251,INS20250805053251,Education,0,3355,0.878,0
INS20250805053262,INS20250805053262,Education,0,6312,0.134,1
INS20250805053272,INS20250805053272,Food,0,14,0.633,0
INS20250805053274,INS20250805053274,AI/ML,0,902,0.8,1
INS20250805053281,INS20250805053281,Travel,0,219,0.132,0
INS20250805053283,INS20250805053283,Science,0,269,0.777,0
INS20250805053285,INS20250805053285,Science,0,748,0.828,0
INS20250805053289,INS20250805053289,Fashion,0,54,0.925,0
INS20250805053290,INS20250805053290,Business,0,1876,0.157,0
INS20250805053299,INS20250805053299,Technology,0,33008,0.265,1
INS20250805053301,INS20250805053301,Business,0,1496,0.041,0
INS20250805053302,INS20250805053302,Entertainment,0,34914,0.295,0
INS20250805053303,INS20250805053303,Gaming,0,283,0.779,0
INS20250805053306,INS20250805053306,Health,0,361,0.647,0
INS20250805053307,INS20250805053307,Finance,0,1463,0.246,0
INS20250805053309,INS20250805053309,Climate,0,70,0.867,0
INS20250805053311,INS20250805053311,Sports,0,1119,0.771,0
INS20250805053316,INS20250805053316,Fashion,1,111756,0.118,0
INS20250805053319,INS20250805053319,Technology,0,1308,0.125,0
INS20250805053320,INS20250805053320,Science,0,274,0.041,0
INS20250805053321,INS20250805053321,Education,0,17,0.685,0
INS20250805053324,INS20250805053324,Fashion,0,692,0.612,0
INS20250805053325,INS20250805053325,Fashion,0,28,0.235,0
INS20250805053329,INS20250805053329,Finance,0,158,0.148,0
INS20250805053331,INS20250805053331,Fashion,0,318,0.057,0
INS20250805053334,INS20250805053334,Technology,0,1,0.276,0
INS20250805053340,INS20250805053340,Politics,0,1451,0.608,0
INS20250805053341,INS20250805053341,Technology,0,979,0.125,0
INS20250805053342,INS20250805053342,Education,0,29793,0.623,0
INS20250805053343,INS20250805053343,Technology,0,353,0.913,0
INS20250805053347,INS20250805053347,Entertainment,0,62,0.913,0
INS20250805053351,INS20250805053351,Education,0,3837,0.793,0
INS20250805053355,INS20250805053355,Health,0,21,0.117,0
INS20250805053356,INS20250805053356,Climate,0,1118,0.11,0
INS20250805053360,INS20250805053360,Finance,0,7470,0.672,1
INS20250805053368,INS20250805053368,Science,0,7023,0.021,1
INS20250805053378,INS20250805053378,Sports,0,18,0.899,0
INS20250805053385,INS20250805053385,Finance,0,71141,0.053,1
INS20250805053391,INS20250805053391,Fashion,0,997,0.686,0
INS20250805053395,INS20250805053395,Education,0,3391,0.923,0
INS20250805053396,INS20250805053396,Fashion,0,1620,0.17,0
INS20250805053404,INS20250805053404,Technology,0,1109,0.078,0
INS20250805053409,INS20250805053409,Politics,0,8059,0.129,1
INS20250805053410,INS20250805053410,Education,0,268,0.833,0
INS20250805053417,INS20250805053417,Travel,0,2930,0.208,0
INS20250805053420,INS20250805053420,Sports,0,88792,0.095,1
INS20250805053421,INS20250805053421,Science,0,58,0.865,0
INS20250805053423,INS20250805053423,Gaming,0,1310,0.112,0
INS20250805053431,INS20250805053431,Business,0,1201,0.125,0
INS20250805053442,INS20250805053442,Education,0,2248,0.727,1
INS20250805053456,INS20250805053456,Sports,0,1385,0.178,1
INS20250805053468,INS20250805053468,AI/ML,0,65,0.102,0
INS20250805053469,INS20250805053469,Health,0,1222,0.637,0
INS20250805053470,INS20250805053470,Education,0,1650,0.874,1
INS20250805053475,INS20250805053475,Travel,0,4791,0.669,0
INS20250805053477,INS20250805053477,Gaming,0,319,0.826,0
INS20250805053502,INS20250805053502,Technology,0,295,0.877,0
INS20250805053506,INS20250805053506,Technology,0,212,0.261,0
INS20250805053508,INS20250805053508,Travel,0,131,0.656,0
INS20250805053511,INS20250805053511,Finance,0,8845,0.298,0
INS20250805053513,INS20250805053513,Entertainment,0,426,0.172,0
INS20250805053515,INS20250805053515,Gaming,0,1118,0.027,0
INS20250805053520,INS20250805053520,Food,0,8732,0.039,1
INS20250805053529,INS20250805053529,Climate,0,244,0.849,0
INS20250805053531,INS20250805053531,AI/ML,0,478,0.093,0
INS20250805053532,INS20250805053532,Entertainment,0,1161,0.631,0
INS20250805053537,INS20250805053537,Climate,0,79,0.922,0
INS20250805053553,INS20250805053553,Fashion,0,374,0.109,0
INS20250805053562,INS20250805053562,Gaming,0,1278,0.838,0
INS20250805053567,INS20250805053567,Education,0,2013,0.13,0
INS20250805053573,INS20250805053573,Politics,0,2937,0.255,0
INS20250805053575,INS20250805053575,Technology,0,1479,0.126,0
INS20250805053583,INS20250805053583,Science,1,154781,0.898,0
INS20250805053586,INS20250805053586,Health,0,2512,0.663,0
INS20250805053587,INS20250805053587,Climate,0,2456,0.872,0
INS20250805053588,INS20250805053588,Fashion,0,449,0.115,0
INS20250805053591,INS20250805053591,Food,0,938,0.62,0
INS20250805053596,INS20250805053596,Fashion,0,3539,0.852,1
INS20250805053598,INS20250805053598,Entertainment,0,1570,0.633,0
INS20250805053599,INS20250805053599,Health,0,430,0.872,0
INS20250805053601,INS20250805053601,Sports,0,708,0.892,0
INS20250805053606,INS20250805053606,Travel,0,299,0.1,0
INS20250805053607,INS20250805053607,Politics,0,847,0.266,0
INS20250805053608,INS20250805053608,Gaming,0,6635,0.137,1
INS20250805053610,INS20250805053610,Technology,0,93,0.184,0
INS20250805053613,INS20250805053613,Finance,0,3043,0.917,1
INS20250805053625,INS20250805053625,Business,0,24,0.658,0
INS20250805053638,INS20250805053638,Travel,0,11,0.841,0
INS20250805053640,INS20250805053640,Finance,0,31,0.143,0
INS20250805053643,INS20250805053643,Education,0,2772,0.232,0
INS20250805053652,INS20250805053652,Health,1,77534,0.247,1
INS20250805053656,INS20250805053656,Finance,0,715,0.08,0
INS20250805053670,INS20250805053670,AI/ML,0,267,0.111,0
INS20250805053673,INS20250805053673,Travel,0,2345,0.294,0
INS20250805053682,INS20250805053682,Politics,0,2141,0.64,0
INS20250805053703,INS20250805053703,Finance,0,102,0.032,0
INS20250805053709,INS20250805053709,Science,0,228743,0.859,1
INS20250805053720,INS20250805053720,Education,0,204,0.657,0
INS20250805053722,INS20250805053722,Education,0,3007,0.785,1
INS20250805053729,INS20250805053729,Business,0,286,0.104,0
INS20250805053734,INS20250805053734,Food,0,649,0.111,0
INS20250805053736,INS20250805053736,Entertainment,0,1837,0.043,1
INS20250805053740,INS20250805053740,Gaming,0,338,0.024,0
INS20250805053744,INS20250805053744,Travel,0,550,0.793,0
INS20250805053746,INS20250805053746,Climate,0,14,0.076,0
INS20250805053752,INS20250805053752,Entertainment,0,35019,0.841,0
INS20250805053766,INS20250805053766,Education,0,137,0.077,0
INS20250805053768,INS20250805053768,Technology,0,52,0.052,0
INS20250805053772,INS20250805053772,Food,0,168,0.804,0
INS20250805053774,INS20250805053774,Fashion,0,15457,0.085,0
INS20250805053780,INS20250805053780,Gaming,0,268,0.274,0
INS20250805053785,INS20250805053785,Health,0,454,0.674,0
INS20250805053789,INS20250805053789,Science,0,95,0.876,0
INS20250805053797,INS20250805053797,Politics,0,325,0.601,0
INS20250805053798,INS20250805053798,Technology,0,496,0.132,0
INS20250805053802,INS20250805053802,Climate,0,1108,0.745,0
INS20250805053805,INS20250805053805,Politics,0,32593,0.734,0
INS20250805053808,INS20250805053808,Health,0,8595,0.624,0
INS20250805053811,INS20250805053811,Finance,0,708,0.601,0
INS20250805053813,INS20250805053813,Gaming,0,201,0.29,0
INS20250805053817,INS20250805053817,AI/ML,0,238,0.068,0
INS20250805053820,INS20250805053820,Entertainment,0,70,0.147,0
INS20250805053821,INS20250805053821,Education,1,77950,0.128,0
INS20250805053824,INS20250805053824,Finance,0,883,0.66,0
INS20250805053827,INS20250805053827,Climate,0,269,0.788,0
INS20250805053831,INS20250805053831,Climate,0,2233,0.087,0
INS20250805053836,INS20250805053836,Technology,0,478,0.74,0
INS20250805053844,INS20250805053844,Technology,0,3910,0.105,0
INS20250805053849,INS20250805053849,Health,0,109,0.145,0
INS20250805053851,INS20250805053851,Education,0,269,0.086,0
INS20250805053854,INS20250805053854,Fashion,0,1167,0.076,0
INS20250805053865,INS20250805053865,Entertainment,0,388,0.05,0
INS20250805053868,INS20250805053868,Technology,0,1977,0.714,0
INS20250805053869,INS20250805053869,Technology,0,1173,0.652,0
INS20250805053874,INS20250805053874,Technology,0,1427,0.734,0
INS20250805053887,INS20250805053887,Travel,0,13745,0.73,1
INS20250805053889,INS20250805053889,AI/ML,0,3126,0.712,0
INS20250805053892,INS20250805053892,Technology,0,122,0.053,1
INS20250805053897,INS20250805053897,Finance,0,10377,0.191,0
INS20250805053901,INS20250805053901,Food,0,7939,0.761,1
INS20250805053917,INS20250805053917,Climate,1,64533,0.811,1
INS20250805053920,INS20250805053920,Gaming,0,3178,0.634,0
INS20250805053921,INS20250805053921,Finance,0,1867,0.659,0
INS20250805053922,INS20250805053922,Health,0,15304,0.802,1
INS20250805053939,INS20250805053939,Gaming,0,125,0.762,0
INS20250805053944,INS20250805053944,AI/ML,0,493,0.681,0
INS20250805053949,INS20250805053949,Politics,0,2298,0.166,0
INS20250805053978,INS20250805053978,Technology,0,638,0.856,0
INS20250805053991,INS20250805053991,Politics,0,17823,0.201,1
INS20250805053994,INS20250805053994,Politics,0,10632,0.293,1
INS20250805053996,INS20250805053996,Politics,0,50462,0.787,0
INS20250805053997,INS20250805053997,Food,0,3793,0.864,0
INS20250805053998,INS20250805053998,Climate,0,25,0.828,0
INS20250805054000,INS20250805054000,Sports,0,2063,0.108,0
INS20250805054001,INS20250805054001,AI/ML,0,2166,0.228,0
INS20250805054007,INS20250805054007,Entertainment,0,20785,0.251,1
INS20250805054009,INS20250805054009,Science,0,76,0.188,0
INS20250805054012,INS20250805054012,Entertainment,0,1283,0.123,0
INS20250805054013,INS20250805054013,Technology,0,737,0.231,0
INS20250805054016,INS20250805054016,Education,0,188,0.047,0
INS20250805054021,INS20250805054021,Education,0,39920,0.886,1
INS20250805054028,INS20250805054028,Business,0,71696,0.133,0
INS20250805054030,INS20250805054030,Entertainment,0,1744,0.198,0
INS20250805054032,INS20250805054032,Travel,0,9844,0.903,1
INS20250805054038,INS20250805054038,Technology,0,1640,0.087,0
INS20250805054041,INS20250805054041,Entertainment,0,1810,0.821,0
INS20250805054042,INS20250805054042,Science,0,216,0.869,0
INS20250806054045,INS20250806054045,Health,0,5921,0.152,0
INS20250806054053,INS20250806054053,Climate,0,16969,0.717,0
INS20250806054061,INS20250806054061,Science,0,237,0.856,0
INS20250806054062,INS20250806054062,Health,0,2119,0.184,0
INS20250806054064,INS20250806054064,Food,0,19617,0.14,0
INS20250806054068,INS20250806054068,Politics,0,883,0.687,0
INS20250806054075,INS20250806054075,Sports,0,11703,0.038,0
INS20250806054084,INS20250806054084,Technology,0,5345,0.016,0
INS20250806054087,INS20250806054087,Finance,0,493,0.896,0
INS20250806054101,INS20250806054101,Education,0,359,0.754,0
INS20250806054103,INS20250806054103,Fashion,0,6432,0.277,0
INS20250806054104,INS20250806054104,Finance,0,401,0.099,0
INS20250806054106,INS20250806054106,Technology,0,32,0.171,0
INS20250806054107,INS20250806054107,Finance,0,1679,0.04,0
INS20250806054114,INS20250806054114,AI/ML,0,387,0.257,0
INS20250806054127,INS20250806054127,Politics,0,166,0.213,0
INS20250806054137,INS20250806054137,Fashion,0,26,0.055,0
INS20250806054140,INS20250806054140,AI/ML,0,106,0.075,0
INS20250806054146,INS20250806054146,Science,0,2145,0.658,1
INS20250806054160,INS20250806054160,Technology,0,14,0.813,0
INS20250806054161,INS20250806054161,Climate,0,11625,0.903,0
INS20250806054163,INS20250806054163,AI/ML,0,655,0.779,0
INS20250806054164,INS20250806054164,AI/ML,0,5959,0.903,0
INS20250806054168,INS20250806054168,Education,0,13596,0.798,0
INS20250806054169,INS20250806054169,Science,0,3216,0.213,0
INS20250806054171,INS20250806054171,Gaming,0,110,0.658,0
INS20250806054175,INS20250806054175,Technology,0,1148,0.148,1
INS20250806054180,INS20250806054180,Climate,0,233911,0.061,1
INS20250806054181,INS20250806054181,Fashion,0,10,0.822,0
INS20250806054182,INS20250806054182,Education,0,7796,0.14,1
INS20250806054185,INS20250806054185,Education,0,11582,0.074,1
INS20250806054187,INS20250806054187,Fashion,0,24407,0.227,0
INS20250806054189,INS20250806054189,AI/ML,0,6381,0.181,0
INS20250806054190,INS20250806054190,Food,0,28584,0.116,1
INS20250806054193,INS20250806054193,Travel,0,174,0.737,0
INS20250806054195,INS20250806054195,Gaming,0,1499,0.132,0
INS20250806054196,INS20250806054196,Technology,1,732234,0.097,1
INS20250806054203,INS20250806054203,Gaming,0,135,0.604,0
INS20250806054204,INS20250806054204,Sports,0,2768,0.857,1
INS20250806054219,INS20250806054219,Science,0,565,0.767,0
INS20250806054222,INS20250806054222,Science,0,182,0.258,0
INS20250806054224,INS20250806054224,Climate,0,250,0.112,0
INS20250806054235,INS20250806054235,Sports,0,12861,0.254,1
INS20250806054236,INS20250806054236,Education,0,13483,0.853,1
INS20250806054262,INS20250806054262,Finance,0,24,0.771,0
INS20250806054265,INS20250806054265,Business,0,1303,0.056,0
INS20250806054268,INS20250806054268,AI/ML,0,3846,0.735,0
INS20250806054274,INS20250806054274,Climate,0,432,0.017,0
INS20250806054278,INS20250806054278,AI/ML,0,36102,0.873,1
INS20250806054279,INS20250806054279,Fashion,0,692,0.867,1
INS20250806054292,INS20250806054292,AI/ML,0,80,0.09,0
INS20250806054299,INS20250806054299,Entertainment,0,33595,0.134,1
INS20250806054302,INS20250806054302,Travel,0,2556,0.835,0
INS20250806054304,INS20250806054304,Education,0,388,0.811,0
INS20250806054307,INS20250806054307,Science,0,2923,0.059,0
INS20250806054308,INS20250806054308,Health,0,964,0.79,0
INS20250806054312,INS20250806054312,Finance,0,281,0.085,0
INS20250806054318,INS20250806054318,Health,0,3627,0.806,1
INS20250806054323,INS20250806054323,Food,0,14800,0.8,1
INS20250806054324,INS20250806054324,Travel,0,1092,0.617,0
INS20250806054334,INS20250806054334,Politics,0,18,0.274,0
INS20250806054342,INS20250806054342,Education,0,245,0.03,0
INS20250806054350,INS20250806054350,Sports,0,117748,0.862,1
INS20250806054351,INS20250806054351,AI/ML,0,16,0.91,0
INS20250806054361,INS20250806054361,Sports,0,2620,0.188,0
INS20250806054366,INS20250806054366,Health,0,4248,0.085,0
INS20250806054368,INS20250806054368,Entertainment,0,180,0.176,0
INS20250806054369,INS20250806054369,Fashion,0,25719,0.647,1
INS20250806054374,INS20250806054374,Fashion,0,5265,0.08,0
INS20250806054375,INS20250806054375,Entertainment,0,2065,0.127,1
INS20250806054378,INS20250806054378,Climate,0,3482,0.05,0
INS20250806054389,INS20250806054389,Food,0,2183,0.095,0
INS20250806054390,INS20250806054390,Business,0,39,0.177,0
INS20250806054398,INS20250806054398,Finance,1,88279,0.611,1
INS20250806054401,INS20250806054401,Business,0,101,0.021,0
INS20250806054408,INS20250806054408,AI/ML,0,3593,0.206,0
INS20250806054414,INS20250806054414,AI/ML,0,5771,0.156,0
INS20250806054418,INS20250806054418,Finance,0,139,0.822,0
INS20250806054419,INS20250806054419,Climate,0,22248,0.084,1
INS20250806054423,INS20250806054423,Fashion,0,784,0.862,1
INS20250806054424,INS20250806054424,Climate,0,8720,0.869,0
INS20250806054428,INS20250806054428,AI/ML,0,120,0.659,0
INS20250806054441,INS20250806054441,Business,0,1380,0.1,0
INS20250806054447,INS20250806054447,Gaming,0,29458,0.117,0
INS20250806054448,INS20250806054448,Finance,0,1173,0.207,0
INS20250806054461,INS20250806054461,Health,0,7,0.119,0
INS20250806054462,INS20250806054462,Business,0,87,0.021,0
INS20250806054467,INS20250806054467,Science,0,36816,0.149,0
INS20250806054473,INS20250806054473,Climate,0,13,0.273,0
INS20250806054475,INS20250806054475,Entertainment,0,123,0.275,0
INS20250806054477,INS20250806054477,Education,0,2595,0.706,0
INS20250806054488,INS20250806054488,Entertainment,0,2160,0.101,0
INS20250806054492,INS20250806054492,Technology,0,2671,0.262,0
INS20250806054493,INS20250806054493,AI/ML,0,88,0.849,0
INS20250806054495,INS20250806054495,Finance,0,46597,0.11,0
INS20250806054496,INS20250806054496,Climate,0,106087,0.712,1
INS20250806054497,INS20250806054497,Gaming,0,3,0.908,0
INS20250806054513,INS20250806054513,Health,0,2084,0.04,0
INS20250806054514,INS20250806054514,Food,0,5259,0.063,1
INS20250806054530,INS20250806054530,Climate,0,834,0.194,0
INS20250806054533,INS20250806054533,Food,0,5760,0.721,0
INS20250806054558,INS20250806054558,Travel,0,308,0.7,0
INS20250806054570,INS20250806054570,Finance,0,8387,0.074,0
INS20250806054575,INS20250806054575,Entertainment,0,1288,0.774,0
INS20250806054576,INS20250806054576,Travel,0,19,0.86,0
INS20250806054579,INS20250806054579,Climate,0,164,0.119,0
INS20250806054580,INS20250806054580,Technology,0,656,0.837,0
INS20250806054586,INS20250806054586,Entertainment,0,870,0.105,0
INS20250806054591,INS20250806054591,Entertainment,0,5391,0.764,1
INS20250806054592,INS20250806054592,Education,0,933,0.647,1
INS20250806054602,INS20250806054602,Education,0,547,0.744,0
INS20250806054603,INS20250806054603,Gaming,0,196,0.925,0
INS20250806054605,INS20250806054605,Technology,0,998,0.094,0
INS20250806054615,INS20250806054615,Science,0,212,0.927,0
INS20250806054618,INS20250806054618,Finance,0,6714,0.668,0
INS20250806054625,INS20250806054625,Business,0,253,0.73,0
INS20250806054626,INS20250806054626,Food,0,6327,0.22,0
INS20250806054633,INS20250806054633,Fashion,0,292,0.937,0
INS20250806054634,INS20250806054634,Business,0,4538,0.759,0
INS20250806054640,INS20250806054640,Travel,0,2117,0.752,0
INS20250806054643,INS20250806054643,Education,0,59,0.135,0
INS20250806054650,INS20250806054650,Business,0,4655,0.78,0
INS20250806054665,INS20250806054665,Sports,0,4381,0.701,0
INS20250806054667,INS20250806054667,Gaming,0,853,0.931,0
INS20250806054677,INS20250806054677,Finance,0,165,0.781,0
INS20250806054692,INS20250806054692,Education,0,504,0.014,1
INS20250806054703,INS20250806054703,Sports,0,843,0.088,0
INS20250806054704,INS20250806054704,Business,0,98,0.06,0
INS20250806054706,INS20250806054706,Food,0,311,0.798,0
INS20250806054707,INS20250806054707,Food,0,1465,0.186,1
INS20250806054726,INS20250806054726,Entertainment,0,336633,0.196,1
INS20250806054731,INS20250806054731,Food,0,251,0.729,0
INS20250806054735,INS20250806054735,Fashion,0,110,0.107,0
INS20250806054744,INS20250806054744,Sports,0,11181,0.682,1
INS20250806054745,INS20250806054745,Politics,0,541,0.187,0
INS20250806054749,INS20250806054749,Gaming,0,367,0.797,0
INS20250806054751,INS20250806054751,Fashion,0,12,0.26,0
INS20250806054764,INS20250806054764,Education,0,14927,0.059,0
INS20250806054768,INS20250806054768,Health,0,6,0.139,0
INS20250806054769,INS20250806054769,Science,0,108,0.242,0
INS20250806054777,INS20250806054777,Technology,0,23038,0.863,1
INS20250806054781,INS20250806054781,Climate,0,1930,0.879,0
INS20250806054786,INS20250806054786,Business,0,901,0.792,0
INS20250806054788,INS20250806054788,Food,1,248474,0.082,0
INS20250806054793,INS20250806054793,Sports,0,2926,0.603,1
INS20250806054798,INS20250806054798,Gaming,0,138,0.782,0
INS20250806054800,INS20250806054800,Finance,0,409,0.779,0
INS20250806054803,INS20250806054803,Business,0,41,0.186,0
INS20250806054810,INS20250806054810,Science,0,4829,0.093,0
INS20250806054817,INS20250806054817,Travel,0,182,0.791,0
INS20250806054824,INS20250806054824,Finance,0,2603,0.671,0
INS20250806054826,INS20250806054826,Climate,0,4598,0.108,0
INS20250807054840,INS20250807054840,Gaming,0,6068,0.023,1
INS20250807054841,INS20250807054841,Science,0,253,0.222,0
INS20250807054845,INS20250807054845,Business,0,10507,0.895,0
INS20250807054847,INS20250807054847,Politics,0,8776,0.949,0
INS20250807054850,INS20250807054850,Finance,0,10,0.126,0
INS20250807054861,INS20250807054861,Finance,0,3635,0.071,1
INS20250807054866,INS20250807054866,Technology,0,761,0.86,0
INS20250807054872,INS20250807054872,Fashion,0,400,0.076,0
INS20250807054874,INS20250807054874,Politics,0,38,0.913,0
INS20250807054877,INS20250807054877,Finance,0,114,0.802,0
INS20250807054879,INS20250807054879,Politics,0,5722,0.054,0
INS20250807054881,INS20250807054881,Climate,0,272,0.852,0
INS20250807054882,INS20250807054882,Politics,0,2602,0.039,0
INS20250807054893,INS20250807054893,Food,0,328,0.893,0
INS20250807054895,INS20250807054895,Gaming,0,1762,0.232,0
INS20250807054899,INS20250807054899,Entertainment,0,5633,0.735,1
INS20250807054905,INS20250807054905,Education,0,414,0.869,0
INS20250807054906,INS20250807054906,Politics,0,492,0.016,0
INS20250807054915,INS20250807054915,Finance,0,271,0.048,0
INS20250807054916,INS20250807054916,Finance,0,2111,0.702,0
INS20250807054922,INS20250807054922,AI/ML,0,1787,0.79,0
INS20250807054945,INS20250807054945,Sports,0,670,0.843,0
INS20250807054946,INS20250807054946,Fashion,0,569,0.842,0
INS20250807054955,INS20250807054955,Politics,0,593,0.122,0
INS20250807054961,INS20250807054961,Food,0,268,0.068,0
INS20250807054968,INS20250807054968,Sports,0,2338,0.604,0
INS20250807054977,INS20250807054977,Science,0,757,0.225,1
INS20250807054983,INS20250807054983,AI/ML,0,15052,0.223,0
INS20250807054988,INS20250807054988,Finance,0,102058,0.298,1
INS20250807054989,INS20250807054989,Climate,0,8419,0.843,1
INS20250807054993,INS20250807054993,Business,0,13547,0.617,1
INS20250807054997,INS20250807054997,Travel,0,4392,0.042,0
INS20250807055008,INS20250807055008,Food,0,10,0.049,0
INS20250807055009,INS20250807055009,Business,0,913,0.75,0
INS20250807055017,INS20250807055017,AI/ML,0,52,0.844,0
INS20250807055027,INS20250807055027,Politics,0,24011,0.094,0
INS20250807055029,INS20250807055029,Climate,0,2626,0.056,0
INS20250807055032,INS20250807055032,Food,0,10670,0.762,1
INS20250807055044,INS20250807055044,Business,0,3826,0.771,0
INS20250807055046,INS20250807055046,AI/ML,0,5166,0.193,0
INS20250807055052,INS20250807055052,Fashion,0,3513,0.812,1
INS20250807055059,INS20250807055059,Technology,0,544,0.695,0
INS20250807055060,INS20250807055060,Education,0,3662,0.107,0
INS20250807055061,INS20250807055061,Travel,0,3322,0.196,0
INS20250807055062,INS20250807055062,AI/ML,0,225,0.099,0
INS20250807055066,INS20250807055066,Business,0,789,0.08,0
INS20250807055072,INS20250807055072,Health,0,205,0.065,0
INS20250807055075,INS20250807055075,Travel,0,1926,0.67,1
INS20250807055077,INS20250807055077,Technology,0,471,0.717,0
INS20250807055080,INS20250807055080,Technology,0,3963,0.891,0
INS20250807055082,INS20250807055082,Sports,0,365,0.744,0
INS20250807055085,INS20250807055085,Health,0,178,0.776,0
INS20250807055086,INS20250807055086,Fashion,0,393,0.227,0
INS20250807055092,INS20250807055092,Health,0,297112,0.042,1
INS20250807055094,INS20250807055094,Entertainment,0,230,0.772,0
INS20250807055095,INS20250807055095,Gaming,0,87,0.646,0
INS20250807055109,INS20250807055109,Climate,0,680,0.245,0
INS20250807055115,INS20250807055115,Climate,0,1025,0.18,0
INS20250807055122,INS20250807055122,Climate,0,6646,0.087,1
INS20250807055124,INS20250807055124,Education,0,9329,0.903,0
INS20250807055125,INS20250807055125,Climate,0,2519,0.874,0
INS20250807055126,INS20250807055126,Fashion,0,1919,0.844,1
INS20250807055136,INS20250807055136,AI/ML,0,1269,0.708,0
INS20250807055138,INS20250807055138,Education,0,1309,0.271,0
INS20250807055152,INS20250807055152,AI/ML,0,562,0.927,0
INS20250807055153,INS20250807055153,Fashion,0,142,0.799,0
INS20250807055157,INS20250807055157,AI/ML,0,1149,0.889,0
INS20250807055171,INS20250807055171,Travel,0,7285,0.11,0
INS20250807055177,INS20250807055177,Climate,0,5584,0.865,1
INS20250807055180,INS20250807055180,AI/ML,0,260,0.635,0
INS20250807055189,INS20250807055189,Education,0,1529,0.878,0
INS20250807055191,INS20250807055191,Gaming,0,7719,0.84,0
INS20250807055192,INS20250807055192,Business,0,175,0.643,0
INS20250807055196,INS20250807055196,Science,0,2942,0.143,0
INS20250807055210,INS20250807055210,Sports,0,447,0.252,0
INS20250807055211,INS20250807055211,Travel,0,2245,0.934,1
INS20250807055212,INS20250807055212,Finance,0,353,0.645,0
INS20250807055216,INS20250807055216,Sports,0,101,0.09,0
INS20250807055226,INS20250807055226,Business,0,801,0.761,0
INS20250807055228,INS20250807055228,Sports,0,325,0.102,0
INS20250807055239,INS20250807055239,Education,0,68,0.871,0
INS20250807055252,INS20250807055252,Entertainment,0,3414,0.707,0
INS20250807055253,INS20250807055253,Education,0,1847913,0.214,1
INS20250807055261,INS20250807055261,Politics,0,667,0.293,0
INS20250807055268,INS20250807055268,Science,0,295,0.103,0
INS20250807055273,INS20250807055273,Travel,0,2248,0.747,0
